Collection,ID Number,Verbatim object name,Type,Taxonomy Name(s)
Lichen,CANL 44931,Cladonia graciis var. elongata,previous name,Cladonia maxima
Lichen,CANL 45396,Cladonia gracuilis var. elongata,previous name,Cladonia gracilis subsp. vulnerata
Lichen,CANL 43144,Thamnolia subvermicularis,original identification,Thamnolia subuliformis
Lichen,CANL 122368,Biatora aureolepta,,Biatora aureolepra
Vascular Plant,CAN 319849,Linum lepagei,original identification,Linum lewisii
Vascular Plant,CAN 263389,Linum lepagei,original identification,Linum lewisii
Vascular Plant,CAN 247380,Linum lewisii f. albiflorum,previous name,Linum lewisii
Bryophyte,CANM 213946,Hypnum depressulum,original identification,Hypnum pallescens var. protuberans
Bryophyte,CANM 213695,Hypnum depressulum,original identification,Hypnum pallescens var. protuberans
Bryophyte,CANM 214043,Hypnum depressulum,original identification,Hypnum pallescens var. protuberans
Bryophyte,CANM 214077,Hypnum depressulum,original identification,Hypnum pallescens var. protuberans
Bryophyte,CANM 214070,Hypnum depressulum,original identification,Hypnum pallescens var. protuberans
Bryophyte,CANM 214121,Hypnum depressulum,original identification,Hypnum pallescens var. protuberans
Bryophyte,CANM 214126,Hypnum depressulum,original identification,Hypnum pallescens var. protuberans
Bryophyte,CANM 160366,Hypnum depressulum,original identification,Hypnum pallescens var. protuberans
Bryophyte,CANM 213719,Hypnum depressulum,original identification,Hypnum pallescens var. protuberans
Bryophyte,CANM 190353,Hypnum turfaceum,original identification,Herzogiella turfacea
Bryophyte,CANM 190352,Hypnum turfaceum,original identification,Herzogiella turfacea
Bryophyte,CANM 190351,Hypnum turfaceum,original identification,Herzogiella turfacea
Fossil Vertebrate,CMNFV 39116,Equs sp.,,Equus
Lichen,CANL 69198,Thamnolia vermicularis var. taurica,original identification,Thamnolia subuliformis
Bryophyte,CANM 281859,Cinclidium polare,original identification,Cinclidium subrotundum
Bryophyte,CANM 173904,Hypnum exannulatum,original identification,Warnstorfia fluitans
Bryophyte,CANM 173906,Hypnum exannulatum,original identification,Warnstorfia fluitans
Bryophyte,CANM 173907,Hypnum exannulatum,original identification,Warnstorfia fluitans
Bryophyte,CANM 173908,Hypnum exannulatum,original identification,Warnstorfia fluitans
Bryophyte,CANM 176732,Hypnum exannulatum,original identification,Calliergon stramineum var. patens
Bryophyte,CANM 173641,Hypnum exannulatum,original identification,Warnstorfia exannulata
Bryophyte,CANM 173903,Hypnum fluitans,original identification,Warnstorfia fluitans
Bryophyte,CANM 176226,Hypnum cordifolium,original identification,Calliergon cordifolium
Bryophyte,CANM 176235,Hypnum cordifolium,original identification,Calliergon cordifolium
Bryophyte,CANM 176398,Hypnum (Calliergon) giganteum,original identification,Calliergon giganteum
Bryophyte,CANM 176400,Calliergon giganteum var. cyclophyllum,previous name,Calliergon giganteum
Bryophyte,CANM 176400,Calliergon giganteum var. brevifolium,previous name,Calliergon giganteum
Bryophyte,CANM 176980,Hypnum richadsonii,original identification,Calliergonella cuspidata
Lichen,CANL 62653,Thamnolia vernicularis,original identification,Thamnolia subuliformis
Bryophyte,CANM 180924,Hypnum velutinum,original identification,Brachythecium velutinum
Bryophyte,CANM 147747,Calliergon stygium,identification confirmation,Calliergon giganteum | Cinclidium stygium
Bryophyte,CANM 221430,Cinclidium subrotundrum Lindb.,original identification,Cinclidium stygium
Bryophyte,CANM 147801,Cinclidium stygium pseudotriquetrum,original identification,Calliergon giganteum | Hamatocaulis vernicosus | Cinclidium stygium
Bryophyte,CANM 203112,Mnium perssonii,original identification,Cinclidium stygium
Bryophyte,CANM 206289,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 160143,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 160092,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 204153,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 203955,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 204315,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 204387,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 202476,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 147046,Mnium perssonii,previous name,Rhizomnium appalachianum
Bryophyte,CANM 158022,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 159675,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 159699,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 159704,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 159710,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 202609,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 155418,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 159707,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 202979,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 202980,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 205515,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 202978,Mnium perssonii,original identification,Rhizomnium appalachianum
Bryophyte,CANM 122863,Mnium perssonii,previous name,Rhizomnium magnifolium
Vascular Plant,CAN 385442,Taraxacum hyperarcticum,original identification,Taraxacum ceratophorum
Vascular Plant,CAN 360928,Taraxacum andersonii,previous name,Taraxacum ceratophorum
Bryophyte,CANM 176979,Hypnum cuspidatum,original identification,Calliergonella cuspidata
Bryophyte,CANM 178616,Hypnum albicans,original identification,Brachythecium erythrorrhizon
Bryophyte,CANM 180731,Hypnum curtum,original identification,Brachythecium curtum
Bryophyte,CANM 180728,Hypnum curtum,original identification,Brachythecium curtum
Bryophyte,CANM 180730,Hypnum curtum,original identification,Brachythecium curtum
Bryophyte,CANM 180729,Hypnum curtum,original identification,Brachythecium curtum
Bryophyte,CANM 180733,Brachythecium starkii,original identification,Brachythecium curtum
Bryophyte,CANM 321338,Brachythecium populum,,Brachythecium populeum
Bryophyte,CANM 179817,Hypnum (Brachythecium) reflexum,original identification,Brachythecium reflexum
Bryophyte,CANM 193998,Catharinea undulata,original identification,Atrichum altecristatum | Atrichum oerstedianum
Bryophyte,CANM 193982,Catharinea undulata,original identification,Atrichum undulatum
Bryophyte,CANM 193970,Catharinea undulata,original identification,Atrichum undulatum
Bryophyte,CANM 193987,Catharinea undulata,original identification,Atrichum undulatum
Bryophyte,CANM 193979,Catharinea undulata,original identification,Atrichum undulatum
Bryophyte,CANM 193980,Catharinea undulata,original identification,Atrichum undulatum
Bryophyte,CANM 193986,Catharinea undulata,original identification,Atrichum undulatum
Bryophyte,CANM 229347,Catharinea undulata,original identification,Atrichum altecristatum | Atrichum oerstedianum
Crustacea,CMNC 2010-0694.2,Strandisia canadensis [Prionocypris],previous name,Prionocypris canadensis
Crustacea,CMNC 2010-1302.7,Strandisia canadensis [Prionocypris],previous name,Prionocypris canadensis
Crustacea,CMNC 2010-1592.6,Strandisia canadensis [Prionocypris],previous name,Prionocypris canadensis
Crustacea,CMNC 2010-0995.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0955.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1013.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1001.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0924.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0970.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0244.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0423.11,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0424.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0426.6,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1026.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0940.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0433.4,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0434.8,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0362.4,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-0983.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1037.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2702.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2977.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2140.6,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2224.6,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2522.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2350.4,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2656.4,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2548.6,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2663.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-3239.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2182.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-3253.7,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-3202.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1046.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1052.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1437.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1438.6,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2002.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1059.3,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1395.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2098.8,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1545.11,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-1888.5,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-2047.6,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-3384.7,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-3386.7,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-3359.7,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Crustacea,CMNC 2010-3639.6,Sarcypridopsis aculeata [Cypridopsis],previous name,Sarscypridopsis aculeata
Bryophyte,CANM 169385,Thudium minutulum,original identification,Pelekium minutulum
Bryophyte,CANM 202413,Thudium minutulum,original identification,Pelekium minutulum
Bryophyte,CANM 169389,Thudium minutulum,original identification,Pelekium minutulum
Bryophyte,CANM 169390,Thuidium minututum,original identification,Pelekium minutulum
Bryophyte,CANM 169388,Hypmum minututum,original identification,Pelekium minutulum
Bryophyte,CANM 169386,Hypnum minutulum,original identification,Pelekium pygmaeum
Bryophyte,CANM 119411,Dicranum muchlenbeckii,previous attribution,Dicranum acutifolium
Bryophyte,CANM 119411,Dicranum fuscenscens,original identification,Dicranum acutifolium
Bryophyte,CANM 156029,Drummondia clavelletta,previous name,Drummondia prorepens
Bryophyte,CANM 124314,Encalypta rhapdocarpa,previous name,Encalypta rhabtocarpa
Lichen,CANL 44027,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9229,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9218,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9225,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9253,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9254,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9230,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9216,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9217,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9251,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9223,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9160,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9226,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9227,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9244,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata | Fuscopannaria praetermissa
Lichen,CANL 9252,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 9231,Cladonia pyxidata var. neglecta,previous name,Cladonia libifera
Lichen,CANL 9245,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Lichen,CANL 68876,Cladonia pyxidata var. neglecta,previous name,Cladonia pyxidata
Bryophyte,CANM 109530,Fissidens debilis,previous identification,Fissidens fontanus
Bryophyte,CANM 228632,Fissidens julianus,original identification,Fissidens fontanus
Bryophyte,CANM 109529,Fissidens julianus,original identification,Fissidens fontanus
Bryophyte,CANM 220631,Grimmia cribrosa,previous name,Coscinodon cribrosus
Bryophyte,CANM 258193,Grimmia cribrosa,previous name,Coscinodon cribrosus
Bryophyte,CANM 260917,Grimmia cribrosa,previous name,Coscinodon cribrosus
Bryophyte,CANM 285510,Grimmia cribrosa,original identification,Coscinodon cribrosus
Bryophyte,CANM 258193,Grimmia plagiopoda,original identification,Coscinodon cribrosus
Bryophyte,CANM 301618,Dichelyma uninaturm,identification confirmation,Dichelyma falcatum | Dichelyma uncinatum
Bryophyte,CANM 264057,Dicranum meuhlenbeckii var. cirratum,previous name,Dicranum brevifolium
Bryophyte,CANM 174402,Hypnum sendtneri,original identification,Leptodictyum riparium
Bryophyte,CANM 156958,Fontinalis biformis,previous name,Fontinalis sphagnifolia
Bryophyte,CANM 125439,Seliperia sterile,original identification,Gyroweisia tenuis
Bryophyte,CANM 202913,Isothecium myurum,previous name,Isothecium alopecuroides
Bryophyte,CANM 198424,Leskea cyrtophylla,original identification,Myrinia pulvinata
Lichen,CANL 9228,Cladonia pyxidata var. neglecta f. simplex,previous name,Cladonia pyxidata
Lichen,CANL 44057,Cladonia pyxidata var. neglecta f. simplex,original identification,Cladonia pocillum
Lichen,CANL 9213,Cladonia pyxidata var. neglecta f. simplex,previous name,Cladonia pyxidata
Lichen,CANL 9240,Cladonia pyxidata var. neglecta f. simplex,previous name,Cladonia pyxidata | Cladonia chlorophaea
Lichen,CANL 9232,Cladonia pyxidata var. neglecta f. simplex,previous name,Cladonia pyxidata
Bryophyte,CANM 258126,Dicranum meuhlenbeckii,original identification,Dicranum spadiceum | Dicranum acutifolium
Vascular Plant,CAN 503888,Euphrasia officinalis subsp. latifolia,original identification,Euphrasia arctica
Vascular Plant,CAN 503890,Euphrasia officinalis subsp. latifolia,original identification,Euphrasia arctica
Vascular Plant,CAN 156731,Euphrasia officinalis subsp. latifolia,original identification,Euphrasia frigida
Vascular Plant,CAN 505863,Euphrasia officinalis subsp. glabraceus,original identification,Euphrasia arctica
Vascular Plant,CAN 156784,Euphrasia probably dwarf nemorosa,item name,Euphrasia nemorosa
Crustacea,CMNC 2010-0163.1,Limnocythere parascutariense,previous name,Limnocythere parascutariensis
Crustacea,CMNC 2010-4256.2,Limnocythere parascutariense,previous name,Limnocythere parascutariensis
Crustacea,CMNC 2010-3504.5,Limnocythere parascutariense,previous name,Limnocythere parascutariensis
Crustacea,CMNC 2010-3940.6,Limnocythere parascutariense,previous name,Limnocythere parascutariensis
Crustacea,CMNC 2010-3514.5,Limnocythere parascutariense,previous name,Limnocythere parascutariensis
Bryophyte,CANM 242695,Drepanocladus exannultus,original identification,Warnstorfia tundrae
Bryophyte,CANM 261878,Orthothecium alpestre,item name,Orthotrichum alpestre
Bryophyte,CANM 261878,Orthothecium strangulatum,original identification,Orthotrichum alpestre
Bryophyte,CANM 329969,Sphagnum lescurii var. platyphyllum,,Sphagnum platyphyllum
Bryophyte,CANM 242977,Encalypia vulgaris var. mutica,original identification,Tortula cainii
Bryophyte,CANM 155060,Orthotrichum curifolia,original identification,Ulota curvifolia
Bryophyte,CANM 155059,Ulota hutchinsae,original identification,Ulota curvifolia
Vascular Plant,CAN 391789,Euphrasia americana var. canadensis,original identification,Euphrasia nemorosa
Vascular Plant,CAN 390970,Euphrasia americana var. canadensis,original identification,Euphrasia nemorosa
Vascular Plant,CAN 156786,Euphrasia americana var. canadensis,original identification,""
Vascular Plant,CAN 156787,Euphrasia americana var. canadensis,original identification,""
Vascular Plant,CAN 156788,Euphrasia americana var. canadensis,original identification,""
Vascular Plant,CAN 390933,Euphrasia americana var. canadensis,original identification,""
Vascular Plant,CAN 505916,Euphrasia americana var. canadensis,original identification,""
Bryophyte,CANM 102711,Sphagnum acutifolium var. tenellum,original identification,""
Bryophyte,CANM 102708,Sphagnum acutifolium var. tenellum,original identification,Sphagnum rubellum
Bryophyte,CANM 102709,Sphagnum acutifolium var. tenellum,original identification,Sphagnum rubellum
Vascular Plant,CAN 61487,Forma inter Draba macrocarpa et Draba bellii,original identification,Draba corymbosa
Vascular Plant,CAN 572782,Carpinus caroliniana var. virginiana,original identification,Carpinus caroliniana
Vascular Plant,CAN 399584,Habanerua flava,original identification,Platanthera flava
Vascular Plant,CAN 338057,Goodyera repens var. phioides,original identification,Goodyera repens
Vascular Plant,CAN 30753,Sporobolus vaginaeflorus var. neglectus,original identification,Sporobolus neglectus
Lichen,CANL 9263,Cladonia pyxidata var pocillum,previous name,Cladonia pocillum
Lichen,CANL 78743,Cladonia verticillata f. phyllophora,previous name,Cladonia phyllophora
Lichen,CANL 7105,Cladonia coccifera var. pleurota,original identification,Cladonia pocillum
Fossil Vertebrate,CMNFV 34527,Euteleostei,,Salmoniformes
Fossil Vertebrate,CMNFV 17427,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17421,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17431,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17435,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17439,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17445,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17454,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17457,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17458,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17459,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17460,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17467,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17468,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17477,Euteleostei,original identification,Avitosmerus canadensis
Fossil Vertebrate,CMNFV 17478,Euteleostei,original identification,Avitosmerus canadensis
Lichen,CANL 69119,Cladonia uncialis var. obtusata,previous name,Cladonia phyllophora
General Invertebrate,CMNI 1900-6053,Dendrostoma sp.,previous name,Themiste pyroides
Vascular Plant,CAN 111323,Lampsana communis,typo error,Lapsana communis
Vascular Plant,CAN 111317,Lampsana communis,original identification; typo error,Lapsana communis
Vascular Plant,CAN 111312,Lampsana communis,original identification; typo error,Lapsana communis
Vascular Plant,CAN 111315,Lampsana communis,original identification; typo error,Lapsana communis
Vascular Plant,CAN 111316,Lampsana communis,original identification; typo error,Lapsana communis
Vascular Plant,CAN 126439,Lampsana communis,original identification; typo error,Lapsana communis
Vascular Plant,CAN 111314,Lampsana communis,original identification; typo error,Lapsana communis
Vascular Plant,CAN 111319,Lampsana communis,typo error,Lapsana communis
Vascular Plant,CAN 111320,Lampsana communis,typo error,Lapsana communis
Lichen,CANL 7639,Cladonia delicata f. quercina,previous name,Cladonia parasitica
Vascular Plant,CAN 8324,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 158619,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 158617,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 158618,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 559992,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 8299,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 8301,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 8300,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 264406,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 8323,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 8321,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 8325,Naias flexilis,original identification,Najas flexilis
Vascular Plant,CAN 158620,Nais flexilis,original identification,Najas flexilis
Bryophyte,CANM 330647,Riccia fruitans,,Riccia fluitans
Bryophyte,CANM 148312,Aulacomnion heterostichum,original identification,Aulacomnium heterostichum
Vascular Plant,CAN 413076,Matteucia pensylvanica,item name,Matteuccia struthiopteris
Vascular Plant,CAN 1927,Athyrium angustum var. rubellum,original identification,Athyrium
Vascular Plant,CAN 5297,Lycopodium flabelliforme var. ambiguum,original identification,Lycopodium digitatum
Lichen,CANL 7649,Cladonia digitatatenella,previous name,Cladonia ochrochlora
Lichen,CANL 9047,Cladonia fimbriata var. ochrochlora,original identification,Cladonia ochrochlora
Lichen,CANL 7218,Cladonia coniocraea f. coratodes,previous name,Cladonia ochrochlora
Lichen,CANL 40005,Cladonia degenerans f. haplotea,previous name,Cladonia phyllophora
Lichen,CANL 47512,Cladonia degenerans f. gracilescens & f. euphorea,previous name,Cladonia phyllophora
Vascular Plant,CAN 263439,Draba alpina var. hydeana,original identification,Draba alpina
Lichen,CANL 7585,Cladonia degenerans f. euphorea,previous name,Cladonia phyllophora
Lichen,CANL 47513,Cladonia degenerans f. euphorea,previous name,Cladonia phyllophora
Lichen,CANL 7599,Cladonia degenerans f. euphorea,previous name,Cladonia phyllophora
Lichen,CANL 7598,Cladonia degenerans f. euphorea,previous name,Cladonia phyllophora
Lichen,CANL 7597,Cladonia degenerans f. euphorea,previous name,Cladonia phyllophora
General Invertebrate,CMNI 2009-0017,Cerebratula sp.,,Cerebratulus
Vascular Plant,CAN 519765,Erythronium americanum forma bachii,original identification,Erythronium americanum
Vascular Plant,CAN 257933,Sisyrinchium montanum var. crebum,original identification,Sisyrinchium angustifolium
Lichen,CANL 45438,Cladonia pleurota f. albida,previous name,Cladonia pleurota
Vascular Plant,CAN 236901,Eleocharis obtusa var. jejuna,original identification,Eleocharis obtusa var. obtusa
Vascular Plant,CAN 442644,Hierochloa crus-galli,original identification,Echinochloa crus-galli
Vascular Plant,CAN 522917,Habaneria orbiculata,original identification,Platanthera orbiculata
Vascular Plant,CAN 443728,Spiranthes romanzioffiana,original identification,Spiranthes romanzoffiana
Vascular Plant,CAN 304496,Rhynchospora alba f. leviseta,original identification,Rhynchospora alba
Bryophyte,CANM 138915,Tayloray aflaehnoides var. acuminata,original identification,Tayloria acuminata
Bryophyte,CANM 10388,Scapiana mucronata var. praetervisa,original identification; typo error,Scapania mucronata subsp. praetervisa
Bryophyte,CANM 144085,Byrum turbinatum,item name,Bryum calophyllum | Bryum turbinatum
Vascular Plant,CAN 30754,Sporobolus vaginaeflorus,original identification,Sporobolus vaginiflorus var. vaginiflorus
Vascular Plant,CAN 115901,Sporobolus vaginaeflorus,original identification,Sporobolus neglectus
Vascular Plant,CAN 30754,Sporobolus vaginaeflorus,identification confirmation,Sporobolus vaginiflorus var. vaginiflorus
Vascular Plant,CAN 30755,Sporobolus vaginaeflorus,original identification,Sporobolus neglectus
Vascular Plant,CAN 470169,Sporobolus vaginiflorus var. acqualis,original identification,Sporobolus vaginiflorus var. inaequalis
Lichen,CANL 7587,Cladonia degenerans f. dilacerata,previous name,Cladonia phyllophora
Lichen,CANL 7578,Cladonia degenerans f. dilacerata,previous name,Cladonia phyllophora
Vascular Plant,CAN 522694,Braya thorild-wulfiii subsp. thorlid-wulffii,identification confirmation,Braya thorild-wulffii | Braya thorild-wulffii subsp. thorild-wulffii
Vascular Plant,CAN 449679,Braya thorild-wulffii subsp. thorlid-wulffii,item name,Braya thorild-wulffii | Braya thorild-wulffii subsp. thorild-wulffii
Lichen,CANL 8985,Cladonia multiformis f. finkii (Wain.) Evans,previous name,Cladonia multiformis
Lichen,CANL 60980,Cladonia multiformis f. multiformis,previous name,Cladonia multiformis
Lichen,CANL 8988,Cladonia multiformis f. multiformis,previous name,Cladonia multiformis
Lichen,CANL 25534,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 25533,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 9016,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 9022,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 9020,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 8999,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 9004,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 9003,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 40214,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 62139,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 48959,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 8983,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 8989,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
Lichen,CANL 8987,Cladonia multiformis f. simulata,previous name,Cladonia multiformis
