mkey,descriptor,term,note
713426,substrate,n/a,on humus over bluff
713428,substrate,n/a,on very rotten stub at foot of shaly shore rocks
713430,substrate,n/a,on old wet log
713435,substrate,n/a,on humus
713440,substrate,n/a,on fallen rotten poplar log
713442,substrate,n/a,on base of very rotten and very moist cedar stump
713444,substrate,n/a,on rotten stump
713447,substrate,n/a,on fallen cedar log
713449,substrate,n/a,on soil over rock in wet depression
713456,substrate,n/a,on limestone boulder
713458,substrate,n/a,on small rotten stump
713461,substrate,n/a,in hummock
713462,substrate,n/a,on dead wood
713466,substrate,n/a,on stump
713507,substrate,n/a,on old wet log
713510,substrate,n/a,on wet log
713511,substrate,n/a,humus under cedars along lakeshore
713512,substrate,n/a,Top of compact decorticated elm log
713513,substrate,n/a,on decaying cedar log
713514,substrate,n/a,in humus on stump
713516,substrate,n/a,on rotten log
713517,substrate,n/a,on rotten branch
713518,substrate,n/a,on rotten logs
713519,substrate,n/a,on vertical wall of large crevice above ice with other mosses
713520,substrate,n/a,moist silt on a very rotten log
713523,substrate,n/a,on soil over rock near pond
713524,substrate,n/a,on rotten log
713525,substrate,n/a,on rotted stump at edge of pone
713530,substrate,n/a,on rotten wood
17517,substrate,n/a,At base of cedar stump in swamp.
25464,substrate,n/a,On bark of small cedar in swamp.
25436,substrate,n/a,On rotten cedar log.
26293,substrate,n/a,On wet debris in open cedar woods.
26248,substrate,n/a,On limestone outcrop in woods.
713532,substrate,n/a,rotten wood
713533,substrate,n/a,on old logs in woods
713534,substrate,n/a,on a stump
713535,substrate,n/a,on earth and rotten wood
713536,substrate,n/a,on rotten wood
713537,substrate,n/a,on rotten wood
713538,substrate,n/a,on earth
713539,substrate,n/a,on rotten logs
713540,substrate,n/a,on rotten wood
713541,substrate,n/a,on rotten logs
713542,substrate,n/a,on rotten logs
713543,substrate,n/a,on earth at the base of trees in woods
713544,substrate,n/a,in damp humus
713545,substrate,n/a,on soil over shaded face of rock
713546,substrate,n/a,on soil over boulder beside creek
713547,substrate,n/a,sur schistes couverts d'humus
713550,substrate,n/a,on moist raw humus
713552,substrate,n/a,on rotten log
713553,substrate,n/a,on earth in woods
713555,substrate,n/a,on earth in woods
713556,substrate,n/a,on rotten logs
713557,substrate,n/a,on an old stump in a swamp
713558,substrate,n/a,on wet humus
713568,substrate,n/a,on clay bank along road
713569,substrate,n/a,on rotten stump in woods
21057,substrate,n/a,In damp depression in conifer woods (mainly).
713571,substrate,n/a,on rotten log
713572,substrate,n/a,on earth
713573,substrate,n/a,on earth
713578,substrate,n/a,on earth
713579,substrate,n/a,in sandy depressions of bog
713582,substrate,n/a,seepage in bog
713584,substrate,n/a,in bog pools
713585,substrate,n/a,"depressions in bog, often submerged"
713588,substrate,n/a,damp tundra terrace
713590,substrate,n/a,exposed humus beneath sedges
713591,substrate,n/a,in bog pool
713592,substrate,n/a,bank of lake margin
713593,substrate,n/a,seepage slope
713594,substrate,n/a,wet sod margin of streamlet
713595,substrate,n/a,margin of dried-up pool in bog
713596,substrate,n/a,damp areas of boggy slope
713597,substrate,n/a,submerged in fen pool margin
713600,substrate,n/a,bog pool margin
713601,substrate,n/a,on rocks
713602,substrate,n/a,on boggy ground
713603,substrate,n/a,on rocks
713604,substrate,n/a,wet earth
713605,substrate,n/a,on wet earth by a brook
713609,substrate,n/a,on moist rock
713610,substrate,n/a,on humus mat on flat rock
713611,substrate,n/a,on humus mat on flat rock
713612,substrate,n/a,in pocket on open rock
713614,substrate,n/a,on rock outcrop
713616,substrate,n/a,moist shaly crevices or river bank
713621,substrate,n/a,on rock bluff
713622,substrate,n/a,base of old pine stump
713623,substrate,n/a,in crevices of cliff
713624,substrate,n/a,on cliff face
713625,substrate,n/a,on bluff in woods
713626,substrate,n/a,on soil over cliff
713627,substrate,n/a,on soil over cliff
713628,substrate,n/a,on exposed rock at lakeshore
713631,substrate,n/a,on moist rock in stream
29041,substrate,n/a,Rich open low shrub fen with graminoid fen clearings
713632,substrate,n/a,on rocks
713633,substrate,n/a,on roots of grasses in marshes
713634,substrate,n/a,"on boggy ground, and on rocks"
713650,substrate,n/a,roc dénudé
713653,substrate,n/a,fissure terreuse humide
713658,substrate,n/a,"on partly shaded, moist soil"
713659,substrate,n/a,on moist exposed soil
713660,substrate,n/a,"on very wet, exposed humus"
20977,substrate,n/a,In water in bog.
713670,substrate,n/a,ostiole humide de tourbe nue
713671,substrate,n/a,in water
713675,substrate,n/a,wet depression in heath
713689,substrate,n/a,mud at edge of pond; submerged
713690,substrate,n/a,on wet rocks
713691,substrate,n/a,submerged in large bog pool
713694,substrate,n/a,over rock in brook
713695,substrate,n/a,"on shaded, very wet rock"
713696,substrate,n/a,on mesic ledges of slate cliff
713697,substrate,n/a,peaty hollow
713699,substrate,n/a,in dried-up depression in bog
713700,substrate,n/a,submerged in bog water
713701,substrate,n/a,damp ledge
713702,substrate,n/a,damp cliff ledge
713703,substrate,n/a,on wet peat
713704,substrate,n/a,on boggy soil
713706,substrate,n/a,moist cranberry hollows
713708,substrate,n/a,on boulders in river
713710,substrate,n/a,on sandy soil over boulders
713711,substrate,n/a,on boulders along lake
713712,substrate,n/a,ground
713714,substrate,n/a,rocks in brook
713716,substrate,n/a,on rock
713718,substrate,n/a,in wet depression
713719,substrate,n/a,shaded humus slate outcrop
713720,substrate,n/a,in shallow pool
713722,substrate,n/a,shaded humus slate outcrop by river
713723,substrate,n/a,wet earth between cobbles
713724,substrate,n/a,on wet peat depression
713727,substrate,n/a,sloping outcrop near bog
713729,substrate,n/a,in wet roadside ditch
713732,substrate,n/a,on wet earth
713733,substrate,n/a,on wet rocks
713735,substrate,n/a,on a bog
713736,substrate,n/a,on earth in a ditch
713739,substrate,n/a,on bare soil
713742,substrate,n/a,on moss in bogs
713743,substrate,n/a,in water in shallow pool
713756,substrate,n/a,on soil above beach
713757,substrate,n/a,tundra pool
713765,substrate,n/a,on dry to moist clay slope
713766,substrate,n/a,damp cliff face
713770,substrate,n/a,alpine knob faces
713771,substrate,n/a,dry boulders
713773,substrate,n/a,on cliff
713774,substrate,n/a,on rock bluff
713775,substrate,n/a,on rock outcrop
713776,substrate,n/a,on boulder
713777,substrate,n/a,on rocks
20662,substrate,n/a,On side of basalt boulder.
713783,substrate,n/a,"on dry, partly shaded humus"
713784,substrate,n/a,on wet rock
713786,substrate,n/a,"on partly shaded, moist humus"
20816,substrate,n/a,On quartzite rock near snowbed.
713788,substrate,n/a,on soil or humus around bases of erratic boulders
713789,substrate,n/a,on soil near rock at summit
713790,substrate,n/a,"on partly shaded, moist humus"
713791,substrate,n/a,"on partly shaded, moist rock"
713792,substrate,n/a,on moist exposed humus
713793,substrate,n/a,on small exposed ledge
713796,substrate,n/a,"dry, exposed loose scree"
713797,substrate,n/a,on exposed humus
713798,substrate,n/a,over humus
713799,substrate,n/a,over exposed humus
713800,substrate,n/a,on bare humus
713801,substrate,n/a,in nest of Ivory Gull
713802,substrate,n/a,in nest of Ivory Gull
713809,substrate,n/a,on boulders
713810,substrate,n/a,on boulder
713815,substrate,n/a,cliff crevice
713816,substrate,n/a,on sandstone rock
713818,substrate,n/a,on rocks
713821,substrate,n/a,"damp, shaded crevices"
713822,substrate,n/a,extensive turves on moist soil
713823,substrate,n/a,"exposed, locally soil-covered depressions in loose scree"
713825,substrate,n/a,over exposed soil
713826,substrate,n/a,"exposed, locally soil-covered, loose scree"
713827,substrate,n/a,"Over exposed, locally humus-covered scree"
713828,substrate,n/a,on granite outcrop
713829,substrate,n/a,on ridge
713830,substrate,n/a,edge of late snow patch
713831,substrate,n/a,moist ground
713832,substrate,n/a,in nest of Ivory Gull
713833,substrate,n/a,moist crevices between rocks near pond
713834,substrate,n/a,moist crevices between rocks near pond
713838,substrate,n/a,on sandy soil
713839,substrate,n/a,on exposed rocks
713840,substrate,n/a,on rock cliff
713841,substrate,n/a,outcrop face
713842,substrate,n/a,over dry faces of granite boulder
713844,substrate,n/a,boulders by lake
713845,substrate,n/a,crevices of tundra outcrop
713846,substrate,n/a,outcrop face in tundra
713847,substrate,n/a,subalpine cliff face
713849,substrate,n/a,damp cliff
713851,substrate,n/a,shaded rock wall
713852,substrate,n/a,Boulders of talus
713853,substrate,n/a,rock
713854,substrate,n/a,lakeside outcrop
713855,substrate,n/a,cliff crevice
713856,substrate,n/a,boulders of talus
713858,substrate,n/a,shaded open cliff face
713859,substrate,n/a,humid cliff slope
713861,substrate,n/a,over dry faces of granite boulders
713862,substrate,n/a,shaded cliff near falls gorge
713864,substrate,n/a,R.
713865,substrate,n/a,exposed sea cliff
713866,substrate,n/a,R.
713867,substrate,n/a,on exposed outcrop face
713868,substrate,n/a,on lava boulders above lake
713869,substrate,n/a,on outcrop in bog
713870,substrate,n/a,subalpine cliff crevices
713871,substrate,n/a,on very shaded boulder face
713872,substrate,n/a,subalpine cliff crevices
713873,substrate,n/a,wet vertical crevices in shaded rock cliff
713874,substrate,n/a,on rocks
713876,substrate,n/a,on rocks
713877,substrate,n/a,on rocks
713878,substrate,n/a,on rocks
713879,substrate,n/a,on rocks
713881,substrate,n/a,crevices of pinnacle outcrop
713882,substrate,n/a,rocks in high tundra
713883,substrate,n/a,boulder of talus
713884,substrate,n/a,boulder of talus
713885,substrate,n/a,boulder near lake
713886,substrate,n/a,crevices of subalpine ridge
713888,substrate,n/a,damp face of alpine cliff
713889,substrate,n/a,"large tufts on seepy slope, buried in sand"
713890,substrate,n/a,wet outcrop
713891,substrate,n/a,edge of logging road
713892,substrate,n/a,silty roadside bank
713893,substrate,n/a,on earth
713895,substrate,n/a,wet gravelly sand
713896,substrate,n/a,dripping cliff
713897,substrate,n/a,dirt bank
713898,substrate,n/a,on earth by the flume/on rocks by the wharf)
713899,substrate,n/a,wet cliff base
713900,substrate,n/a,damp shaded cliff shelf
713901,substrate,n/a,dampish sandy slope
713903,substrate,n/a,on the earth by the flume
713904,substrate,n/a,earth of roadside
713905,substrate,n/a,on earth of ditch by road
713906,substrate,n/a,overturned tree rood near forest streamlet
713907,substrate,n/a,shaded ditch bank
713908,substrate,n/a,silty ditch bank
713909,substrate,n/a,margin of late snow area
713910,substrate,n/a,growing in other bryophytes
713911,substrate,n/a,on wet earth
713912,substrate,n/a,on rotten log in woods
713913,substrate,n/a,on logs
713915,substrate,n/a,on old logs in swamps
713916,substrate,n/a,on rotten wood
713917,substrate,n/a,on rotten wood
713918,substrate,n/a,on rotten logs
713919,substrate,n/a,on an old log
713920,substrate,n/a,on rotten logs
713922,substrate,n/a,on rotten wood
713923,substrate,n/a,on rotten wood.
713924,substrate,n/a,on rotten wood.
713925,substrate,n/a,on rotten logs.
713928,substrate,n/a,in seepy drainage channel of outwash slope
713929,substrate,n/a,humid slopes below falls
713931,substrate,n/a,on wet rotten logs
713934,substrate,n/a,on earth in a peat bog
713945,substrate,n/a,on wet rotten log
713946,substrate,n/a,shaded humus in seepage
713947,substrate,n/a,shaded bank in forest by bog
713948,substrate,n/a,on earth and in water
713950,substrate,n/a,on earth in damp woods
713951,substrate,n/a,on decorticated log
713952,substrate,n/a,on Sphagnum mat
713953,substrate,n/a,on wet log in ravine
713954,substrate,n/a,on decayed Sphagnum
713955,substrate,n/a,in crevice on rock cliff
713956,substrate,n/a,"damp N-facing cliff, coarse granite"
713959,substrate,n/a,on wet rotted log by stream
713960,substrate,n/a,shaded seepy humus
713961,substrate,n/a,on old logs
713962,substrate,n/a,on old logs
713968,substrate,n/a,wet soil and humus beside river
713969,substrate,n/a,covering exposed root of partially decomposed stump
714000,substrate,n/a,on rotten log in woods
714001,substrate,n/a,on rotten log
714006,substrate,n/a,on rotten tree
714008,substrate,n/a,on logs
714009,substrate,n/a,on old logs
714010,substrate,n/a,on rocks
714013,substrate,n/a,hangs from trees
714014,substrate,n/a,cliff by creek
714015,substrate,n/a,on tree
714016,substrate,n/a,trunk of Chamaecyparis
714018,substrate,n/a,shaded dry cliff
714019,substrate,n/a,epiphytic on alder trunks
714020,substrate,n/a,on Chamaecyparis
714021,substrate,n/a,epiphyte on Chamaecyparis nootkatensis
714022,substrate,n/a,damp cliff shelf
714023,substrate,n/a,humid cliff
714024,substrate,n/a,epiphytic on Chamaecyparis
714025,substrate,n/a,damp cliff
714026,substrate,n/a,over log spanning streamlet
714027,substrate,n/a,on stumps in bog
714028,substrate,n/a,forming tufts on tree trunk
714029,substrate,n/a,forming round tufts on trees
714030,substrate,n/a,epiphytic on tree
714031,substrate,n/a,bog slope
714032,substrate,n/a,shaded cliff
714033,substrate,n/a,on boulder face sprayed by waterfall
714035,substrate,n/a,in shaded rock crevices
714037,substrate,n/a,damp shaded cliff
714038,substrate,n/a,on tree in forest
714039,substrate,n/a,on Alnus trunk
714042,substrate,n/a,"on cedars, pines and hemlocks"
714043,substrate,n/a,epiphytic on cedar
714045,substrate,n/a,on alders of floodplain
714046,substrate,n/a,shaded cliff by streamlet
714047,substrate,n/a,Cedar trunk
714048,substrate,n/a,on trees of forest slope
714050,substrate,n/a,trunk of Chamaecyparis
714052,substrate,n/a,on tree
714054,substrate,n/a,on alders of floodplain
714055,substrate,n/a,wet cliff face within spray of falls
17278,substrate,n/a,On boulder.
714057,substrate,n/a,on alder trunk
714058,substrate,n/a,wet brow of cliff
714059,substrate,n/a,on trees in forest
714060,substrate,n/a,epiphytic on cedar in bog
714061,substrate,n/a,on alder
714062,substrate,n/a,on log in forest
714063,substrate,n/a,damp cliff face
714064,substrate,n/a,shaded cliff face
714065,substrate,n/a,seepy terrace near streamlet
714066,substrate,n/a,epiphytic on cedars
714067,substrate,n/a,"on cedars, pines and hemlocks"
714068,substrate,n/a,damp cliff shelf
714069,substrate,n/a,Cliff face
714070,substrate,n/a,shaded humid cliff
714071,substrate,n/a,damp cliff shelf
714072,substrate,n/a,on Tsuga trunk in forest
714073,substrate,n/a,on trunk of Chamaecyparis
714074,substrate,n/a,base of Chamaecyparis on slope
714075,substrate,n/a,damp shaded cliff
714076,substrate,n/a,shaded cliff
714077,substrate,n/a,trunk of Sitka Spruce
714078,substrate,n/a,on tree in forest near bog
714079,substrate,n/a,epiphytic on Chamaecyparis nootkatensis
714080,substrate,n/a,on wet cliff at foot of gorge on creek
714081,substrate,n/a,damp brow of cliff
714082,substrate,n/a,trunk of Chamaecyparis
714084,substrate,n/a,huge boulder by roadside
714086,substrate,n/a,on trunk of Chamaecyparis
714087,substrate,n/a,in boggy saddle
714089,substrate,n/a,on tree trunk
714090,substrate,n/a,sheathing cedar trunk
714091,substrate,n/a,epiphytic on trees
714092,substrate,n/a,on tree
714093,substrate,n/a,on Thuja branch
714094,substrate,n/a,"epiphytic, forming nest-like balls on trees"
714095,substrate,n/a,cedar trunks in forest
714096,substrate,n/a,dry shaded cliff
714097,substrate,n/a,on pines and cedars in bog
714100,substrate,n/a,on fallen tree
714101,substrate,n/a,on cedar trees
714102,substrate,n/a,on alder by lake
714103,substrate,n/a,on log in forest
714104,substrate,n/a,epiphytic on Chamaecyparis
714105,substrate,n/a,damp shaded cliff
714107,substrate,n/a,around trunk and base of small Chamaecyparis
714108,substrate,n/a,over wet cliff
714109,substrate,n/a,trunk bark of red cedar
714110,substrate,n/a,boulder on slope
714111,substrate,n/a,tuft hanging from tree trunk
714112,substrate,n/a,seepy cliff ledge
714114,substrate,n/a,humid cliff near waterfall
714115,substrate,n/a,on Chamaecyparis trunk
714116,substrate,n/a,on Chamaecyparis trunk
714117,substrate,n/a,epiphytic on trees in boggy forest
714119,substrate,n/a,trunk of cedar
714121,substrate,n/a,dry shaded cliff face
714122,substrate,n/a,on trunk of Chamaecyparis
714124,substrate,n/a,trunk of Lodgepole Pine
714125,substrate,n/a,bark of alder behind beach
714126,substrate,n/a,on huge boulders in open forest
714128,substrate,n/a,on alder
714129,substrate,n/a,shaded cliff
714130,substrate,n/a,shaded dry cliff
714131,substrate,n/a,on trees in forest
714132,substrate,n/a,dry exposed cliff
714134,substrate,n/a,epiphytic on trees of cliff ledges
714138,substrate,n/a,"partly shaded forest cliff, on rock"
714139,substrate,n/a,shaded cliff face
714140,substrate,n/a,on damp canyon wall
714141,substrate,n/a,on trees
714142,substrate,n/a,on logs and trees
714143,substrate,n/a,over outcrop in sheltered cove
714144,substrate,n/a,log in forest
714146,substrate,n/a,on alders of floodplain
714147,substrate,n/a,tufts on cliff face
17279,substrate,n/a,On boulder near waterfall.
714150,substrate,n/a,on cliffs
714151,substrate,n/a,shaded cliff face
714152,substrate,n/a,on subalpine cedar trunks
714153,substrate,n/a,epiphytic on trees
714154,substrate,n/a,on sheltered cliff face near waterfall
714155,substrate,n/a,seepy cliff
714156,substrate,n/a,on sheltered cliff face
714157,substrate,n/a,wet humus in open meadow
714158,substrate,n/a,humid cliff shelf in canyon
714160,substrate,n/a,dry cliff
714161,substrate,n/a,shaded boulder face by stream
714162,substrate,n/a,epiphytic on trees
714163,substrate,n/a,trunk of Alnus
714165,substrate,n/a,on Chamaecyparis trunk on subalpine slope
714166,substrate,n/a,on upper edge of sloping outcrop
714167,substrate,n/a,hanging from trees and bushes
714168,substrate,n/a,hanging from trees and bushes
714169,substrate,n/a,dampish cliff face
714170,substrate,n/a,on trees
714171,substrate,n/a,on rotten logs
714172,substrate,n/a,dampish bog slope
714173,substrate,n/a,miniature form of drier somewhat shaded cliff
714174,substrate,n/a,"cliff shelf, shaded"
714176,substrate,n/a,shaded damp cliff shelf
714177,substrate,n/a,on open humid cliff shelf
714178,substrate,n/a,dry shaded cliff face
714181,substrate,n/a,in bog slope
714182,substrate,n/a,damp cliff shelf
714183,substrate,n/a,bog slope
714184,substrate,n/a,on banks in open pine cedar slope by fen
714185,substrate,n/a,on open cliff
714186,substrate,n/a,open slope in Chamaecyparis forest
714187,substrate,n/a,damp shaded slope below cliff
714188,substrate,n/a,damp cliff ledge
714189,substrate,n/a,damp shaded cliff
714190,substrate,n/a,wet upper edge of seepy outcrop slope
714192,substrate,n/a,shaded outcrop
714193,substrate,n/a,damp cliff of fen slope
714194,substrate,n/a,slope in forest
714195,substrate,n/a,damp shaded slope below cliff
714196,substrate,n/a,hummock in open cedar forest
714197,substrate,n/a,slope by stream
714198,substrate,n/a,cliff shelf
714199,substrate,n/a,Open Chamaecyparis forest slope
714200,substrate,n/a,"exposed slope, among Chamaecyparis krummholz"
714201,substrate,n/a,damp cliff
714202,substrate,n/a,near brow of cliff in fen slope
714203,substrate,n/a,"open seepy slope, on wet soil"
714205,substrate,n/a,boggy shelf
714206,substrate,n/a,shaded cliff in forest
714207,substrate,n/a,subalpine cliff shelf
714208,substrate,n/a,open bog slope
714209,substrate,n/a,cliff ledge
714211,substrate,n/a,hummock on forest slope
714212,substrate,n/a,damp hummock on ridge
714213,substrate,n/a,bank of boggy Chamaecyparis forest slope
714214,substrate,n/a,exposed cliff pigmy pine knob
714215,substrate,n/a,shaded cliff in forest
714217,substrate,n/a,shelves of open subalpine ridge
714219,substrate,n/a,open Chamaecyparis forest slope
714220,substrate,n/a,damp cliff shelf
714221,substrate,n/a,in bog
714223,substrate,n/a,humid slope in Chamaecyparis forest
714224,substrate,n/a,damp slope opening in krummholz
714228,substrate,n/a,on bank in bog
714230,substrate,n/a,on cliff in terrace
714232,substrate,n/a,bank of boggy Chamaecyparis forest slope
714233,substrate,n/a,wet sphagnum slope
714234,substrate,n/a,edge of outcrop in tundra
714235,substrate,n/a,on open cliff
714236,substrate,n/a,humus beneath Empetrum
714237,substrate,n/a,on bank in stunted forest slope
714239,substrate,n/a,"on cliff by stream, near waterfall"
714240,substrate,n/a,dampish cliff shelf
714241,substrate,n/a,"cliff shelf, on humus"
714242,substrate,n/a,"humus hummock, open cliff ledge"
714243,substrate,n/a,on cliff ledge
714244,substrate,n/a,under heaths on subalpine slope
714246,substrate,n/a,among heaths of slope of alpine knife ridge
714248,substrate,n/a,on dripping cliff
714250,substrate,n/a,undercut seepage bank
714253,substrate,n/a,on rock outcrop beside falls
714255,substrate,n/a,on damp rocks
714256,substrate,n/a,on old logs
714257,substrate,n/a,on old logs
714259,substrate,n/a,on old logs
714260,substrate,n/a,on stones
714261,substrate,n/a,on wet rocks
714262,substrate,n/a,on rotten logs
714264,substrate,n/a,on old and wet logs
714266,substrate,n/a,on rotten logs
714267,substrate,n/a,on rotten log
714268,substrate,n/a,on rotten log on sea stack
714269,substrate,n/a,"rotten stump, shaded"
714270,substrate,n/a,humus on forest slope
714271,substrate,n/a,on rotten log on sea stack
714272,substrate,n/a,on old logs
714273,substrate,n/a,on old logs
714274,substrate,n/a,on dead wood
714275,substrate,n/a,on rotten logs
714276,substrate,n/a,on old and rotten wood
714277,substrate,n/a,on earth (557) and old logs (471)
714279,substrate,n/a,on logs
714280,substrate,n/a,on rotten logs in woods
714282,substrate,n/a,on old logs in woods
714283,substrate,n/a,on stones in the river
714287,substrate,n/a,humus
714289,substrate,n/a,on logs
714291,substrate,n/a,on old logs
714292,substrate,n/a,on rotten logs
714294,substrate,n/a,"base of boulder, swamp forest margin"
714295,substrate,n/a,on rotten wood in rich deciduous woods
714296,substrate,n/a,on soil over boulder
714297,substrate,n/a,on log
714298,substrate,n/a,on log
714299,substrate,n/a,on wet humus on rocks
714300,substrate,n/a,on rock cliff
714301,substrate,n/a,on rotten stump
714303,substrate,n/a,"moist cedar log, swamp"
714305,substrate,n/a,on rotting log in ravine in mixed woods along creek
714306,substrate,n/a,in crevices on humus among roots of birch along rocky stream
714307,substrate,n/a,on humus
714308,substrate,n/a,on damp rotten exoised root in shade of balsam and hazel
714310,substrate,n/a,on logs in moist mixed woods
714312,substrate,n/a,on moist shaded rotting log in moist woods
714314,substrate,n/a,rich wet hummocky site
714315,substrate,n/a,among mosses on fallen rotten poplar log in mixed woods
714316,substrate,n/a,"on thin humus over rotting root, under side of edge of boggy area"
714317,substrate,n/a,on moist moss on damp shaded rotting log on talus slope
714318,substrate,n/a,on very rotten moist fallen poplar log in boggy cedar woods
714319,substrate,n/a,on moist very rotten poplar log under balsam & spruce
714320,substrate,n/a,on old log
714321,substrate,n/a,"on rock cliff, Animikie slate"
714322,substrate,n/a,on log
714323,substrate,n/a,on log
714324,substrate,n/a,on old log
714325,substrate,n/a,on log
714328,substrate,n/a,bank of river
714331,substrate,n/a,on rock outcrop in deciduous woods
714332,substrate,n/a,on base of white oak in oak woods
714333,substrate,n/a,on decorticated log in woods near creek
714336,substrate,n/a,on fallen trunk of quaking aspen in deciduous woods
714337,substrate,n/a,on fallen logs and stumps in sugar maple forest
714339,substrate,n/a,on old wet conifer
714340,substrate,n/a,on log
714342,substrate,n/a,rotten log
714343,substrate,n/a,on log
714344,substrate,n/a,on old log
714345,substrate,n/a,on sandy bank
714346,substrate,n/a,at base of stump
714347,substrate,n/a,on rotten logs
714348,substrate,n/a,on damp rotten fallen log over rocky stream
714351,substrate,n/a,on log
714353,substrate,n/a,on shaded rock face near summit
714355,substrate,n/a,on humus and litter
714356,substrate,n/a,"till, sandy ground moraine"
714357,substrate,n/a,on rock outcrop
714358,substrate,n/a,open rocky scree slope at base of high cliff
714362,substrate,n/a,on rotten wood
714365,substrate,n/a,on rock outcrop
714368,substrate,n/a,"on shaded, dripping rock face by edge of stream and under aspen, white birch, balsam fir & spruce"
714369,substrate,n/a,on base of dead yellow birch
714370,substrate,n/a,on rock
714371,substrate,n/a,on rotten log
21286,substrate,n/a,On humus and rotten wood beside river.
21785,substrate,n/a,On fallen dead hemlock trunk.
20582,substrate,n/a,On bluff in woods.
17505,substrate,n/a,On top of rotted stump in swamp.
17521,substrate,n/a,On rotten log.
17535,substrate,n/a,On rotting cedar log in woods.
25522,substrate,n/a,On rock at base of cliff.
25512,substrate,n/a,On hummocky root of old stump.
25515,substrate,n/a,On rock outcrop.
25485,substrate,n/a,On small log on ground.
26244,substrate,n/a,On soil over rock under conifers.
26288,substrate,n/a,On rock in gully and on log near pond.
26295,substrate,n/a,On log near small marsh.
26312,substrate,n/a,On rotten log in wet cedar woods.
26350,substrate,n/a,On soil hummock over stump roots.
29395,substrate,n/a,On rock bluff beside river.
714374,substrate,n/a,growing on rotting log on forest floor
714379,substrate,n/a,on rotten wood
714381,substrate,n/a,"on logs, margin of swamps"
714382,substrate,n/a,on old logs
714383,substrate,n/a,on rotten logs
714384,substrate,n/a,on old logs
714385,substrate,n/a,on logs
714386,substrate,n/a,on logs
714387,substrate,n/a,on old logs
714388,substrate,n/a,on old logs
714390,substrate,n/a,on old logs
714391,substrate,n/a,on logs
714392,substrate,n/a,on rotten logs
714393,substrate,n/a,on old logs
714394,substrate,n/a,on logs in woods
714396,substrate,n/a,on rotten logs in woods
714397,substrate,n/a,on rotten wood
714398,substrate,n/a,on rotten wood
714400,substrate,n/a,on rotten logs
714401,substrate,n/a,on old logs
714403,substrate,n/a,on old logs in woods
714404,substrate,n/a,on rotten wood
714405,substrate,n/a,on deeply shaded face of cliff
714406,substrate,n/a,on moist raw humus
714408,substrate,n/a,on stones
714409,substrate,n/a,on dead cedar log
714410,substrate,n/a,on wet log on bank
714413,substrate,n/a,roadside bank on edge of Sphagnum mat over rock
714421,substrate,n/a,rocks
714422,substrate,n/a,on rock outcrop
714425,substrate,n/a,on soil over boulder
714429,substrate,n/a,on rock outcrop beside creek
714431,substrate,n/a,on rotten log
714432,substrate,n/a,on vertical side of boulder
714433,substrate,n/a,on rotten stump
714438,substrate,n/a,on shaded moist rotting wood
31683,substrate,n/a,Sur litière.
714444,substrate,n/a,on roots of trees
714445,substrate,n/a,on rocks
714446,substrate,n/a,on old logs in woods
714447,substrate,n/a,on old logs in woods
714448,substrate,n/a,on an old burnt cedar log
714458,substrate,n/a,on wet sand
714459,substrate,n/a,on sandstone rock in woods
714460,substrate,n/a,on soil hummock in woods
714461,substrate,n/a,on rotting log
714462,substrate,n/a,on rotten wood
714464,substrate,n/a,in humus over rotting log
21012,substrate,n/a,On large boulder above beach line.
22025,substrate,n/a,On rotten log at trailside.
714465,substrate,n/a,base of yellow birch
714466,substrate,n/a,base of maple
714467,substrate,n/a,humus face near stream
714468,substrate,n/a,exposed root of dead tree
714469,substrate,n/a,damp outcrop in stream
714470,substrate,n/a,on wet boulders
714471,substrate,n/a,stone near emerging stream
714472,substrate,n/a,up base of maple
714474,substrate,n/a,on rotten logs
714475,substrate,n/a,on dead wood
714476,substrate,n/a,on rotten log
714477,substrate,n/a,on side of boulder in woods
714478,substrate,n/a,on boulder in woods
714479,substrate,n/a,on boulders in woods
714481,substrate,n/a,on rotting wood
714482,substrate,n/a,over dead moss on rocks
714484,substrate,n/a,root-collar of white spruce
21126,substrate,n/a,On rocks at edge of brook in damp woods.
21111,substrate,n/a,"On forest floor, and on rotting logs in damp woods"
21170,substrate,n/a,"On rocks, dead trees and seepage slopes in damp deciduous woods."
714486,substrate,n/a,rotten log
714487,substrate,n/a,on rocks
714488,substrate,n/a,rotten wood
714489,substrate,n/a,on logs
714490,substrate,n/a,on old logs
714491,substrate,n/a,bank in forest
714492,substrate,n/a,earth on forest slope
714493,substrate,n/a,earth on forest slope
714494,substrate,n/a,on boulder of forest slope
714495,substrate,n/a,earth hummock in forest
714496,substrate,n/a,boulder in forest
714497,substrate,n/a,dry outcrop face
714498,substrate,n/a,up tree base by river
714499,substrate,n/a,mineral soil in forest
714500,substrate,n/a,mineral soil in forest
714501,substrate,n/a,on boulder
714502,substrate,n/a,on boulder
714503,substrate,n/a,up base of Betula
714504,substrate,n/a,on ground on scree slope
714505,substrate,n/a,on rotten log
714506,substrate,n/a,on hymus around well-rotted stump
25500,substrate,n/a,On rotten wood in hummock.
714508,substrate,n/a,on stones in a brook
714509,substrate,n/a,on damp rocks
714511,substrate,n/a,on earth
714512,substrate,n/a,on earth along a brook
714513,substrate,n/a,on earth
714514,substrate,n/a,in a pool of water in the woods
714515,substrate,n/a,on earth in water
714516,substrate,n/a,on earth
