Collection,ID Number,Verbatim name,Parsed name
Lichen,CANL 122368,Biatora aureolepta,Biatora aureolepta
Vascular Plant,CAN 263389,Linum lepagei,Linum lepagei
Vascular Plant,CAN 247380,Linum lewisii f. albiflorum,Linum lewisii albiflorum
Bryophyte,CANM 213719,Hypnum depressulum,Hypnum depressulum
Bryophyte,CANM 190351,Hypnum turfaceum,Hypnum turfaceum
Fossil Vertebrate,CMNFV 39116,Equs sp.,Equs
Lichen,CANL 69198,Thamnolia vermicularis var. taurica,Thamnolia vermicularis taurica
Bryophyte,CANM 281859,Cinclidium polare,Cinclidium polare
Bryophyte,CANM 159842,Sharpiella turfacea,Sharpiella turfacea
Bryophyte,CANM 173641,Hypnum exannulatum,Hypnum exannulatum
Bryophyte,CANM 173903,Hypnum fluitans,Hypnum fluitans
Bryophyte,CANM 176235,Hypnum cordifolium,Hypnum cordifolium
Bryophyte,CANM 176398,Hypnum (Calliergon) giganteum,Hypnum giganteum
Bryophyte,CANM 176400,Calliergon giganteum var. cyclophyllum,Calliergon giganteum cyclophyllum
Bryophyte,CANM 176400,Calliergon giganteum var. brevifolium,Calliergon giganteum brevifolium
Bryophyte,CANM 176980,Hypnum richadsonii,Hypnum richadsonii
Lichen,CANL 62653,Thamnolia vernicularis,Thamnolia vernicularis
Bryophyte,CANM 180925,Hypnum (Brachythecium) velutinum,Hypnum velutinum
Bryophyte,CANM 147747,Calliergon stygium,Calliergon stygium
Bryophyte,CANM 221430,Cinclidium subrotundrum Lindb.,Cinclidium subrotundrum
Bryophyte,CANM 147801,Cinclidium stygium pseudotriquetrum,Cinclidium stygium pseudotriquetrum
Bryophyte,CANM 122863,Mnium perssonii,Mnium perssonii
Vascular Plant,CAN 385442,Taraxacum hyperarcticum,Taraxacum hyperarcticum
Vascular Plant,CAN 360928,Taraxacum andersonii,Taraxacum andersonii
Bryophyte,CANM 176979,Hypnum cuspidatum,Hypnum cuspidatum
Bryophyte,CANM 178616,Hypnum albicans,Hypnum albicans
Bryophyte,CANM 180729,Hypnum curtum,Hypnum curtum
Bryophyte,CANM 180733,Brachythecium starkii,Brachythecium starkii
Bryophyte,CANM 321338,Brachythecium populum,Brachythecium populum
Bryophyte,CANM 179817,Hypnum (Brachythecium) reflexum,Hypnum reflexum
Bryophyte,CANM 229347,Catharinea undulata,Catharinea undulata
Crustacea,CMNC 2010-1592.6,Strandisia canadensis [Prionocypris],Strandisia canadensis
Crustacea,CMNC 2010-3639.6,Sarcypridopsis aculeata [Cypridopsis],Sarcypridopsis aculeata
Bryophyte,CANM 169389,Thudium minutulum,Thudium minutulum
Bryophyte,CANM 169390,Thuidium minututum,Thuidium minututum
Bryophyte,CANM 169388,Hypmum minututum,Hypmum minututum
Bryophyte,CANM 169386,Hypnum minutulum,Hypnum minutulum
Bryophyte,CANM 119411,Dicranum muchlenbeckii,Dicranum muchlenbeckii
Bryophyte,CANM 119411,Dicranum fuscenscens,Dicranum fuscenscens
Bryophyte,CANM 156029,Drummondia clavelletta,Drummondia clavelletta
Bryophyte,CANM 124314,Encalypta rhapdocarpa,Encalypta rhapdocarpa
Lichen,CANL 68876,Cladonia pyxidata var. neglecta,Cladonia pyxidata neglecta
Bryophyte,CANM 109530,Fissidens debilis,Fissidens debilis
Bryophyte,CANM 109529,Fissidens julianus,Fissidens julianus
Bryophyte,CANM 285510,Grimmia cribrosa,Grimmia cribrosa
Bryophyte,CANM 258193,Grimmia plagiopoda,Grimmia plagiopoda
Bryophyte,CANM 301618,Dichelyma uninaturm,Dichelyma uninaturm
Bryophyte,CANM 264057,Dicranum meuhlenbeckii var. cirratum,Dicranum meuhlenbeckii cirratum
Bryophyte,CANM 174402,Hypnum sendtneri,Hypnum sendtneri
Bryophyte,CANM 156958,Fontinalis biformis,Fontinalis biformis
Bryophyte,CANM 125439,Seliperia sterile,Seliperia sterile
Bryophyte,CANM 202913,Isothecium myurum,Isothecium myurum
Bryophyte,CANM 198424,Leskea cyrtophylla,Leskea cyrtophylla
Lichen,CANL 9232,Cladonia pyxidata var. neglecta f. simplex,Cladonia pyxidata neglecta simplex
Bryophyte,CANM 258126,Dicranum meuhlenbeckii,Dicranum meuhlenbeckii
Vascular Plant,CAN 156731,Euphrasia officinalis subsp. latifolia,Euphrasia officinalis latifolia
Vascular Plant,CAN 505863,Euphrasia officinalis subsp. glabraceus,Euphrasia officinalis glabraceus
Vascular Plant,CAN 156784,Euphrasia probably dwarf nemorosa,Euphrasia probably dwarf nemorosa
Crustacea,CMNC 2010-3514.5,Limnocythere parascutariense,Limnocythere parascutariense
Bryophyte,CANM 242695,Drepanocladus exannultus,Drepanocladus exannultus
Bryophyte,CANM 261878,Orthothecium alpestre,Orthothecium alpestre
Bryophyte,CANM 261878,Orthothecium strangulatum,Orthothecium strangulatum
Bryophyte,CANM 329969,Sphagnum lescurii var. platyphyllum,Sphagnum lescurii platyphyllum
Bryophyte,CANM 242977,Encalypia vulgaris var. mutica,Encalypia vulgaris mutica
Bryophyte,CANM 155060,Orthotrichum curifolia,Orthotrichum curifolia
Bryophyte,CANM 155059,Ulota hutchinsae,Ulota hutchinsae
Vascular Plant,CAN 505916,Euphrasia americana var. canadensis,Euphrasia americana canadensis
Bryophyte,CANM 102709,Sphagnum acutifolium var. tenellum,Sphagnum acutifolium tenellum
Vascular Plant,CAN 61487,Forma inter Draba macrocarpa et Draba bellii,Forma inter macrocarpa et bellii
Vascular Plant,CAN 572782,Carpinus caroliniana var. virginiana,Carpinus caroliniana virginiana
Vascular Plant,CAN 399584,Habanerua flava,Habanerua flava
Vascular Plant,CAN 338057,Goodyera repens var. phioides,Goodyera repens phioides
Vascular Plant,CAN 30753,Sporobolus vaginaeflorus var. neglectus,Sporobolus vaginaeflorus neglectus
Lichen,CANL 9272,Cladonia pyxidata var. pocillum,Cladonia pyxidata pocillum
Lichen,CANL 78743,Cladonia verticillata f. phyllophora,Cladonia verticillata phyllophora
Lichen,CANL 7105,Cladonia coccifera var. pleurota,Cladonia coccifera pleurota
Fossil Vertebrate,CMNFV 17478,Euteleostei,Euteleostei
Lichen,CANL 69119,Cladonia uncialis var. obtusata,Cladonia uncialis obtusata
General Invertebrate,CMNI 1900-6053,Dendrostoma sp.,Dendrostoma
Vascular Plant,CAN 111320,Lampsana communis,Lampsana communis
Lichen,CANL 7639,Cladonia delicata f. quercina,Cladonia delicata quercina
Vascular Plant,CAN 8325,Naias flexilis,Naias flexilis
Vascular Plant,CAN 158620,Nais flexilis,Nais flexilis
Bryophyte,CANM 330647,Riccia fruitans,Riccia fruitans
Bryophyte,CANM 148312,Aulacomnion heterostichum,Aulacomnion heterostichum
Vascular Plant,CAN 413076,Matteucia pensylvanica,Matteucia pensylvanica
Vascular Plant,CAN 1927,Athyrium angustum var. rubellum,Athyrium angustum rubellum
Vascular Plant,CAN 5297,Lycopodium flabelliforme var. ambiguum,Lycopodium flabelliforme ambiguum
Lichen,CANL 7649,Cladonia digitatatenella,Cladonia digitatatenella
Lichen,CANL 9047,Cladonia fimbriata var. ochrochlora,Cladonia fimbriata ochrochlora
Lichen,CANL 7218,Cladonia coniocraea f. coratodes,Cladonia coniocraea coratodes
Lichen,CANL 40005,Cladonia degenerans f. haplotea,Cladonia degenerans haplotea
Lichen,CANL 47512,Cladonia degenerans f. gracilescens & f. euphorea,Cladonia degenerans gracilescens
Vascular Plant,CAN 263439,Draba alpina var. hydeana,Draba alpina hydeana
Lichen,CANL 7597,Cladonia degenerans f. euphorea,Cladonia degenerans euphorea
General Invertebrate,CMNI 2009-0017,Cerebratula sp.,Cerebratula
Vascular Plant,CAN 519765,Erythronium americanum forma bachii,Erythronium americanum bachii
Vascular Plant,CAN 257933,Sisyrinchium montanum var. crebum,Sisyrinchium montanum crebum
Lichen,CANL 45438,Cladonia pleurota f. albida,Cladonia pleurota albida
Vascular Plant,CAN 236901,Eleocharis obtusa var. jejuna,Eleocharis obtusa jejuna
Vascular Plant,CAN 442644,Hierochloa crus-galli,Hierochloa crus-galli
Vascular Plant,CAN 522917,Habaneria orbiculata,Habaneria orbiculata
Vascular Plant,CAN 443728,Spiranthes romanzioffiana,Spiranthes romanzioffiana
Vascular Plant,CAN 304496,Rhynchospora alba f. leviseta,Rhynchospora alba leviseta
Bryophyte,CANM 138915,Tayloray aflaehnoides var. acuminata,Tayloray aflaehnoides acuminata
Bryophyte,CANM 10388,Scapiana mucronata var. praetervisa,Scapiana mucronata praetervisa
Bryophyte,CANM 144085,Byrum turbinatum,Byrum turbinatum
Vascular Plant,CAN 30755,Sporobolus vaginaeflorus,Sporobolus vaginaeflorus
Vascular Plant,CAN 470169,Sporobolus vaginiflorus var. acqualis,Sporobolus vaginiflorus acqualis
Lichen,CANL 7578,Cladonia degenerans f. dilacerata,Cladonia degenerans dilacerata
Vascular Plant,CAN 522694,Braya thorild-wulfiii subsp. thorlid-wulffii,Braya thorild-wulfiii thorlid-wulffii
Vascular Plant,CAN 449679,Braya thorild-wulffii subsp. thorlid-wulffii,Braya thorild-wulffii thorlid-wulffii
Lichen,CANL 8985,Cladonia multiformis f. finkii (Wain.) Evans,Cladonia multiformis finkii
Lichen,CANL 8988,Cladonia multiformis f. multiformis,Cladonia multiformis multiformis
Lichen,CANL 54466,Cladonia multiformis f. simulata,Cladonia multiformis simulata
Bryophyte,CANM 312694,Thuidium paludosum,Thuidium paludosum
Vascular Plant,CAN 573079,Urtica proceera Muhl.,Urtica proceera
Lichen,CANL 9014,Cladonia multiformis f. subtestacea (Vain.) Evans,Cladonia multiformis subtestacea
Lichen,CANL 68904,Cladonia pyxidata var chlorophaea,Cladonia pyxidata chlorophaea
Lichen,CANL 122915,Fuscidea recensa var. arculatula,Fuscidea recensa arculatula
Vascular Plant,CAN 225403,Najas flexilus,Najas flexilus
Vascular Plant,CAN 462330,Potamogeton pusillus subsp. groelandicus,Potamogeton pusillus groelandicus
Vascular Plant,CAN 488117,Potamogeton pusillus subsp. groenlandicus,Potamogeton pusillus groenlandicus
Vascular Plant,CAN 586706,Zostrella dubia,Zostrella dubia
Vascular Plant,CAN 7476,Potamogeton panormitanus,Potamogeton panormitanus
Vascular Plant,CAN 577010,Scrophularia leporella,Scrophularia leporella
Vascular Plant,CAN 233372,Papaver radicatum subsp. dahlianum,Papaver radicatum dahlianum
Bryophyte,CANM 219826,Cirriphyllum piliferun,Cirriphyllum piliferun
Fossil Vertebrate,CMNFV 32984,Unidentified microfauna,Unidentified microfauna
Vascular Plant,CAN 54935,Melandrium involucrata,Melandrium involucrata
Vascular Plant,CAN 267675,Draba cinerea × glabella,Draba cinerea × glabella
Vascular Plant,CAN 585749,Roegneria canina,Roegneria canina
Vascular Plant,CAN 226968,"Mentha arvensis var. villosa f. glabrata (Benth,) Stewart",Mentha arvensis villosa glabrata
Vascular Plant,CAN 360489,Mentha peperita x peperita L.,Mentha peperita × peperita
Vascular Plant,CAN 294006,Agropyron repens f. pilosum,Agropyron repens pilosum
Lichen,CANL 9101,Cladonia pleurota f. cerina,Cladonia pleurota cerina
Lichen,CANL 9106,Cladonia pleurota f. decorata,Cladonia pleurota decorata
Lichen,CANL 45439,Cladonia pleurota f. extensa,Cladonia pleurota extensa
Vascular Plant,CAN 30756,Vilfa vaginaeflora,Vilfa vaginaeflora
Vascular Plant,CAN 495090,Cabomba caroliana,Cabomba caroliana
Vascular Plant,CAN 54853,Silene uralensis subsp. iralensis,Silene uralensis iralensis
Vascular Plant,CAN 488671,Quercus rubra × Q. palustris,Quercus rubra × Q. palustris
Lichen,CANL 24140,Cladonia pseucorangiformis,Cladonia pseucorangiformis
Fossil Vertebrate,CMNFV 17416,Euteleosti,Euteleosti
Fossil Vertebrate,CMNFV 17456,Eutelostei,Eutelostei
Lichen,CANL 8166,Cladonia dilatata f. dilacerata,Cladonia dilatata dilacerata
Lichen,CANL 122950,Mostly Bryoria nitidula,Mostly
Vascular Plant,CAN 155107,Potamogeton strictifoius var. turiloides,Potamogeton strictifoius turiloides
Vascular Plant,CAN 263556,Atriples patula var. obtusa,Atriples patula obtusa
Vascular Plant,CAN 44843,Atriplex patutum var. hastatum,Atriplex patutum hastatum
Fossil Vertebrate,CMNFV 53626,Pelecorapis,Pelecorapis
Vascular Plant,CAN 494193,Atriplex patula var. litoralis,Atriplex patula litoralis
Vascular Plant,CAN 44948,Atriplex patulum,Atriplex patulum
Vascular Plant,CAN 44826,Atriplex glabriusculum,Atriplex glabriusculum
Vascular Plant,CAN 310589,Atriplex glabriusculum var. pedunculata,Atriplex glabriusculum pedunculata
Vascular Plant,CAN 44915,Atriplex glabriusculu var. oblanceolata,Atriplex glabriusculu oblanceolata
Lichen,CANL 40485,Cladonia pyxidata var. pyxidata,Cladonia pyxidata pyxidata
Vascular Plant,CAN 414502,Atrplex gladbruiscula,Atrplex gladbruiscula
Bryophyte,CANM 131939,Aloina brevirostre,Aloina brevirostre
Lichen,CANL 122787,Rhizocarpon cfr superficiale,Rhizocarpon cfr superficiale
Crustacea,CMNC 2010-3872.10,Limnocythere sancti-patricii,Limnocythere sancti-patricii
Crustacea,CMNC 2010-4870.2,Candona mulleri,Candona mulleri
Vascular Plant,CAN 59465,Papaver nudicaule var. arcticum,Papaver nudicaule arcticum
Vascular Plant,CAN 229038,Erigeron philadelphicum,Erigeron philadelphicum
Vascular Plant,CAN 229039,Erigeron alpinum,Erigeron alpinum
Lichen,CANL 9513,Cladonia furcata var. subulata,Cladonia furcata subulata
Lichen,CANL 9523,Cladonia furcata var. scabriuscula f. adspersa,Cladonia furcata scabriuscula adspersa
Lichen,CANL 9488,Cladonia scabriuscula f. adspersa,Cladonia scabriuscula adspersa
Lichen,CANL 62149,Cladonia scabriuscula f. surrexta,Cladonia scabriuscula surrexta
Lichen,CANL 9520,Cladonia scabriuscula f. surrecta,Cladonia scabriuscula surrecta
Lichen,CANL 9493,Cldonia scabriuscula f. surrecta,Cldonia scabriuscula surrecta
Vascular Plant,CAN 96721,Euphrasia officinalis var. tartarica,Euphrasia officinalis tartarica
Vascular Plant,CAN 96733,Euphrasia purpurea,Euphrasia purpurea
Vascular Plant,CAN 125258,Euphrasia randii f. glabrescens,Euphrasia randii glabrescens
Vascular Plant,CAN 289902,Euphrasia randii var. reeksii,Euphrasia randii reeksii
Vascular Plant,CAN 96764,Euphrasia purpurea var. farlowii,Euphrasia purpurea farlowii
Vascular Plant,CAN 96754,Euphrasia purpurea var. randii,Euphrasia purpurea randii
Vascular Plant,CAN 371405,Trifolium spumosum,Trifolium spumosum
Vascular Plant,CAN 156703,Euphrasia apparently intermediate between nemorosa & brevipila,Euphrasia apparently intermediate between nemorosa
Vascular Plant,CAN 234874,Euphrasia ? brevipila x stricta,Euphrasia × stricta
Vascular Plant,CAN 125256,Euphrasia stricta var. tatarica,Euphrasia stricta tatarica
Vascular Plant,CAN 505949,Euphrasia latifolia,Euphrasia latifolia
Vascular Plant,CAN 582991,"Papaver nova species (""Banks"")",Papaver nova species
Vascular Plant,CAN 28014,Eriophorum polystachium,Eriophorum polystachium
Vascular Plant,CAN 27891,Eriophorum polystachion var. angustifolium,Eriophorum polystachion angustifolium
Vascular Plant,CAN 28018,Eriophorum polystachyum,Eriophorum polystachyum
Vascular Plant,CAN 312762,Papaver radicatum f. albiflora,Papaver radicatum albiflora
Vascular Plant,CAN 153958,Papavr lapponicum,Papavr lapponicum
Lichen,CANL 68631,Arthonia gregaria var. obscura,Arthonia gregaria obscura
Vascular Plant,CAN  59480,Papaver nudicaule B. albifrons,Papaver nudicaule albifrons
Bryophyte,CANM 170373,Elodium paludosum,Elodium paludosum
Bryophyte,CANM 170378,Hypmum fralndosum,Hypmum fralndosum
Lichen,CANL 2647,Leptogium myochrorum,Leptogium myochrorum
Lichen,CANL 76151,Aspicilia lacustris,Aspicilia lacustris
Vascular Plant,CAN 104316,Erigeron glabellus var. asperus,Erigeron glabellus asperus
Vascular Plant,CAN 104324,Erigeron glabellus var. asper,Erigeron glabellus asper
Vascular Plant,CAN 104314,Erigeron drummondii,Erigeron drummondii
Vascular Plant,CAN 104323,Erigeron glabeelus var. asper,Erigeron glabeelus asper
Lichen,CANL 62143,Cladonia scabriuscula f. elegans,Cladonia scabriuscula elegans
Vascular Plant,CAN 196866,Erigeron glabellus subsp. pubesceus,Erigeron glabellus pubesceus
Vascular Plant,CAN 104249,Erigeron glabellus var. lursictum,Erigeron glabellus lursictum
Vascular Plant,CAN 245157,Erigeron peregrinus var. dawsonii,Erigeron peregrinus dawsonii
Vascular Plant,CAN 479065,Epilobium rubescens,Epilobium rubescens
Vascular Plant,CAN 479061,Epilobium alsinifolium,Epilobium alsinifolium
Lichen,CANL 44013,Cladonia nemoxyna f. fibula,Cladonia nemoxyna fibula
Vascular Plant,CAN 479091,Gentianella uliginosa,Gentianella uliginosa
Vascular Plant,CAN 478937,Polygonum aviculare subsp. heterophyllum,Polygonum aviculare heterophyllum
Vascular Plant,CAN 478933,Polygonum aviculare var. eximium,Polygonum aviculare eximium
Vascular Plant,CAN 479279,Hieracium persimile,Hieracium persimile
Vascular Plant,CAN 479001,Ribes spicatum,Ribes spicatum
Vascular Plant,CAN 479081,Ramischia secunda,Ramischia secunda
Vascular Plant,CAN 479161,Erigeron canadense,Erigeron canadense
Vascular Plant,CAN 479144,Galium palustre subsp. elongatum,Galium palustre elongatum
Vascular Plant,CAN 479144,Galium elongatum,Galium elongatum
Vascular Plant,CAN 479009,Potentilla thuringiaca subsp. goldbachii,Potentilla thuringiaca goldbachii
Vascular Plant,CAN 479010,Potentilla argentea subsp. dissecta,Potentilla argentea dissecta
Vascular Plant,CAN 478947,Cerastium holosteoides var. vulgare,Cerastium holosteoides vulgare
Vascular Plant,CAN 66040,Saxifraga caespitosa forma sternbergii,Saxifraga caespitosa sternbergii
Vascular Plant,CAN 59599,Papver nudicaule,Papver nudicaule
Fossil Invertebrate,CMNIF 216,Ophiomorpha,Ophiomorpha
Lichen,CANL 102095,Arthonia antillarum,Arthonia antillarum
Lichen,CANL 121973,Arthonia beccariana,Arthonia beccariana
Lichen,CANL 68231,Arthonia kumidula,Arthonia kumidula
Lichen,CANL 9518,Cladonia fimbriata var. radiata,Cladonia fimbriata radiata
Lichen,CANL 68371,Arthonia convexella,Arthonia convexella
Lichen,CANL 66135,Arthonia dispuncta,Arthonia dispuncta
Lichen,CANL 26507,Arthonia microsticta,Arthonia microsticta
Lichen,CANL 11510,Pertusaria communis,Pertusaria communis
Lichen,CANL 3218,Sticta glomulifera,Sticta glomulifera
Lichen,CANL 3246,Sticta scrobiculata,Sticta scrobiculata
Lichen,CANL 17411,Placodium rupestris,Placodium rupestris
Lichen,CANL 4854,Lecidea contigua,Lecidea contigua
Lichen,CANL 13503,Parmelia tiliacea,Parmelia tiliacea
Lichen,CANL 90651,Omphalina hudsonica,Omphalina hudsonica
Lichen,CANL 35319,Peltigera canina var. spongiosa,Peltigera canina spongiosa
Lichen,CANL 9179,Cladonia pyxidata f. cerina,Cladonia pyxidata cerina
Lichen,CANL 9248,Cladonia pyxidata var. neglecta f. lophyra,Cladonia pyxidata neglecta lophyra
Lichen,CANL 59910,Cladonia nrmoxyna,Cladonia nrmoxyna
Fossil Invertebrate,CMNIF 195,Stromatolite,Stromatolite
Vascular Plant,CAN 65948,Saxifraga caespitosa f. groenlandica,Saxifraga caespitosa groenlandica
Vascular Plant,CAN 172744,Papaver alpinus,Papaver alpinus
Lichen,CANL 68590,Arthonia junctiformus,Arthonia junctiformus
Lichen,CANL 1801,Pyrenula punctiformis var. fallax,Pyrenula punctiformis fallax
Vascular Plant,CAN 505921,Euphrasia canadiensis,Euphrasia canadiensis
Lichen,CANL 1846,Myranqium,Myranqium
Lichen,CANL 1791,Arthonia lobata,Arthonia lobata
Vascular Plant,CAN 213503,Euphrasia probably subarctica,Euphrasia probably subarctica
Vascular Plant,CAN 241066,Papaver radicatum subsp. labradoricum,Papaver radicatum labradoricum
Lichen,CANL 7900,Cladonia furcata var. foliolosa,Cladonia furcata foliolosa
Lichen,CANL 7957,Cladonia furcata var. racelmosa,Cladonia furcata racelmosa
Lichen,CANL 7976,Cladonia furcata var. racemosa,Cladonia furcata racemosa
Vascular Plant,CAN 96681,Euphrasia disjuncat,Euphrasia disjuncat
Vascular Plant,CAN 586606,Euphrasia wettsteinii,Euphrasia wettsteinii
Vascular Plant,CAN 364932,Euphrasia arctica var. dolosa,Euphrasia arctica dolosa
Vascular Plant,CAN 583978,Papaver dahlianum subsp. dahlianum,Papaver dahlianum dahlianum
Lichen,CANL 93369,Collema occultatum var. juniperinum,Collema occultatum juniperinum
Lichen,CANL 2389,Collema occultatum var. populinum,Collema occultatum populinum
Lichen,CANL 2389,Collema coccophylloides,Collema coccophylloides
Lichen,CANL 1158,Endocarpon moulinsii,Endocarpon moulinsii
Vascular Plant,CAN 59636,Papaver nuducaule,Papaver nuducaule
Lichen,CANL 25361,Parmelia stenophylla,Parmelia stenophylla
Lichen,CANL 18979,Physcia nigricans,Physcia nigricans
Lichen,CANL 91864,Stricta wrightii,Stricta wrightii
Lichen,CANL 91864,Stricta hylanderism,Stricta hylanderism
Fossil Vertebrate,CMNFV 53694,Lamniforme shark,Lamniforme shark
Vascular Plant,CAN 59429,Papaver alaskanum var. macranthum,Papaver alaskanum macranthum
Lichen,CANL 36131,Anaptychia diademata,Anaptychia diademata
Vascular Plant,CAN 43859,Polygonum spergulariaeforme,Polygonum spergulariaeforme
Vascular Plant,CAN 393873,Polygonum spergularieforme,Polygonum spergularieforme
Vascular Plant,CAN 104267,Erigeron glabellus subs pubescens,Erigeron glabellus subs pubescens
Vascular Plant,CAN 104302,Erigeron turneri,Erigeron turneri
Vascular Plant,CAN 243676,Euphrasia ? stricta x nemorosa,Euphrasia × nemorosa
Vascular Plant,CAN 505918,Euphrasia america,Euphrasia america
Vascular Plant,CAN 505921,Euphrasia americana var. canadiensis,Euphrasia americana canadiensis
Vascular Plant,CAN 188046,Euphrasia probably stricta,Euphrasia probably stricta
Vascular Plant,CAN 66051,Saxifraga caespitosa subsp. monticola,Saxifraga caespitosa monticola
Lichen,CANL 23452,Placynthium asprotile,Placynthium asprotile
Vascular Plant,CAN 217015,Euphrasia apparent intermetiate betwween nemorosa & brevipila,Euphrasia apparent intermetiate betwween nemorosa
Vascular Plant,CAN 66043,Saxifraga sternbergii,Saxifraga sternbergii
Vascular Plant,CAN 66043,Saxifraga sternbergii ssp. exaratoides,Saxifraga sternbergii exaratoides
Vascular Plant,CAN 204432,Papver labradoricum,Papver labradoricum
Lichen,CANL 860,Anaptychia pseudospeciosa,Anaptychia pseudospeciosa
Vascular Plant,CAN 212349,Papaver mcconnelli,Papaver mcconnelli
Lichen,CANL 61543,Arthonia trilocularis,Arthonia trilocularis
Lichen,CANL 1857,Arthothelium orbillifera,Arthothelium orbillifera
Vascular Plant,CAN 59471,Papaver nudicaule f. albiflora,Papaver nudicaule albiflora
Vascular Plant,CAN 239605,Papaver radicatum subsp. kluanense,Papaver radicatum kluanense
Vascular Plant,CAN 96759,Euhrasia randii,Euhrasia randii
Vascular Plant,CAN 96728,Euphrasia purpurea f. candida,Euphrasia purpurea candida
Vascular Plant,CAN 59429,Papaver macounii subsp. alaskanum,Papaver macounii alaskanum
Lichen,CANL 84100,Phacophyscia endococcimea,Phacophyscia endococcimea
Crustacea,CMNC 2010-5822.2,Cypricercus tincta,Cypricercus tincta
Vascular Plant,CAN 298455,Euphrasia arctica complex,Euphrasia arctica complex
Vascular Plant,CAN 594064,Aster africus,Aster africus
Vascular Plant,CAN 594065,Agoseris fulvescens,Agoseris fulvescens
Vascular Plant,CAN 594067,Solidago corymbosa,Solidago corymbosa
NU Palaeobotany,NUPB 249,Fossil wood,Fossil wood
Vascular Plant,CAN 498398,Erechtites hieracifolia var. intermedia,Erechtites hieracifolia intermedia
Vascular Plant,CAN 577555,Erechtites hieraciifolia var. intermedia,Erechtites hieraciifolia intermedia
Vascular Plant,CAN 277332,Erechtites heuracifolius,Erechtites heuracifolius
Bryophyte,CANM 159467,Leptodon trichomitron,Leptodon trichomitron
Bryophyte,CANM 159461,Pterogonium trichomitrion,Pterogonium trichomitrion
Bryophyte,CANM 159469,Leptodon trichomitrias,Leptodon trichomitrias
Bryophyte,CANM 159471,Forsstroemia trichomitriaLeptodon trichomitrion,Forsstroemia trichomitria trichomitrion
Bryophyte,CANM 159468,Leptodon trichomitria,Leptodon trichomitria
Vascular Plant,CAN 153662,Senecio atropurpureus var. subdiscoideaus,Senecio atropurpureus subdiscoideaus
Fish,CMNFI 1986-0010.1,Leuciscus cephalus orientalis,Leuciscus cephalus orientalis
Vascular Plant,CAN 39354,Agropyron richardsoni var. glaucifolium,Agropyron richardsoni glaucifolium
Vascular Plant,CAN 39182,Agropyrum occidentale,Agropyrum occidentale
Vascular Plant,CAN 39182,Agropyron repens var. aristatum,Agropyron repens aristatum
Vascular Plant,CAN 39182,Agropyron pungens var. acadiense,Agropyron pungens acadiense
Vascular Plant,CAN 74525,Alchemilla vulgaris var. grandis,Alchemilla vulgaris grandis
Vascular Plant,CAN 74525,Agrimonia vulgaris,Agrimonia vulgaris
Vascular Plant,CAN 511667,Hippuris vulgaris var. maritima,Hippuris vulgaris maritima
Vascular Plant,CAN 84220,Hippuris vulgaris f. litoralis,Hippuris vulgaris litoralis
Vascular Plant,CAN 260658,Hippuris vulgaris f. littoralis,Hippuris vulgaris littoralis
Bryophyte,CANM 259527,Cephalozia conniversn,Cephalozia conniversn
Fish,CMNFI 1979-0471.4,Neogobius fluviatilis pallasi,Neogobius fluviatilis pallasi
Fish,CMNFI 1970-0553.5,Blicca bjoerkna transcaucasica,Blicca bjoerkna transcaucasica
Fish,CMNFI 1980-0122.4,Rhodeus sericeus amarus,Rhodeus sericeus amarus
Vascular Plant,CAN 215470,Elymus innovatus subsp. innovatus var. glabratus,Elymus innovatus innovatus glabratus
Vascular Plant,CAN 511129,Oxytropis roaldii,Oxytropis roaldii
Vascular Plant,CAN 77036,Oxytropicus hudsonica,Oxytropicus hudsonica
Bryophyte,CANM 193977,Catharinca undulatum,Catharinca undulatum
Vascular Plant,CAN 44838,Atriplex spp. possibly A. praecox,Atriplex possibly praecox
Vascular Plant,CAN 273699,Potentilla rubricaulis var. arctica,Potentilla rubricaulis arctica
Vascular Plant,CAN 215711,Elymus trachycaulis subsp. novae-angliae,Elymus trachycaulis novae-angliae
Vascular Plant,CAN 592821,Tofieldia pusilla (Michx.) Pers.Tofieldia pusilla (Michx.) Pers.,Tofieldia pusilla pusilla
Vascular Plant,CAN 586317,Potentilla hyparctica subsp. hyyparctica,Potentilla hyparctica hyyparctica
Vascular Plant,CAN 345706,Smilacina racemosa var. amplexicaulis,Smilacina racemosa amplexicaulis
Fish,CMNFI 1979-0431.4,Rutilus rutilus caspicus,Rutilus rutilus caspicus
Vascular Plant,CAN 386608,Anemone ludoviciana,Anemone ludoviciana
Vascular Plant,CAN 253421,Ranunculus trichophyllus var. hispidulus,Ranunculus trichophyllus hispidulus
Vascular Plant,CAN 458146,Salix eriocephala subsp. eriocephala var. eriocephala,Salix eriocephala eriocephala eriocephala
Vascular Plant,CAN 374110,Sailx monticola,Sailx monticola
Vascular Plant,CAN 509692,Ranunculus codyanus,Ranunculus codyanus
Vascular Plant,CAN 55428,Ranunculus trichophyllus var. calvescens,Ranunculus trichophyllus calvescens
Vascular Plant,CAN 55321,Ranunculus paucistamineus var. eradicatus,Ranunculus paucistamineus eradicatus
Vascular Plant,CAN 55422,Ranunculus trichophyllus var. typicus,Ranunculus trichophyllus typicus
Vascular Plant,CAN 488290,Ranunculus aquatilis var. calvescens,Ranunculus aquatilis calvescens
Vascular Plant,CAN 55427,Ranunculus trichopyllus var. calvescens,Ranunculus trichopyllus calvescens
