speckey,scientific_name,collection,rank,ancestors,catalog_count
1147257,Ephedra antisyphilitica,Botany,SPECIES,Plantae | Gnetophyta | Gnetopsida | Ephedrales | Ephedraceae | Ephedra,1
1079154,Ephedra viridis,Botany,SPECIES,Plantae | Ephedraceae | Ephedra,1
1147275,Ephedra viridis,Botany,SPECIES,Plantae | Gnetophyta | Gnetopsida | Ephedrales | Ephedraceae | Ephedra,3
1102026,Episcia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Gesneriaceae,0
1135039,Episcia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxGesneriaceae,0
1102027,Episcia cupreata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Gesneriaceae | Episcia,1
1135040,Episcia cupreata,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxGesneriaceae | Episcia,1
1095932,Erigenia bulbosa,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae | Erigenia,14
1146006,Erigenia bulbosa,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae | Erigenia,14
1086325,Eruca,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Capparales | Brassicaceae,0
1136035,Eruca,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | xxCapparales | xxCruciferae,0
1095933,Eryngium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Apiaceae,0
1146007,Eryngium,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxUmbelliferae,0
1086341,Erysimum capitatum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Capparales | Brassicaceae | Erysimum,1
1136040,Erysimum capitatum,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | xxCapparales | xxCruciferae | Erysimum,1
1091097,Erythrina berteroana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Erythrina,1
1144028,Erythrina berteroana,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae, Phaseoleae | Erythrina",1
1092794,Eugenia domingensis,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Eugenia,1
1141353,Eugenia domingensis,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae | Myrtoideae, Myrteae | Eugenia",1
1092817,Eugenia uniflora,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Eugenia,2
1141385,Eugenia uniflora,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae | Myrtoideae, Myrteae | Eugenia",2
1093643,Euonymus obovatus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Celastrales | Celastraceae | Euonymus,15
1139873,Euonymus obovatus,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxCelastrales | xxCelastraceae | Euonymus,15
1088921,Exochorda,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Rosaceae,0
1144291,Exochorda,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Rosaceae,0
1109212,Flagellariaceae,Botany,FAMILY,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Restionales,0
1131387,Flagellariaceae,Botany,FAMILY,Plantae | Magnoliophyta | Liliopsida | Commelinidae | xxRestionales,0
1100336,Forsythia viridissima,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Oleaceae | Forsythia,2
1135145,Forsythia viridissima,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxOleaceae | Forsythia,2
1142373,Franklandia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxProteales | xxProteaceae | Proteoideae,0
1142450,Franklandia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxProteales | xxProteaceae,0
1100338,Fraxinus americana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Oleaceae | Fraxinus,24
1135147,Fraxinus americana,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxOleaceae | Fraxinus,22
1099448,Galeopsis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Lamiaceae,0
1133833,Galeopsis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | xxLabiatae,0
1149613,Galeopsis,Zoology,GENUS,Animalia | Bryozoa | Gymnolaemata | Cheilostomatida | Neocheilostomatina | Ascophora | Lepraliomorpha | Celleporoidea | Celleporidae,0
1094162,Garcia nutans,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Garcia,2
1140502,Garcia nutans,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae | Garcia,2
1099460,Glechoma hederacea,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Lamiaceae | Glechoma,15
1141005,Glechoma hederacea,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | xxLabiatae | Glechoma,14
1091153,Gleditsia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143005,Gleditsia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Caesalpinioideae,0
1144184,Gleditsia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae,0
1143487,Gleditsia,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Caesalpinioideae, Eucaesalpinieae",0
1137808,Gordonia lasianthus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Theales | xxTheaceae | Gordonia,2
1084015,Gordonia lasianthus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Theales | Theaceae | Gordonia,2
1095385,Guaiacum sanctum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Zygophyllaceae | Guaiacum,1
1145787,Guaiacum sanctum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | xxZygophyllaceae | Guaiacum,1
1079337,Guatteria,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Magnoliales | Annonaceae,0
1138987,Guatteria,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxMagnoliales | xxAnnonaceae,0
1103209,Guettarda,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1134399,Guettarda,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae,0
1092631,Gunnera,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Haloragales | Gunneraceae,0
1140798,Gunnera,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxHaloragales | xxGunneraceae,0
1103219,Hamelia patens,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae | Hamelia,1
1134407,Hamelia patens,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Rubiales | Rubiaceae | Hamelia,1
1095640,Hedera,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Araliaceae,0
1145876,Hedera,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxAraliaceae,0
1095641,Hedera helix,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Apiales | Araliaceae | Hedera,5
1145877,Hedera helix,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | Umbellales | xxAraliaceae | Hedera,5
1131473,Heliconia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Zingiberales | xxHeliconiaceae,0
1113295,Heliconia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Zingiberidae | Zingiberales | Heliconiaceae,0
1098842,Heliotropium indicum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae | Heliotropium,3
1133766,Heliotropium indicum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae | Heliotropium,3
1140906,Heliotropium indicum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Boraginaceae | Heliotropium,3
1113838,Helonias bullata,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae | Helonias,1
1132029,Helonias bullata,Botany,SPECIES,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae | Helonias,1
1113839,Hemerocallis,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1132031,Hemerocallis,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxLiliaceae,0
1079421,Hernandia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Laurales | Hernandiaceae,0
1139084,Hernandia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxMagnoliales | xxHernandiaceae,0
1086395,Hesperis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Capparales | Brassicaceae,0
1136051,Hesperis,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxDilleniidae | xxCapparales | xxCruciferae,0
1084337,Hibiscus bifurcatus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Malvaceae | Hibiscus,1
1136970,Hibiscus bifurcatus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxMalvaceae | Hibiscus,1
1093650,Hippocratea,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Celastrales | Celastraceae,0
1139885,Hippocratea,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxRosidae | xxCelastrales | xxCelastraceae,0
1091183,Hippocrepis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143794,Hippocrepis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1094169,Hyeronima,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae,0
1140523,Hyeronima,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Euphorbiales | Euphorbiaceae,0
1131733,Hypoxis,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | Hypoxidaceae,0
1113878,Hypoxis,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Liliaceae,0
1099502,Hyptis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Lamiaceae,0
1133841,Hyptis,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | xxLabiatae,0
1079617,Illicium,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Illiciales | Illiciaceae,0
1139102,Illicium,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxMagnoliidae | xxMagnoliales | xxIlliciaceae,0
1097481,Ipomoea tiliacea,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Solanales | Convolvulaceae | Ipomoea,1
1133996,Ipomoea tiliacea,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | Polemoniales | xxConvolvulaceae | Ipomoea,1
1106758,Iva,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Asterales | Asteraceae,0
1132709,Iva,Botany,GENUS,"Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxAsterales | xxCompositae | xxAsteroideae, Heliantheae",0
1097492,Jacquemontia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Solanales | Convolvulaceae,0
1134000,Jacquemontia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | Polemoniales | xxConvolvulaceae,0
1080854,Juglans californica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Juglandales | Juglandaceae | Juglans,1
1138667,Juglans californica,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxHamamelidae | xxJuglandales | xxJuglandaceae | Juglans,1
1102098,Justicia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Acanthaceae,1
1134783,Justicia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxAcanthaceae,1
1087886,Kalanchoe,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Crassulaceae,0
1142714,Kalanchoe,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Crassulaceae,0
1103729,Knautia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Dipsacales | Dipsacaceae,0
1133066,Knautia,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxDipsacales | xxDipsacaceae,0
1093422,Laguncularia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Combretaceae,0
1141137,Laguncularia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxCombretaceae,0
1136560,Leiophyllum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae,0
1087235,Leiophyllum,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Ericales | Ericaceae,0
1092823,Leptospermum scoparium,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Leptospermum,2
1141511,Leptospermum scoparium,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae | Leptospermum,2
1114306,Libertia,Botany,GENUS,Plantae | Magnoliophyta | Liliopsida | Liliidae | Liliales | Iridaceae,0
1131819,Libertia,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxLiliidae | xxLiliales | xxIridaceae,0
1100376,Ligustrum lucidum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Oleaceae | Ligustrum,1
1135163,Ligustrum lucidum,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxOleaceae | Ligustrum,1
1100380,Ligustrum sinense,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Oleaceae | Ligustrum,1
1135164,Ligustrum sinense,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxOleaceae | Ligustrum,1
1099212,Lippia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Verbenaceae,0
1133910,Lippia,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Lamiales | Verbenaceae,0
1130553,Livistona,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxArecidae | xxArecales | Palmae,0
1130345,Livistona,Botany,GENUS,Plantae | Anthophyta | xxLiliatae | xxArecidae | xxArecales | Palmae | Coryphoideae,0
1091343,Lonchocarpus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1143809,Lonchocarpus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1103518,Lonicera dioica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Dipsacales | Caprifoliaceae | Lonicera,57
1133041,Lonicera dioica,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxDipsacales | xxCaprifoliaceae | xxLonicera,56
1093189,Ludwigia alata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Onagraceae | Ludwigia,1
1141754,Ludwigia alata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxOnagraceae | Ludwigia,1
1093201,Ludwigia leptocarpa,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Onagraceae | Ludwigia,1
1141759,Ludwigia leptocarpa,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxOnagraceae | Ludwigia,1
1093214,Ludwigia peruviana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Onagraceae | Ludwigia,1
1141764,Ludwigia peruviana,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxOnagraceae | Ludwigia,1
1089074,Lyonothamnus floribundus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Rosaceae | Lyonothamnus,1
1144315,Lyonothamnus floribundus,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | Rosaceae | Lyonothamnus,1
1092678,Lythrum alatum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Lythraceae | Lythrum,26
1141222,Lythrum alatum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxLythraceae | Lythrum,26
1092688,Lythrum portula,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Lythraceae | Lythrum,1
1141226,Lythrum portula,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxLythraceae | Lythrum,1
1102251,Macfadyena,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Bignoniaceae,0
1134911,Macfadyena,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxBignoniaceae,0
1084036,Marcgravia sintenisii,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Theales | Marcgraviaceae | Marcgravia,1
1137697,Marcgravia sintenisii,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Theales | xxMarcgraviaceae | Marcgravia,1
1010233,Mastigophora,Botany,GENUS,Plantae | Bryophyta | Hepaticae | Jungermanniidae | Jungermanniales | Lepicoleineae | Lepicoleaceae,0
1165259,Mastigophora,Zoology,SUBPHYLUM,Protista | Sarcomastigophora,0
1092827,Melaleuca quinquenervia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Melaleuca,3
1141538,Melaleuca quinquenervia,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae | Melaleuca,3
1095108,Melia azedarach,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Meliaceae | Melia,5
1145116,Melia azedarach,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Sapindales | Meliaceae | Melioideae | Melia,5
1091805,Melilotus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae,0
1144166,Melilotus,Botany,GENUS,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae, Trifolieae",0
1143828,Melilotus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae,0
1141554,Metrosideros operculata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Metrosideros,2
1141543,Metrosideros operculata,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Metrosideros,3
1153950,Millepora,Zoology,GENUS,Animalia | Cnidaria | Hydrozoa | Hydroidolina | Anthoathecatae | Milleporidae,0
1189885,Millepora,Zoology,GENUS,Animalia | Bryozoa | Gymnolaemata | Cheilostomatida | Neocheilostomatina | Ascophora | Lepraliomorpha | Schizoporelloidea | Hippoporinidae,0
1080675,Morus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | Moraceae,0
1138778,Morus,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Hamamelidae | Urticales | xxMoraceae,0
1152254,Morus,Zoology,GENUS,Animalia | Chordata | Vertebrata | Aves | Pelecaniformes | Sulidae,0
1091848,Mucuna gigantea,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Fabales | Fabaceae | Mucuna,1
1144109,Mucuna gigantea,Botany,SPECIES,"Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Rosales | xxLeguminosae | Papilionoideae, Phaseoleae | Mucuna",1
1194778,Muhlenbergia spiciformis,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Muhlenbergia,2
1195942,Muhlenbergia spiciformis,Botany,SPECIES,Plantae | Magnoliophyta | Liliopsida | Commelinidae | Poales | Poaceae | Muhlenbergia,6
1101733,Myoporum laetum,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Scrophulariales | Myoporaceae | Myoporum,1
1135134,Myoporum laetum,Botany,SPECIES,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | xxScrophulariales | xxMyoporaceae | Myoporum,1
1092858,Myrcia splendens,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | Myrtaceae | Myrcia,6
1141582,Myrcia splendens,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Rosidae | Myrtales | xxMyrtaceae | Myrcia,6
1134033,Nama,Botany,GENUS,Plantae | Anthophyta; Coniferophyta | Magnoliatae | xxAsteridae | Polemoniales | xxHydrophyllaceae,0
1098218,Nama,Botany,GENUS,Plantae | Magnoliophyta | Magnoliopsida | Asteridae | Solanales | Hydrophyllaceae,0
1080350,Nandina domestica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Berberidaceae | Nandina,2
1139703,Nandina domestica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Magnoliidae | Ranunculales | Nandinaceae | Nandina,2
1084473,Napaea dioica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | Malvaceae | Napaea,2
1137035,Napaea dioica,Botany,SPECIES,Plantae | Magnoliophyta | Magnoliopsida | Dilleniidae | Malvales | xxMalvaceae | Napaea,2
