skey,site_id,start_latitude,start_longitude,start_latitude_dec,start_longitude_dec,problem
515501,CAN 102384,68° 40' N,,68.666667,,incomplete pair
515715,CANL 67361,55° 84' N,"86° 45' 20"" W",56.4,-86.755556,minutes too large
515776,CAN 510809,70° 40' N,,70.666667,,incomplete pair
515777,CAN 510810,71° 39' N,,71.65,,incomplete pair
515951,CAN 509693,71° 7' N,,71.116667,,incomplete pair
515986,CAN 55320,69° 14' N,,69.233333,,incomplete pair
515987,CAN 55321,67° 57' N,,67.95,,incomplete pair
515988,CAN 55323,64° 22' N,,64.366667,,incomplete pair
515990,CAN 55325,69° 14' N,,69.233333,,incomplete pair
516033,CMNAR 36157,"45° 28' 4035"" N","72° 11' 49,1"" W",46.5875,-72.196972,seconds too large
516096,CAN 509499,52° 13' N,,52.216667,,incomplete pair
516099,CAN 315861,76° 30' N,,76.5,,incomplete pair
516120,CAN 84168,53° N,,53.0,,incomplete pair
516152,CAN 84109,62° N,,62.0,,incomplete pair
516153,CAN 84110,61° 33' N,,61.55,,incomplete pair
516155,CAN 154824,70° N,,70.0,,incomplete pair
516181,CAN 228956,52° 12' N,,52.2,,incomplete pair
516199,CAN 10000,60° 59' N,,60.983333,,incomplete pair
516203,CAN 507538,52° 13' N,,52.216667,,incomplete pair
516207,CAN 10102,52° 13' N,,52.216667,,incomplete pair
516208,CAN 10101,54° 20' N,,54.333333,,incomplete pair
516276,CAN 74491,61° 33' N,,61.55,,incomplete pair
516277,CAN 74498,61° 38' N,,61.633333,,incomplete pair
516288,CANL 56897,70° 15' N,127° 1211' ,70.25,147.183333,minutes too large
516307,CAN 361047,41° N,,41.0,,incomplete pair
516547,CAN 74510,69° 14' N,,69.233333,,incomplete pair
516554,CAN 74514,69° 15' N,,69.25,,incomplete pair
516561,CAN 74508,65° 27' N,,65.45,,incomplete pair
516563,CAN 74512,59° 55' N,,59.916667,,incomplete pair
516920,CAN 594206,"70° 15' 142"" N","83° 46' 45,2"" W",70.289444,-83.779222,seconds too large
516949,CAN 591766,"49° 0' 30,84"" N",,49.008567,,incomplete pair
516988,CAN 593885,"39° 49' 75,8"" N","122° 45' 33,5"" W",39.837722,-122.759306,seconds too large
517009,CANL 123235,"51° 52,7' N",119° 60' W,51.878333,-120.0,minutes too large
517035,CAN 594386,,"78° 48' 44,93"" ",,-78.812481,incomplete pair
517620,CAN 44646,68° 40' N,,68.666667,,incomplete pair
517621,CAN 44647,68° 40' N,,68.666667,,incomplete pair
517681,CAN 63722,69° 14' N,,69.233333,,incomplete pair
517794,P6842,98° 30' N,73° 47' W,98.5,-73.783333,"off Earth or 0,0"
517893,P66154,96° 32' W,72° 11' N,-96.533333,72.183333,"off Earth or 0,0"
517912,P66155,96° 32' W,72° 11' N,-96.533333,72.183333,"off Earth or 0,0"
518023,CAN 594288,"70° 15' 142"" N","83° 46' 45,2"" W",70.289444,-83.779222,seconds too large
518046,CAN 594287,"70° 15' 142"" N","83° 46' 45,2"" W",70.289444,-83.779222,seconds too large
518131,CAN 594450,"71° 19' 38,5"" N",,71.327361,,incomplete pair
518166,CAN 594605,"70° 18' 60"" N","78° 30' 9"" W",70.316667,-78.5025,seconds too large
518256,CAN 324806,45° 49' N,71° 72' W,45.816667,-72.2,minutes too large
518273,CAN 19609,69° 15' N,,69.25,,incomplete pair
518308,CAN 234967,68° 1' N,,68.016667,,incomplete pair
518631,CAN 62549,68° 55' N,,68.916667,,incomplete pair
518657,CAN 291155,68° 39' N,133° 62' W,68.65,-134.033333,minutes too large
518865,CANM 146266,66°,,66.0,,incomplete pair
518971,CANM 14539,510° 8' N,56° 46' W,510.133333,-56.766667,"off Earth or 0,0"
519054,CAN 62391,68° 40' N,,68.666667,,incomplete pair
519072,CAN 62390,68° 40' N,,68.666667,,incomplete pair
519100,CAN 301989,70° N,,70.0,,incomplete pair
519128,CAN 63906,65° 30' N,,65.5,,incomplete pair
519133,CAN 61870,61° 5' N,,61.083333,,incomplete pair
519155,CANL 27152,118° 8' N,52° 49' W,118.133333,-52.816667,"off Earth or 0,0"
519161,CAN 61888,63° 50' N,,63.833333,,incomplete pair
519239,CAN 63992,68° 55' N,,68.916667,,incomplete pair
519244,CAN 63991,68° 40' N,,68.666667,,incomplete pair
519245,CAN 63990,68° 40' N,,68.666667,,incomplete pair
519246,CAN 63989,68° 40' N,,68.666667,,incomplete pair
519297,CANM 287242,"489° 43' 36"" N","84° 39' 19"" W",489.726667,-84.655278,"off Earth or 0,0"
519546,CAN 96851,65° 58' N,,65.966667,,incomplete pair
519648,CAN 586782,68° 40' N,,68.666667,,incomplete pair
519651,CAN 565152,62° 48' W,,-62.8,,incomplete pair
519653,CAN 581936,"79° 52,91' N",,79.881833,,incomplete pair
519761,CAN 578528,63° 35' N,,63.77,-68.54,incomplete pair
520324,CAN 483018,123° 47' N,61° 13' W,123.783333,-61.216667,"off Earth or 0,0"
520353,CAN 483019,127° 26' N,61° 47' W,127.433333,-61.783333,"off Earth or 0,0"
520421,CAN 67227,63° N,,63.0,,incomplete pair
520455,CAN 67232,65° 30' N,,65.5,,incomplete pair
520531,CAN 483023,125° 22' N,61° 32' W,125.366667,-61.533333,"off Earth or 0,0"
520588,CAN 483024,123° 42' N,61° 7' W,123.7,-61.116667,"off Earth or 0,0"
520596,CAN 483026,126° 21' N,61° 33' W,126.35,-61.55,"off Earth or 0,0"
520609,CAN 595826,"59° 50' 16"" N","155° 212' 20,5"" W",59.837778,-158.539028,minutes too large
520648,CAN 67889,65° 0' N,,65.0,,incomplete pair
520700,CAN 589263,"61° 73' 17"" N","135° 6' 5"" W",60.7317,-135.065,minutes too large
520720,CMNFI 1967-0352,0° S,32° E,0.0,32.0,"off Earth or 0,0"
520905,CAN 258756,"65° 15' 42"" N","84° 43' 68"" W",65.261667,-84.735556,seconds too large
521148,CAN 258759,"65° 15' 42"" N","84° 43' 68"" W",65.261667,-84.735556,seconds too large
521163,CAN 258758,"65° 15' 42"" N","84° 43' 68"" W",65.261667,-84.735556,seconds too large
522851,CAN 258767,"65° 15' 42"" N","84° 43' 68"" W",65.261667,-84.735556,seconds too large
522934,CAN 482996,125° 58' N,61° 36' W,125.966667,-61.6,"off Earth or 0,0"
523033,CAN 510581,76° 32' N,,76.533333,,incomplete pair
523037,CAN 65201,69° 14' N,,69.233333,,incomplete pair
523058,CAN 257622,66° 0' N,,66.0,,incomplete pair
523059,CAN 65200,71° 14' N,,71.233333,,incomplete pair
523060,CAN 154134,70° 3' N,,70.05,,incomplete pair
523138,CAN 64877,63° N,,63.0,,incomplete pair
523150,CANL 107644,52° 40' N,132° 305' W,52.666667,-137.083333,minutes too large
523223,CANL 22338,68° 40' N,,68.666667,,incomplete pair
523257,CAN 258771,"65° 15' 42"" N","84° 43' 68"" W",65.261667,-84.735556,seconds too large
523281,CANL 123621,123° 0' N,51° 0' W,123.0,-51.0,"off Earth or 0,0"
523330,CANL 40450,,59° 23' ,,59.383333,incomplete pair
523371,CAN 597375,"53° 33' 91"" N","113° 49' 71"" W",53.575278,-113.836389,seconds too large
523372,CAN 597377,"53° 34' 19"" N","113° 49' 65"" W",53.571944,-113.834722,seconds too large
523373,CAN 597376,"53° 33' 89"" N","113° 49' 73"" N",53.574722,113.836944,seconds too large
523399,CANL 123722,"45° 36' 424"" N","76° 5' 180"" W",45.717778,-76.133333,seconds too large
523695,CAN 216209,61° 52' N,,61.866667,,incomplete pair
523728,CAN 200220,66° 5' N,,66.083333,,incomplete pair
523729,CAN 74759,68° 55' N,,68.916667,,incomplete pair
524073,CANL 109779,49° 17' N,125° 125' W,49.283333,-127.083333,minutes too large
524136,CAN 360913,122° 40' N,71° 11' W,122.666667,-71.183333,"off Earth or 0,0"
524191,CANL 3084,69° 12' N,,69.2,,incomplete pair
524668,CANL 57923,57° N,,57.0,,incomplete pair
525042,CAN 360891,122° 35' N,71° 12' W,122.583333,-71.2,"off Earth or 0,0"
525149,CAN 395562,125° 58' N,61° 37' W,125.966667,-61.616667,"off Earth or 0,0"
526703,P200855,"68° 11' 6"" N","125° 49' 72"" W",68.185,-125.836667,seconds too large
527066,DMW 1954-11-14 G316,43° 50' N,79° 72' W,43.833333,-80.2,minutes too large
527271,CMNML 019798 Chilcott Lake,45° 60' N,76° 0' W,46.0,-76.0,minutes too large
527401,EMK Chilcott Lake,45° 60' N,76° 0' W,46.0,-76.0,minutes too large
527407,AL 1933 Chilcott Lake,45° 60' N,76° 0' W,46.0,-76.0,minutes too large
527553,ANM&AL 1935-04-21 manotick,45° 93' N,75° 41' W,46.55,-75.683333,minutes too large
527581,AL 1933-08-28 Chilcott Lake,45° 60' N,76° 0' W,46.0,-76.0,minutes too large
527582,Macoun 1905-05-07 Montmorency River,,46° 53' ,,46.883333,incomplete pair
527851,ANM&AL 1935-04-22 Manotick,45° 93' N,75° 41' W,46.55,-75.683333,minutes too large
528016,CAN 90596,48° 10' N,65052° W,48.166667,-65052.0,"off Earth or 0,0"
528247,MS 1991.IV.07-17-CS,"10° 26' 39"" N","84° 42' 62"" W",10.444167,-84.717222,seconds too large
528291,CMNFI 1980-1371,"47° 10' 60"" N","64° 25' 10"" W",47.183333,-64.419444,seconds too large
528352,HBH 1960-08-17 P-1879,46° 49' N,,46.816667,,incomplete pair
528417,CAN 70519,53° N,,53.0,,incomplete pair
528750,SDM 1954-08-05 Hole-In-Fog,99° 0' N,96° 0' W,99.0,-96.0,"off Earth or 0,0"
529194,WEG&CLT 1951-08-09 Whitemouth R,49° 58' N,95° 60' ,49.966667,96.0,minutes too large
529287,FRB Arctic Unit 1959-00-00 1025-59,114° 29' N,66° 12' W,114.483333,-66.2,"off Earth or 0,0"
530397,PFK 1962-12-04 Don Brickyards,43° 39' N,7923° W,43.65,-7923.0,"off Earth or 0,0"
530494,CANL 124059,"45° 23' 8,7"" N",,45.38575,,incomplete pair
531358,CAN 234268,82° 76' N,75° 55' W,83.266667,-75.916667,minutes too large
531379,CAN 228992,54° 30' N,,54.5,,incomplete pair
531451,FWS&UoO 1982-09-08 82/77,,,0.0,0.0,"off Earth or 0,0"
531621,HBH&AHC 1961-06-11 P-1866,44° 22' N,,44.366667,,incomplete pair
531816,CAN 258816,"65° 15' 42"" N","84° 43' 68"" W",65.261667,-84.735556,seconds too large
532701,BC 2007 Jul 22-5,"131° 3' 50,4"" N","131° 50' 38,4"" W",131.064,-131.844,"off Earth or 0,0"
532998,CAN 261960,"65° 15' 42"" N","84° 43' 68"" W",65.261667,-84.735556,seconds too large
533247,CMNFI 1978-0065,56° 53' N,0° W,56.883333,0.0,"off Earth or 0,0"
533258,CAN 381190,44° 85' N,"79° 65' 30"" W",45.416667,-80.091667,minutes too large
535340,CAN 121439,48° 10' N,65052° W,48.166667,-65052.0,"off Earth or 0,0"
538052,RSA 2003.VII.11-MX (2003-108A),"16° 45' 84"" N","92° 40' 70"" W",16.773333,-92.686111,seconds too large
538053,RSA 2003.VII.11-MX (2003-108B),"16° 45' 84"" N","92° 40' 70"" W",16.773333,-92.686111,seconds too large
538054,RSA 2003.VII.11-MX (2003-108C),"16° 45' 84"" N","92° 40' 70"" W",16.773333,-92.686111,seconds too large
538055,RSA 2003.VII.11-MX (2003-108D),"16° 45' 84"" N","92° 40' 70"" W",16.773333,-92.686111,seconds too large
538057,RSA 2003.VII.11-MX (2003-108E),"16° 45' 84"" N","92° 40' 70"" W",16.773333,-92.686111,seconds too large
539708,CAN 593981,"45° 23' 7"" N","75° 23' 98"" W",45.385278,-75.410556,seconds too large
539754,CAN 72735,77° 48' N,,77.8,,incomplete pair
539755,CAN 72743,70° 30' N,,70.5,,incomplete pair
539756,CAN 72744,69° 15' N,,69.25,,incomplete pair
539757,CAN 72741,69° 15' N,,69.25,,incomplete pair
539815,CAN 271208,56° 30' N,79020° N,56.5,79020.0,"off Earth or 0,0"
539819,AM&MK 1999.X.28-XI.11-PP,"4° 26' 93"" S","151° 47' 42"" E",-4.459167,151.795,seconds too large
540283,CAN 107762,58° 0' N,,58.0,,incomplete pair
540513,CAN 282181,"67° 13' 38"" N","62° 3028' 14"" W",67.227222,-112.470556,minutes too large
540669,CAN 21480,66° 28' N,,66.466667,,incomplete pair
540887,CANM 327814,45° 32' N,,45.533333,,incomplete pair
541243,CMNFI 1980-1571,"48° 37' 15"" N","59° 62' 20"" W",48.620833,-60.038889,minutes too large
541504,CANM 324987,50° 13' N,63° 67' W,50.216667,-64.116667,minutes too large
541755,CMNFI 1980-1732,"48° 63' 20"" N","64° 30' 20"" W",49.055556,-64.505556,minutes too large
541913,CMNFI 1980-1818,47° 41' N,,47.683333,,incomplete pair
542209,CMNFI 1980-1033,43° 30' N,0° W,43.5,0.0,"off Earth or 0,0"
542273,CANL 44496,110° 0' N,61° 12' W,110.0,-61.2,"off Earth or 0,0"
542365,CMNFI 1970-0144,48° 60' N,"95° 39' 35"" W",49.0,-95.659722,minutes too large
542372,CANM 331617,"46° 54' 25,74"" N","63° 93' 35,22"" W",46.90715,-64.559783,minutes too large
542472,P200860(NU),"75° 23,705' N",,75.395083,,incomplete pair
544393,CANM 18685,125° 59' N,61° 38' W,125.983333,-61.633333,"off Earth or 0,0"
544685,CANM 237,82° 30' N,,82.5,,incomplete pair
544687,CANM 251,82° 30' N,,82.5,,incomplete pair
544817,CANM 374,82° 31' N,,82.516667,,incomplete pair
545706,P201043(NU),"78° 45,444' N",82° 18452' W,78.7574,-389.533333,"off Earth or 0,0"
546664,CANM 788,82° 25' N,,82.416667,,incomplete pair
546677,CANM 11442,54° 10' N,,54.166667,,incomplete pair
546901,CMNFI 1976-0521,9° N,,9.0,,incomplete pair
547551,CANM 16117,48° 148' W,90° 12' W,-50.466667,-90.2,minutes too large
547875,CANM 9042,82° 30' N,,82.5,,incomplete pair
548031,CANM 1272,82° 31' N,,82.516667,,incomplete pair
548042,CANM 328090,"46° 47' 51"" N","840° 0' 47"" W",46.7975,-840.013056,"off Earth or 0,0"
548182,CANM 21136,45° 4' N,7751° W,45.066667,-7751.0,"off Earth or 0,0"
548298,CANM 1571,44° 10' N,7723° W,44.166667,-7723.0,"off Earth or 0,0"
548532,CANM 1558,44° 10' N,7723° W,44.166667,-7723.0,"off Earth or 0,0"
548787,CANL 125612,,67° ,,-67.0,incomplete pair
550518,CANM 3239,"43° 56' 65"" N","79° 44' 23"" W",43.951389,-79.739722,seconds too large
550719,CANM 3766,82° 30' N,,82.5,,incomplete pair
550828,CANM 3871,"43° 56' 65"" N","79° 44' 23"" W",43.951389,-79.739722,seconds too large
551005,CANM 325991,49° 22' N,,49.366667,,incomplete pair
551395,CANM 9673,82° 29' N,,82.483333,,incomplete pair
551931,CANM 4325,82° 25' N,,82.416667,,incomplete pair
552389,CANM 5160,82° 30' N,,82.5,,incomplete pair
552393,CANM 5174,82° 30' N,,82.5,,incomplete pair
553912,CANM 19955,66° 8' N,,66.133333,,incomplete pair
554165,CANM 5683,44° 80' N,77° 23' W,45.333333,-77.383333,minutes too large
554306,CAN 226931,,"77° 46' 32"" W",,-77.775556,incomplete pair
554359,CANM 15835,50° 14' N,126° 230' W,50.233333,-129.833333,minutes too large
554493,CANM 118922,136° 16' N,63° 46' W,136.266667,-63.766667,"off Earth or 0,0"
554829,CANM 138771,64° 1' N,,64.016667,,incomplete pair
555005,CANM 11426,54° 10' N,,54.166667,,incomplete pair
555010,CANM 6295,50° N,,50.0,,incomplete pair
555213,CANM 13688,56° N,,56.0,,incomplete pair
555260,CANM 18239,62° 65' N,130° 9' W,63.083333,-130.15,minutes too large
555264,CANM 18705,125° 53' N,61° 27' W,125.883333,-61.45,"off Earth or 0,0"
555703,CANM 6498,44° 80' N,77° 23' W,45.333333,-77.383333,minutes too large
555903,CANM 6623,82° 30' N,,82.5,,incomplete pair
555966,CANM 18706,125° 3' N,61° 27' W,125.05,-61.45,"off Earth or 0,0"
557028,CANM 11432,54° 10' N,,54.166667,,incomplete pair
557058,CANM 11045,52° 35' N,13145° ,52.583333,13145.0,"off Earth or 0,0"
557618,CANM 11431,54° 10' N,,54.166667,,incomplete pair
557676,CANM 22243,48° 37' N,,48.616667,,incomplete pair
558048,CANM 11433,54° 10' N,,54.166667,,incomplete pair
558558,CANM 18673,125° 24' N,61° 33' W,125.4,-61.55,"off Earth or 0,0"
559891,CANM 13021,4612° N,63° 21' W,4612.0,-63.35,"off Earth or 0,0"
559936,CANM 8005,65° 35' N,,65.583333,,incomplete pair
560127,CANM 18680,126° 37' N,61° 53' W,126.616667,-61.883333,"off Earth or 0,0"
560438,CANM 18672,126° 24' N,61° 34' W,126.4,-61.566667,"off Earth or 0,0"
560803,CMNFI 1968-1675,0° N,90° W,0.0,-90.0,"off Earth or 0,0"
560835,CMNFI 1968-1679,0° N,90° W,0.0,-90.0,"off Earth or 0,0"
560838,CMNFI 1968-1680,0° N,90° W,0.0,-90.0,"off Earth or 0,0"
560969,CANM 309638,54° 10' N,,54.166667,,incomplete pair
560972,CANM 198492,54° 10' N,,54.166667,,incomplete pair
561262,CANM 126144,72° 45' N,,72.75,,incomplete pair
561368,CANM 226371,117° 14' N,52° 14' W,117.233333,-52.233333,"off Earth or 0,0"
562283,CANM 309486,54° 10' N,,54.166667,,incomplete pair
562961,CANM 198494,54° 10' N,,54.166667,,incomplete pair
563040,CANM 302609,79° 15' N,78° 81' W,79.25,-79.35,minutes too large
564185,CANM 305107,58° 75' N,63° 34' W,59.25,-63.566667,minutes too large
564360,CANM 226377,117° 14' N,52° 14' W,117.233333,-52.233333,"off Earth or 0,0"
564363,CANM 226364,117° 14' N,52° 14' W,117.233333,-52.233333,"off Earth or 0,0"
564364,CANM 226375,117° 14' N,52° 14' W,117.233333,-52.233333,"off Earth or 0,0"
564366,CANM 226398,117° 14' N,52° 14' W,117.233333,-52.233333,"off Earth or 0,0"
564368,CANM 226397,117° 14' N,52° 14' W,117.233333,-52.233333,"off Earth or 0,0"
564393,CAN 272575,64° 38' N,,64.633333,,incomplete pair
564401,CAN 282353,64° 55' N,,64.916667,,incomplete pair
564407,CAN 276792,64° 14' N,,64.233333,,incomplete pair
564712,CANM 132496,74° 45' N,,74.75,,incomplete pair
564963,CANM 266909,125° 21' N,61° 22' W,125.35,-61.366667,"off Earth or 0,0"
565481,CANM 266993,125° 48' N,61° 26' W,125.8,-61.433333,"off Earth or 0,0"
566043,CANM 235419,138° 36' N,63° 41' W,138.6,-63.683333,"off Earth or 0,0"
566748,CANM 258378,126° 53' N,61° 9' W,126.883333,-61.15,"off Earth or 0,0"
566772,CANM 266893,126° 15' N,61° 50' W,126.25,-61.833333,"off Earth or 0,0"
566867,CANM 258366,125° 48' N,61° 26' W,125.8,-61.433333,"off Earth or 0,0"
566947,CANM 139599,60° 30' N,,60.5,,incomplete pair
566974,CANM 139747,57° N,,57.0,,incomplete pair
567038,CANM 139630,55° N,,55.0,,incomplete pair
567383,CANM 266890,126° 24' N,61° 34' W,126.4,-61.566667,"off Earth or 0,0"
567402,CAN 313672,"45° 10' 3"" N",,45.1675,,incomplete pair
568680,CANM 102826,57° ,,57.0,,incomplete pair
569838,CANM 211086,109° 15' N,61° 5' W,109.25,-61.083333,"off Earth or 0,0"
569841,CANM 211089,109° 15' N,61° 5' W,109.25,-61.083333,"off Earth or 0,0"
569843,CANM 211090,109° 15' N,61° 5' W,109.25,-61.083333,"off Earth or 0,0"
571812,CAN 12343,62° 32' N,,62.533333,,incomplete pair
574482,CANM 333263,117° 35' N,52° 44' W,117.583333,-52.733333,"off Earth or 0,0"
574485,CANM 333261,117° 13' N,52° 14' W,117.216667,-52.233333,"off Earth or 0,0"
574489,CANM 333262,117° 35' N,52° 44' W,117.583333,-52.733333,"off Earth or 0,0"
574493,CANM 333260,117° 35' N,52° 44' W,117.583333,-52.733333,"off Earth or 0,0"
574499,CANM 333258,117° 35' N,52° 44' W,117.583333,-52.733333,"off Earth or 0,0"
575172,CANM 106183,93° 49' N,49° 10' W,93.816667,-49.166667,"off Earth or 0,0"
575651,CANM 108924,83° 7' N,,83.116667,,incomplete pair
576001,CANM 193514,48° 62' N,124° 10' W,49.033333,-124.166667,minutes too large
576179,ELB 1965 C08a,"32° 45' 60"" N","79° 51' 42"" W",32.766667,-79.861667,seconds too large
576218,CAN 66268,58° 50' N,,58.833333,,incomplete pair
576219,CAN 66376,,98° 10' W,,-98.166667,incomplete pair
576307,CANL 126374,"49° 5' 111"" N","106° 33' 6"" W",49.114167,-106.551667,seconds too large
576572,FWG 2000-06 Trenton,"44° 77' 16"" N","77° 35' 28"" W",45.287778,-77.591111,minutes too large
577233,CAN 276777,64° 48' N,,64.8,,incomplete pair
577525,CAN 32601,62° N,,62.0,,incomplete pair
577527,CAN 32444,61° N,,61.0,,incomplete pair
577533,CAN 32599,61° N,,61.0,,incomplete pair
577545,CAN 315776,67° 32' N,,67.533333,,incomplete pair
577616,CAN 65877,68° 55' N,,68.916667,,incomplete pair
577649,CAN 65876,68° 55' N,,68.916667,,incomplete pair
577666,CAN 514630,52° 56' N,,52.933333,,incomplete pair
577678,CAN 124422,52° 13' N,,52.216667,,incomplete pair
577680,CAN 124425,52° 56' N,,52.933333,,incomplete pair
577681,CAN 124429,52° 56' N,,52.933333,,incomplete pair
577705,CAN 124426,52° 56' N,,52.933333,,incomplete pair
577728,CAN 513539,52° 56' N,,52.933333,,incomplete pair
577753,CAN 514629,52° 13' N,,52.216667,,incomplete pair
577754,CAN 124421,52° 13' N,,52.216667,,incomplete pair
577755,CAN 514628,52° 13' N,,52.216667,,incomplete pair
577756,CAN 514631,52° 56' N,,52.933333,,incomplete pair
577757,CAN 124420,52° 56' N,,52.933333,,incomplete pair
577758,CAN 124431,52° 56' N,,52.933333,,incomplete pair
577759,CAN 514637,52° 56' N,,52.933333,,incomplete pair
578740,Lake Schrader(AK)–CAN 211158,,,145.0,-68.583,"off Earth or 0,0"
578741,Maybe Creek(AK)–CAN 211160,,,154.5,-68.667,"off Earth or 0,0"
578766,Clearwater Forest Reserve(AB)–CAN 289957,,,116.15,-52.3,"off Earth or 0,0"
578919,ELB 1989 5A,48° 49' 76N,48° 49' 76N,48.816667,-125.189722,seconds too large
578936,CAN 212037,151° 25' N,68° 17' W,151.416667,-68.283333,"off Earth or 0,0"
578938,CAN 212017,144° 45' N,69° 35' W,144.75,-69.583333,"off Earth or 0,0"
579039,CAN 45715,61° N,,61.0,,incomplete pair
579050,CAN 544469,61° 37' N,132° 63' W,61.616667,-133.05,minutes too large
579191,CAN 275683,63° 23' N,14345° W,63.383333,-14345.0,"off Earth or 0,0"
579746,CAN 587000,"66° 30' 63"" N","164° 44' 29"" W",66.5175,-164.741389,seconds too large
580257,CMNFI 2015-0070,46° 45' N,71° 72' W,46.75,-72.2,minutes too large
580783,Sokoloff_MDRS2014_9,"38° 25' 455.39"" N","110° 47 ' 30.2"" W",38.418,-110.7817,seconds too large
581240,P9832,"48° 47' 832"" N","112° 1' 477"" W",49.014444,-112.149167,seconds too large
582191,CAN 249127,"71° 12' 5"" N",146058031° W,71.201389,-146058031.0,"off Earth or 0,0"
582287,CAN 315806,73° 25' N,,73.416667,,incomplete pair
582288,CAN 315773,70° 42' N,,70.7,,incomplete pair
582346,CAN 249129,"71° 23' 5"" N","156° 28' 75"" W",71.384722,-156.4875,seconds too large
582499,CAN 66500,71° 40' N,,71.666667,,incomplete pair
582507,CAN 65139,78° 40' N,,78.666667,,incomplete pair
582509,CAN 65136,61° 33' N,,61.55,,incomplete pair
582513,CAN 65131,73° 38' N,,73.633333,,incomplete pair
582514,CAN 65130,73° 55' N,,73.916667,,incomplete pair
582517,CAN 65135,69° 15' N,,69.25,,incomplete pair
582527,CAN 510338,70° 50' N,,70.833333,,incomplete pair
582528,CAN 510339,70° 40' N,,70.666667,,incomplete pair
582571,CAN 65138,77° 47' N,,77.783333,,incomplete pair
582572,CAN 257619,64° 55' N,,64.916667,,incomplete pair
582579,CAN 65140,73° 22' N,,73.366667,,incomplete pair
582635,CAN 249137,71° 15' N,"156° 52' 75"" W",71.25,-156.8875,seconds too large
582656,CAN 66504,61° 33' N,,61.55,,incomplete pair
582657,CAN 510357,69° 15' N,,69.25,,incomplete pair
582661,CAN 66503,69° 15' N,,69.25,,incomplete pair
582662,CAN 66502,69° 15' N,,69.25,,incomplete pair
582665,CAN 257620,65° 27' N,,65.45,,incomplete pair
582671,CAN 220733,78° 18' N,,78.3,,incomplete pair
582672,CAN 220734,78° 44' N,,78.733333,,incomplete pair
582673,CAN 205399,76° 30' N,,76.5,,incomplete pair
582675,CAN 66525,76° 32' N,,76.533333,,incomplete pair
582676,CAN 66524,66° 30' N,,66.5,,incomplete pair
582678,CAN 66521,69° N,,69.0,,incomplete pair
582685,CAN 510313,66° 30' N,,66.5,,incomplete pair
582695,CAN 66505,65° 15' N,,65.25,,incomplete pair
582701,CAN 66510,72° 47' N,,72.783333,,incomplete pair
582705,CAN 66506,70° 30' N,,70.5,,incomplete pair
582817,CAN 205397,61° 1' N,,61.016667,,incomplete pair
582820,CAN 66683,61° 33' N,,61.55,,incomplete pair
582821,CAN 66684,61° 33' N,,61.55,,incomplete pair
582822,CAN 66685,61° 33' N,,61.55,,incomplete pair
582825,CAN 66688,61° 33' N,,61.55,,incomplete pair
582826,CAN 66682,69° 14' N,,69.233333,,incomplete pair
583021,CAN 589405,"68° 88' 71"" N","136° 89' 328"" W",69.486389,-137.574444,minutes too large
583472,CAN 65364,65° N,,65.0,,incomplete pair
583482,CAN 257621,65° 25' N,,65.416667,,incomplete pair
583492,CAN 65363,65° 23' N,,65.383333,,incomplete pair
583493,CAN 65366,61° 33' N,,61.55,,incomplete pair
583494,CAN 65367,61° 33' N,,61.55,,incomplete pair
583495,CAN 65368,61° 33' N,,61.55,,incomplete pair
583496,CAN 65369,61° 33' N,,61.55,,incomplete pair
583534,CAN 65443,56° 5' N,191° 9' W,56.083333,-191.15,"off Earth or 0,0"
583654,CAN 65374,72° 48' N,,72.8,,incomplete pair
583655,CAN 65376,65° 56' N,,65.933333,,incomplete pair
583656,CAN 510466,70° 45' N,,70.75,,incomplete pair
583658,CAN 510467,65° 15' N,,65.25,,incomplete pair
583662,CAN 65386,69° 15' N,,69.25,,incomplete pair
583664,CAN 65389,69° 14' N,,69.233333,,incomplete pair
583665,CAN 65388,69° 15' N,,69.25,,incomplete pair
583666,CAN 65387,71° 33' N,,71.55,,incomplete pair
583671,CAN 65383,78° 40' N,,78.666667,,incomplete pair
583672,CAN 65382,77° 40' N,,77.666667,,incomplete pair
583675,CAN 510483,72° 48' N,,72.8,,incomplete pair
583683,CAN 257617,65° 50' N,,65.833333,,incomplete pair
583763,CAN 106399,69° 25' N,,69.416667,,incomplete pair
583764,CAN 106396,69° 15' N,,69.25,,incomplete pair
583765,CAN 106397,61° 33' N,,61.55,,incomplete pair
583766,CAN 106398,61° 33' N,,61.55,,incomplete pair
583768,CAN 106394,61° 33' N,,61.55,,incomplete pair
583769,CAN 106395,69° 15' N,,69.25,,incomplete pair
583778,CAN 106390,60° 59' N,,60.983333,,incomplete pair
583780,CAN 507002,61° 33' N,,61.55,,incomplete pair
