ID Number,OtherNumber,Type
CAN 153648,81552,collector no./field no.
CAN 153651,207,collector no./field no.
CAN 153652,168,collector no./field no.
CAN 153666,78963,collector no./field no.
CAN 153667,78960,collector no./field no.
CAN 153668,394,collector no./field no.
CAN 153669,,
CAN 153670,93338,old CMN catalogue number format
CAN 153671,390,collector no./field no.
CAN 153674,942,collector no./field no.
CAN 153677,476,collector no./field no.
CAN 153678,19437,collector no./field no.
CAN 153679,14646,collector no./field no.
CAN 15368,13,collector no./field no.
CAN 153681,79009,collector no./field no.
CAN 153682,79010,collector no./field no.
CAN 153683,79012,collector no./field no.
CAN 153686,20639,collector no./field no.
CAN 153687,90002,collector no./field no.
CAN 15369,12,collector no./field no.
CAN 153691,14567,collector no./field no.
CAN 153692,14571,collector no./field no.
CAN 153693,14567a,collector no./field no.
CAN 153694,14.567,collector no./field no.
CAN 153695,712,collector no./field no.
CAN 153696,14575,collector no./field no.
CAN 153697,79015,collector no./field no.
CAN 153698,79015,collector no./field no.
CAN 153699,79023,collector no./field no.
CAN 15370,325,collector no./field no.
CAN 153700,79024,old CMN catalogue number format
CAN 153701,347,collector no./field no.
CAN 153707,1062,collector no./field no.
CAN 153708,79018,collector no./field no.
CAN 153709,79019,collector no./field no.
CAN 15371,67892,old CMN catalogue number format
CAN 153710,79019,collector no./field no.
CAN 153711,79022,collector no./field no.
CAN 153712,236,collector no./field no.
CAN 153713,127585,collector no./field no.
CAN 153714,11286,collector no./field no.
CAN 153715,79021,collector no./field no.
CAN 153716,78994,collector no./field no.
CAN 153717,"78,994",collector no./field no.
CAN 153719,78992,collector no./field no.
CAN 153720,449,collector no./field no.
CAN 153721,78990,collector no./field no.
CAN 153722,1083,collector no./field no.
CAN 153723,7796,collector no./field no.
CAN 153724,428,collector no./field no.
CAN 153725,78993,collector no./field no.
CAN 153727,1087,collector no./field no.
CAN 153728,11143,collector no./field no.
CAN 153734,454,collector no./field no.
CAN 153735,78996,old CMN catalogue number format
CAN 153736,83056,old CMN catalogue number format
CAN 153737,557,collector no./field no.
CAN 153738,1109,collector no./field no.
CAN 153739,101933,old CMN catalogue number format
CAN 153741,7891,old CMN catalogue number format
CAN 153742,7954,collector no./field no.
CAN 153743,7954,collector no./field no.
CAN 153744,97711,collector no./field no.
CAN 153745,440,collector no./field no.
CAN 153746,696,collector no./field no.
CAN 153748,119341,old CMN catalogue number format
CAN 153769,14478,collector no./field no.
CAN 153770,262,field no.
CAN 153772,"80,648",collector no./field no.
CAN 153773,119354,collector no./field no.
CAN 153774,91874,collector no./field no.
CAN 153775,93329,collector no./field no.
CAN 153782,91878,old CMN catalogue number format
CAN 153783,85875,collector no./field no.
CAN 153802,"78,752",collector no./field no.
CAN 153803,"78,751",collector no./field no.
CAN 153808,19443,old CMN catalogue number format
CAN 153823,15844,old CMN catalogue number format
CAN 153824,1052,collector no./field no.
CAN 153825,93324,old CMN catalogue number format
CAN 153826,1052,collector no./field no.
CAN 153830,265,collector no./field no.
CAN 153833,84,collector no./field no.
CAN 153848,15408,old CMN catalogue number format
CAN 154628,21,collector no./field no.
CAN 154718,19,collector no./field no.
CAN 154728,32,collector no./field no.
CAN 154773,2,collector no./field no.
CAN 154962,20,collector no./field no.
CAN 1635,34,collector no./field no.
CAN 16702,11066,collector no./field no.
CAN 18363,7085,collector no./field no.
CAN 18503,53879,old CMN catalogue number format
CAN 18584,7086,collector no./field no.
CAN 18741,10258,collector no./field no.
CAN 18793,10.750,collector no./field no.
CAN 18848,,
CAN 18900,,
CAN 18995,11409,collector no./field no.
CAN 19040,11459,collector no./field no.
CAN 19041,11533,collector no./field no.
CAN 19042,404,collector no./field no.
CAN 19043,607,collector no./field no.
CAN 19697,10.351,collector no./field no.
CAN 199286,208A,collector no./field no.
CAN 2000,152,collector no./field no.
CAN 202767,11403,collector no./field no.
CAN 20547,9425,collector no./field no.
CAN 207993,15,collector no./field no.
CAN 208006,18,collector no./field no.
CAN 208007,4,collector no./field no.
CAN 208008,5,collector no./field no.
CAN 208012,30,collector no./field no.
CAN 20824,53861,collector no./field no.
CAN 208600,18428,collector no./field no.
CAN 208618,18389,collector no./field no.
CAN 208621,18427,collector no./field no.
CAN 208625,18390,collector no./field no.
CAN 208639,MAPPED SJD,previous number
CAN 208640,MAPPED SJD,previous number
CAN 208648,18489,collector no./field no.
CAN 208650,18422,collector no./field no.
CAN 208657,18435,collector no./field no.
CAN 208658,18434,collector no./field no.
CAN 208675,18523,collector no./field no.
CAN 208679,18460,collector no./field no.
CAN 208680,18459,collector no./field no.
CAN 208681,18441,collector no./field no.
CAN 208685,18494,collector no./field no.
CAN 208689,18406,collector no./field no.
CAN 208692,18461,collector no./field no.
CAN 208694,18409,collector no./field no.
CAN 208697,18410,collector no./field no.
CAN 208711,18506,collector no./field no.
CAN 208714,18444,collector no./field no.
CAN 208718,,
CAN 208719,,
CAN 208743,18416,collector no./field no.
CAN 208744,18469,collector no./field no.
CAN 208745,18514,collector no./field no.
CAN 208746,18515,collector no./field no.
CAN 208747,18516,collector no./field no.
CAN 208748,18517,collector no./field no.
CAN 211147,2303,collector no./field no.
CAN 213121,899,collector no./field no.
CAN 21653,9276,collector no./field no.
CAN 21705,9794,collector no./field no.
CAN 21706,10006,collector no./field no.
CAN 224019,62228,collector no./field no.
CAN 224020,170,collector no./field no.
CAN 22580,149,collector no./field no.
CAN 226013,135,collector no./field no.
CAN 226018,MAPPED SJD,previous number
CAN 226019,MAPPED SJD,previous number
CAN 226020,MAPPED SJD,previous number
CAN 226021,MAPPED SJD,previous number
CAN 226034,143,collector no./field no.
CAN 226035,142,collector no./field no.
CAN 226054,162,collector no./field no.
CAN 226055,163,collector no./field no.
CAN 226056,166,collector no./field no.
CAN 226057,111,collector no./field no.
CAN 226060,168,collector no./field no.
CAN 226062,161,collector no./field no.
CAN 226085,176,collector no./field no.
CAN 226094,180,collector no./field no.
CAN 226098,181,collector no./field no.
CAN 226099,115,collector no./field no.
CAN 226158,206,collector no./field no.
CAN 226159,216,collector no./field no.
CAN 226160,211,collector no./field no.
CAN 226161,208,collector no./field no.
CAN 226162,220,collector no./field no.
CAN 226163,213,collector no./field no.
CAN 226164,209,collector no./field no.
CAN 226166,207,collector no./field no.
CAN 226167,221,collector no./field no.
CAN 226168,219,collector no./field no.
CAN 226169,218,collector no./field no.
CAN 226849,,
CAN 22748,98,collector no./field no.
CAN 22750,,
CAN 229045,,
CAN 2294,11697,collector no./field no.
CAN 2295,361,collector no./field no.
CAN 2304,10476,collector no./field no.
CAN 230413,,
CAN 230425,no data,collector no./field no.
CAN 230431,s.n.,collector no./field no.
CAN 2305,11286,collector no./field no.
CAN 234002,,
CAN 236760,9A,collector no./field no.
CAN 236765,no data,collector no./field no.
CAN 236766,8A,collector no./field no.
CAN 236767,,
CAN 23698,53886,old CMN catalogue number format
CAN 23701,99788,old CMN catalogue number format
CAN 23734,9371,collector no./field no.
CAN 23735,10658,collector no./field no.
CAN 24094,10345,collector no./field no.
CAN 24350,9769,collector no./field no.
CAN 24351,102,collector no./field no.
CAN 24596,11294,collector no./field no.
CAN 25031,53845,old CMN catalogue number format
CAN 25032,53846,old CMN catalogue number format
CAN 25033,53847,previous catalogue
CAN 25035,53843,old CMN catalogue number format
CAN 25036,53849,old CMN catalogue number format
CAN 25097,11204,collector no./field no.
CAN 25100,250,collector no./field no.
CAN 25101,7087,collector no./field no.
CAN 25170,53842,collector no./field no.
CAN 25171,53842,old CMN catalogue number format
CAN 25172,53858,old CMN catalogue number format
CAN 25173,"53,858",old CMN catalogue number format
CAN 25174,53853,old CMN catalogue number format
CAN 25179,128,collector no./field no.
CAN 25199,53878,collector no./field no.
CAN 254055,742,collector no./field no.
CAN 257266,3108,collector no./field no.
CAN 257560,723,collector no./field no.
CAN 257561,1278,collector no./field no.
CAN 25847,9944,collector no./field no.
CAN 25849,10261,collector no./field no.
CAN 258875,171,collector no./field no.
CAN 258876,172,collector no./field no.
CAN 258879,163,collector no./field no.
CAN 258882,166,collector no./field no.
CAN 258883,167,collector no./field no.
CAN 258884,175,collector no./field no.
CAN 258885,176,collector no./field no.
CAN 258886,177,collector no./field no.
CAN 258887,178,collector no./field no.
CAN 258888,179,collector no./field no.
CAN 258889,180,collector no./field no.
CAN 258890,181,collector no./field no.
CAN 258891,182,collector no./field no.
CAN 258892,183,collector no./field no.
CAN 258894,168,collector no./field no.
CAN 258898,162,collector no./field no.
CAN 258899,161,collector no./field no.
CAN 258900,160,collector no./field no.
CAN 258903,157,collector no./field no.
CAN 258914,146,collector no./field no.
CAN 258915,145,collector no./field no.
CAN 258917,143,collector no./field no.
CAN 258919,141,collector no./field no.
CAN 258920,140,collector no./field no.
CAN 258922,138,collector no./field no.
CAN 258929,187,collector no./field no.
CAN 258933,191,collector no./field no.
CAN 258936,194,collector no./field no.
CAN 258939,197,collector no./field no.
CAN 258943,201,collector no./field no.
CAN 258949,207,collector no./field no.
CAN 258955,213,collector no./field no.
CAN 258956,214,collector no./field no.
CAN 258957,215,collector no./field no.
CAN 258958,216,collector no./field no.
CAN 258959,217,collector no./field no.
CAN 258960,218,collector no./field no.
CAN 258962,220,collector no./field no.
CAN 26270,252,collector no./field no.
CAN 26271,244,collector no./field no.
CAN 26272,10753,collector no./field no.
CAN 26273,10181,collector no./field no.
CAN 263870,22312,collector no./field no.
CAN 263980,22314,collector no./field no.
CAN 263985,22315,collector no./field no.
CAN 264057,22344,collector no./field no.
CAN 264140,22319,collector no./field no.
CAN 264142,22310,collector no./field no.
CAN 264154,22320,collector no./field no.
CAN 264157,22321,collector no./field no.
CAN 264219,3089,collector no./field no.
CAN 264220,3105,collector no./field no.
CAN 264234,no data,collector no./field no.
CAN 264237,no data,collector no./field no.
CAN 264239,no data,collector no./field no.
CAN 264240,no data,collector no./field no.
CAN 264241,,
CAN 26492,254,collector no./field no.
CAN 26493,10752,collector no./field no.
CAN 26494,9880,collector no./field no.
CAN 26495,9708,collector no./field no.
CAN 26496,9708,collector no./field no.
CAN 26497,289,collector no./field no.
CAN 26498,1075,collector no./field no.
CAN 26499,,
CAN 26500,311,collector no./field no.
CAN 26501,534,collector no./field no.
CAN 265747,57,unknown source
CAN 267309,3091,collector no./field no.
CAN 267825,,
CAN 267829,,
CAN 267832,,
CAN 267833,,
CAN 267834,,
CAN 267841,s.n.,collector no./field no.
CAN 267846,,
CAN 269308,8117,collector no./field no.
CAN 269347,7805,collector no./field no.
CAN 269425,8142,collector no./field no.
CAN 269426,7900,collector no./field no.
CAN 269427,7414,collector no./field no.
CAN 269428,7691,collector no./field no.
CAN 269429,7730,collector no./field no.
CAN 269430,7901,collector no./field no.
CAN 269431,7735,collector no./field no.
CAN 269432,7353,collector no./field no.
CAN 269433,7537,collector no./field no.
CAN 269434,7839,collector no./field no.
CAN 269435,7391,collector no./field no.
CAN 269436,8274,collector no./field no.
CAN 269438,7358,collector no./field no.
CAN 269439,7883,collector no./field no.
CAN 269440,7569,collector no./field no.
CAN 269441,7557,collector no./field no.
CAN 269442,7379,collector no./field no.
CAN 269443,7624,collector no./field no.
CAN 269444,7509,collector no./field no.
CAN 269445,7341,collector no./field no.
CAN 269446,7760,collector no./field no.
CAN 269447,7418,collector no./field no.
CAN 269448,8260,collector no./field no.
CAN 269449,7627,collector no./field no.
CAN 269450,7705,collector no./field no.
CAN 269451,7821,collector no./field no.
CAN 269452,7574,collector no./field no.
CAN 269453,7538,collector no./field no.
CAN 269454,7463,collector no./field no.
CAN 269455,7829,collector no./field no.
CAN 269456,8271,collector no./field no.
CAN 269457,7923,collector no./field no.
CAN 269458,7392,collector no./field no.
CAN 269459,7864,collector no./field no.
CAN 269460,7959,collector no./field no.
CAN 269461,7712,collector no./field no.
CAN 269462,8128,collector no./field no.
CAN 269463,8211,collector no./field no.
CAN 269464,7381,collector no./field no.
CAN 269465,7998,collector no./field no.
CAN 269466,8240,collector no./field no.
CAN 269467,7843,collector no./field no.
CAN 269468,8154,collector no./field no.
CAN 269469,7393,collector no./field no.
CAN 269470,8113,collector no./field no.
CAN 269471,7638,collector no./field no.
CAN 269472,7396,collector no./field no.
CAN 269473,7887,collector no./field no.
CAN 269474,7583,collector no./field no.
CAN 269475,8099,collector no./field no.
CAN 269476,7462,collector no./field no.
CAN 269477,7529,collector no./field no.
