speckey,scientific_name,authority,rank,hierarchy,total,CA-US_total,CA-US_breakdown
1168504,Cisticola rufilatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,3,0,
1168505,Cisticola galactotes,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,17,0,
1168506,Cisticola tinniens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,2,0,
1168507,Cisticola natalensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,1,0,
1151553,Chrysomus icterocephalus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Chrysomus,1,0,
1168493,Nicator chloris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Nicatoridae; Nicator,1,0,
1152072,Donacobius atricapilla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Donacobiidae; Donacobius,4,0,
1151905,Buphagus africanus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Buphagidae; Buphagus,2,0,
1168583,Panurus biarmicus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Panuridae; Panurus,4,0,
1151918,Camaroptera brachyura,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Camaroptera,7,0,
1193161,Camaroptera brachyura brevicaudata,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Camaroptera; Camaroptera brachyura,48,0,
1168522,Camaroptera chloronota,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Camaroptera,2,0,
1151922,Cisticola chiniana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,18,0,
1168508,Cisticola fulvicapilla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,3,0,
1168509,Cisticola brachypterus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,1,0,
1168511,Prinia subflava,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Prinia,16,0,
1168512,Prinia flavicans,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Prinia,3,0,
1168514,Schistolais leucopogon,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Schistolais,5,0,
1168516,Apalis thoracica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Apalis,4,0,
1168517,Apalis flavida,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Apalis,6,0,
1168520,Eminia lepida,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Eminia,6,0,
1168524,Calamonastes simplex,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Calamonastes,1,0,
1168525,Calamonastes fasciolata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Calamonastes,1,0,
1168574,Hylia prasina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Hyliidae; Hylia,1,0,
1168527,Bradypterus baboecala,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Locustellidae; Bradypterus,1,0,
1168528,Bradypterus barratti,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Locustellidae; Bradypterus,3,0,
1151916,Locustella major,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Locustellidae; Locustella,1,0,
1151927,Locustella ochotensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Locustellidae; Locustella,2,0,
1168539,Locustella naevia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Locustellidae; Locustella,1,0,
1168543,Acrocephalus paludicola,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Acrocephalus,1,0,
1168544,Acrocephalus baeticatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Acrocephalus,1,0,
1168545,Acrocephalus palustris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Acrocephalus,2,0,
1168546,Acrocephalus arundinaceus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Acrocephalus,8,0,
1168547,Acrocephalus griseldis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Acrocephalus,1,0,
1151925,Hippolais polyglotta,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Hippolais,3,0,
1168550,Hippolais icterina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Hippolais,1,0,
1168549,Iduna pallida,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Iduna,3,0,
1168552,Iduna natalensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Iduna,3,0,
1168572,Hyliota flavigaster,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Hyliotidae; Hyliota,1,0,
1168557,Phylloscopus griseolus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Phylloscopidae; Phylloscopus,1,0,
1168173,Smithornis capensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Calyptomenidae; Smithornis,1,0,
1151729,Falcunculus frontatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Falcunculidae; Falcunculus,1,0,
1168273,Elminia longicauda,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Stenostiridae; Elminia,1,0,
1168565,Eremomela icteropygialis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Eremomela,1,0,
1168566,Eremomela scotops,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Eremomela,5,0,
1168530,Melocichla mentalis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Macrosphenidae; Melocichla,1,0,
1168568,Sylvietta virens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Macrosphenidae; Sylvietta,15,0,
1168569,Sylvietta ruficapilla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Macrosphenidae; Sylvietta,1,0,
1168570,Sylvietta whytii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Macrosphenidae; Sylvietta,9,0,
1193160,Sylvietta rufescens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Macrosphenidae; Sylvietta,3,0,
1151913,Acrocephalus schoenobaenus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Acrocephalus,12,0,
1151914,Acrocephalus scirpaceus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Acrocephalidae; Acrocephalus,7,0,
1168738,Emberiza flaviventris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Emberiza,5,0,
1151359,Calamospiza melanocorys,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Calamospiza,38,37,"{:nil=>31, :B=>0, :E=>6, :S=>0, :T=>0, :Z=>0}"
1151412,Passerella iliaca,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Passerella,490,487,"{:nil=>468, :B=>1, :E=>5, :S=>10, :T=>3, :Z=>0}"
1151400,Melospiza georgiana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Melospiza,599,598,"{:nil=>529, :B=>1, :E=>55, :S=>12, :T=>1, :Z=>0}"
1151401,Melospiza lincolnii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Melospiza,622,619,"{:nil=>576, :B=>1, :E=>18, :S=>21, :T=>2, :Z=>1}"
1151402,Melospiza melodia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Melospiza,1235,1233,"{:nil=>1112, :B=>2, :E=>82, :S=>30, :T=>6, :Z=>1}"
1151566,Icterus chrysater,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,5,0,
1151567,Icterus cucullatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,6,5,"{:nil=>2, :B=>0, :E=>3, :S=>0, :T=>0, :Z=>0}"
1151568,Icterus galbula,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,301,297,"{:nil=>236, :B=>3, :E=>19, :S=>26, :T=>13, :Z=>0}"
1151569,Icterus jamacaii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,2,0,
1151570,Icterus leucopteryx,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,5,0,
1151571,Icterus mesomelas,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,2,0,
1151572,Icterus nigrogularis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,1,0,
1151573,Icterus spurius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,34,34,"{:nil=>26, :B=>0, :E=>4, :S=>0, :T=>4, :Z=>0}"
1151920,Cettia cetti,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cettiidae; Cettia,1,0,
1124958,Phylloscopus sibilatrix,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Phylloscopidae; Phylloscopus,4,0,
1151929,Phylloscopus borealis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Phylloscopidae; Phylloscopus,3,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151930,Phylloscopus collybita,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Phylloscopidae; Phylloscopus,9,0,
1151931,Phylloscopus trochilus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Phylloscopidae; Phylloscopus,11,0,
1168553,Phylloscopus ruficapilla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Phylloscopidae; Phylloscopus,3,0,
1168556,Phylloscopus bonelli,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Phylloscopidae; Phylloscopus,1,0,
1151560,Dolichonyx oryzivorus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Dolichonyx,256,254,"{:nil=>203, :B=>2, :E=>34, :S=>9, :T=>6, :Z=>0}"
1151585,Sturnella magna,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Sturnella,123,120,"{:nil=>92, :B=>1, :E=>13, :S=>9, :T=>4, :Z=>1}"
1151586,Sturnella neglecta,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Sturnella,124,123,"{:nil=>108, :B=>1, :E=>12, :S=>2, :T=>0, :Z=>0}"
1151554,Agelaius phoeniceus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Agelaius,1277,1256,"{:nil=>987, :B=>3, :E=>100, :S=>153, :T=>13, :Z=>0}"
1151555,Agelaius tricolor,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Agelaius,5,5,"{:nil=>5, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151587,Xanthocephalus xanthocephalus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Xanthocephalus,103,102,"{:nil=>78, :B=>2, :E=>16, :S=>2, :T=>4, :Z=>0}"
1151564,Gymnomystax mexicanus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Gymnomystax,2,0,
1151231,Phainopepla nitens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Ptiliogonatidae; Phainopepla,2,2,"{:nil=>1, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151725,Oxyruncus cristatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Oxyruncidae; Oxyruncus,1,0,
1152167,Pachyramphus castaneus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tityridae; Pachyramphus,1,0,
1152168,Pachyramphus validus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tityridae; Pachyramphus,17,0,
1152169,Pachyramphus viridis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tityridae; Pachyramphus,1,0,
1151443,Zonotrichia albicollis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Zonotrichia,1098,1076,"{:nil=>874, :B=>1, :E=>87, :S=>102, :T=>12, :Z=>0}"
1151444,Zonotrichia atricapilla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Zonotrichia,76,76,"{:nil=>73, :B=>0, :E=>0, :S=>1, :T=>2, :Z=>0}"
1151445,Zonotrichia capensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Zonotrichia,7,0,
1151446,Zonotrichia leucophrys,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Zonotrichia,776,771,"{:nil=>682, :B=>2, :E=>40, :S=>41, :T=>6, :Z=>0}"
1151447,Zonotrichia querula,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Zonotrichia,99,99,"{:nil=>82, :B=>0, :E=>16, :S=>0, :T=>1, :Z=>0}"
1125282,Junco phaeonotus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Junco,2,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151390,Junco hyemalis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Junco,971,961,"{:nil=>815, :B=>2, :E=>62, :S=>70, :T=>11, :Z=>1}"
1151391,Junco hyemalis cismontanus,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Junco; Junco hyemalis,39,39,"{:nil=>39, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151392,Junco hyemalis hyemalis,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Junco; Junco hyemalis,125,125,"{:nil=>125, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151393,Junco hyemalis oreganus,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Junco; Junco hyemalis,172,172,"{:nil=>168, :B=>0, :E=>0, :S=>4, :T=>0, :Z=>0}"
1151703,Turdus viscivorus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,10,0,
1151690,Turdus aurantius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,3,0,
1151691,Turdus fumigatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,3,0,
1151692,Turdus fuscater,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,2,0,
1151693,Turdus grayi,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,2,0,
1166048,Turdus grayi yucatanensis,"Phillips, 1991",subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus; Turdus grayi,1,0,
1151694,Turdus iliacus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,16,0,
1151695,Turdus jamaicensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,2,0,
1151696,Turdus leucomelas,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,2,0,
1151697,Turdus merula,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,23,0,
1166047,Catharus ustulatus incanus,"(Godfrey, 1952)",subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Catharus; Catharus ustulatus,2,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151667,Hylocichla mustelina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Hylocichla,105,102,"{:nil=>82, :B=>1, :E=>7, :S=>7, :T=>5, :Z=>0}"
1151701,Turdus ruficollis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,1,0,
1174913,Turdus ruficollis atrogularis,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus; Turdus ruficollis,3,0,
1151702,Turdus rufiventris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,3,0,
1152192,Tityra cayana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tityridae; Tityra,23,0,
1152193,Tityra inquisitor,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tityridae; Tityra,9,0,
1152194,Tityra semifasciata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Tityridae; Tityra,5,0,
1168385,Neocossyphus rufus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Neocossyphus,1,0,
1151687,Sialia currucoides,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Sialia,123,122,"{:nil=>119, :B=>1, :E=>2, :S=>0, :T=>0, :Z=>0}"
1151688,Sialia mexicana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Sialia,34,34,"{:nil=>33, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1166045,Sialia mexicana nelsoni,"Phillips, 1991",subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Sialia; Sialia mexicana,2,0,
1151689,Sialia sialis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Sialia,157,156,"{:nil=>131, :B=>3, :E=>17, :S=>1, :T=>4, :Z=>0}"
1166046,Sialia sialis nidificans,"Phillips, 1991",subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Sialia; Sialia sialis,1,0,
1152253,Phalacrocorax urile,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1152246,Phalacrocorax aristotelis,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,2,0,
1152247,Phalacrocorax atriceps,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,2,0,
1152248,Phalacrocorax albiventor,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,1,0,
1152249,Phalacrocorax carbo,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,42,38,"{:nil=>32, :B=>0, :E=>1, :S=>4, :T=>1, :Z=>0}"
1152238,Anhinga anhinga,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Anhingidae; Anhinga,6,5,"{:nil=>2, :B=>0, :E=>2, :S=>0, :T=>1, :Z=>0}"
1170208,Cyphornis magnus,Cope,species,Animalia; Chordata; Vertebrata; Aves; Odonpterygiformes; Pelagornithidae; Cyphornis,1,0,
1123900,Phaethon rubricauda,,species,Animalia; Chordata; Vertebrata; Aves; Phaethontiformes; Phaethontidae; Phaethon,1,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1152245,Phaethon lepturus,,species,Animalia; Chordata; Vertebrata; Aves; Phaethontiformes; Phaethontidae; Phaethon,4,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1150869,Phoenicopterus ruber,,species,Animalia; Chordata; Vertebrata; Aves; Phoenicopterifomes; Phoenicopteridae; Phoenicopterus,7,4,"{:nil=>2, :B=>0, :E=>0, :S=>2, :T=>0, :Z=>0}"
1124112,Coragyps atratus,,species,Animalia; Chordata; Vertebrata; Aves; Cathartiformes; Cathartidae; Coragyps,5,4,"{:nil=>0, :B=>0, :E=>4, :S=>0, :T=>0, :Z=>0}"
1150863,Cathartes aura,,species,Animalia; Chordata; Vertebrata; Aves; Cathartiformes; Cathartidae; Cathartes,32,30,"{:nil=>17, :B=>0, :E=>6, :S=>4, :T=>3, :Z=>0}"
1150865,Gymnogyps californianus,,species,Animalia; Chordata; Vertebrata; Aves; Cathartiformes; Cathartidae; Gymnogyps,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1164195,Dinornis giganteus,"Owen, 1844",species,Animalia; Chordata; Vertebrata; Aves; Dinornithiformes; Dinornithidae; Dinornis,1,0,
1173333,Hesperornis regalis,"Marsh, 1872",species,Animalia; Chordata; Vertebrata; Aves; Hesperornithiformes; Hesperornithidae; Hesperornis,1,0,
1177829,Canadaga arctica,"Hou,1999",species,Animalia; Chordata; Vertebrata; Aves; Hesperornithiformes; Hesperornithidae; Canadaga,5,0,
1123903,Sula dactylatra,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Sulidae; Sula,1,0,
1123904,Sula nebouxii,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Sulidae; Sula,1,0,
1123906,Sula sula,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Sulidae; Sula,1,0,
1152257,Sula leucogaster,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Sulidae; Sula,4,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
502721,Phalacrocorax africanus,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,2,0,
502722,Phalacrocorax pygmeus,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,1,0,
502723,Phalacrocorax auritus,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,218,203,"{:nil=>153, :B=>3, :E=>20, :S=>23, :T=>1, :Z=>3}"
1152250,Phalacrocorax magellanicus,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,1,0,
1152251,Phalacrocorax pelagicus,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,25,23,"{:nil=>20, :B=>0, :E=>2, :S=>0, :T=>1, :Z=>0}"
1152252,Phalacrocorax penicillatus,,species,Animalia; Chordata; Vertebrata; Aves; Suliformes; Phalacrocoracidae; Phalacrocorax,33,33,"{:nil=>32, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1195667,Turdus abyssinicus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,2,0,
1151704,Ixoreus naevius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Ixoreus,128,128,"{:nil=>119, :B=>1, :E=>1, :S=>6, :T=>1, :Z=>0}"
1151360,Calcarius lapponicus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Calcariidae; Calcarius,804,792,"{:nil=>723, :B=>4, :E=>53, :S=>12, :T=>0, :Z=>0}"
1151698,Turdus migratorius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,1091,1058,"{:nil=>905, :B=>5, :E=>69, :S=>57, :T=>16, :Z=>6}"
1151699,Turdus philomelos,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,18,0,
1151700,Turdus pilaris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,8,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1168394,Turdus pelios,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,2,0,
1168395,Turdus libonyana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,2,0,
1168396,Turdus olivaceus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,3,0,
1168398,Turdus torquatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Turdidae; Turdus,3,0,
