speckey,scientific_name,authority,rank,hierarchy,total,CA-US_total,CA-US_breakdown
1151416,Melozone fusca,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Melozone,2,2,"{:nil=>1, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151815,Setophaga citrina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,17,17,"{:nil=>15, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1151765,Setophaga caerulescens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,538,537,"{:nil=>454, :B=>1, :E=>17, :S=>64, :T=>1, :Z=>0}"
1151766,Setophaga castanea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,1722,1717,"{:nil=>1380, :B=>1, :E=>8, :S=>323, :T=>5, :Z=>0}"
1151767,Setophaga cerulea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,12,12,"{:nil=>12, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151768,Setophaga coronata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,407,402,"{:nil=>330, :B=>2, :E=>14, :S=>50, :T=>5, :Z=>1}"
1151769,Setophaga coronata auduboni,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga; Setophaga coronata,110,110,"{:nil=>108, :B=>0, :E=>0, :S=>2, :T=>0, :Z=>0}"
1151771,Setophaga coronata coronata,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga; Setophaga coronata,613,613,"{:nil=>526, :B=>0, :E=>0, :S=>87, :T=>0, :Z=>0}"
1151772,Setophaga coronata coronata × auduboni,,hybrid,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga; Setophaga coronata,2,2,"{:nil=>2, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151773,Setophaga discolor,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,17,16,"{:nil=>13, :B=>0, :E=>3, :S=>0, :T=>0, :Z=>0}"
1151774,Setophaga dominica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,7,6,"{:nil=>5, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151413,Pipilo chlorurus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Pipilo,6,5,"{:nil=>3, :B=>0, :E=>1, :S=>0, :T=>1, :Z=>0}"
1151415,Pipilo erythrophthalmus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Pipilo,81,80,"{:nil=>70, :B=>2, :E=>6, :S=>2, :T=>0, :Z=>0}"
1151417,Pipilo maculatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Pipilo,167,167,"{:nil=>154, :B=>1, :E=>11, :S=>1, :T=>0, :Z=>0}"
1151974,Cnemathraupis eximia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Cnemathraupis,1,0,
1125229,Sporophila torqueola,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sporophila,1,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151431,Sporophila caerulescens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sporophila,9,0,
1151432,Sporophila castaneiventris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sporophila,3,0,
1151405,Sporophila angolensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sporophila,6,0,
1151406,Sporophila maximiliani,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sporophila,2,0,
1151434,Sporophila corvina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sporophila,1,0,
1151435,Sporophila lineola,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sporophila,1,0,
1151436,Sporophila nigricollis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sporophila,6,0,
1151383,Emberizoides herbicola,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Emberizoides,5,0,
1151385,Euneornis campestris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Euneornis,7,0,
1151387,Geospiza fortis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Geospiza,4,0,
1151388,Geospiza fuliginosa,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Geospiza,2,0,
1151389,Geospiza scandens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Geospiza,1,0,
1151396,Loxigilla violacea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Loxigilla,7,0,
1151398,Loxipasser anoxanthus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Loxipasser,5,0,
1151408,Paroaria gularis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Paroaria,5,0,
1151421,Sicalis columbiana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sicalis,1,0,
1151422,Sicalis flaveola,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sicalis,8,0,
1151423,Sicalis luteiventris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sicalis,1,0,
1151424,Sicalis luteola,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Sicalis,1,0,
1151439,Tiaris bicolor,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tiaris,1,0,
1151440,Tiaris olivaceus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tiaris,7,0,
1168811,Tiaris canorus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tiaris,1,0,
1151442,Volatinia jacarina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Volatinia,19,0,
1152032,Schistochlamys melanopis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Schistochlamys,4,0,
1152033,Schistochlamys ruficapillus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Schistochlamys,4,0,
1151365,Camarhynchus pallidus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Camarhynchus,1,0,
1151367,Certhidea fusca,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Certhidea,1,0,
1151793,Limnothlypis swainsonii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Limnothlypis,2,2,"{:nil=>2, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151804,Seiurus aurocapilla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Seiurus,981,961,"{:nil=>744, :B=>1, :E=>26, :S=>183, :T=>7, :Z=>0}"
1151797,Oporornis agilis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Oporornis,85,85,"{:nil=>81, :B=>0, :E=>2, :S=>2, :T=>0, :Z=>0}"
1151790,Geothlypis trichas,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Geothlypis,1552,1547,"{:nil=>1350, :B=>2, :E=>38, :S=>152, :T=>5, :Z=>0}"
1166053,Geothlypis trichas yukonicola,"Godfrey, 1950",subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Geothlypis; Geothlypis trichas,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151798,Geothlypis formosa,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Geothlypis,4,3,"{:nil=>3, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151799,Geothlypis philadelphia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Geothlypis,443,442,"{:nil=>417, :B=>2, :E=>4, :S=>18, :T=>1, :Z=>0}"
1151800,Geothlypis tolmiei,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Geothlypis,133,133,"{:nil=>129, :B=>0, :E=>4, :S=>0, :T=>0, :Z=>0}"
1151369,Charitospiza eucosma,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Charitospiza,9,0,
1151372,Coryphospingus cucullatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Coryphospingus,21,0,
1151373,Coryphospingus pileatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Coryphospingus,3,0,
1152035,Spindalis nigricephala,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Spindalis,6,0,
1152037,Tachyphonus cristatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tachyphonus,1,0,
1152038,Tachyphonus rufus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tachyphonus,9,0,
1152040,Tangara arthus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,1,0,
1152041,Tangara cayana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,14,0,
1152042,Tangara cyanicollis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,2,0,
1152043,Tangara cyanoptera,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,2,0,
1151349,Artemisiospiza nevadensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Artemisiospiza,3,3,"{:nil=>3, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151425,Spizelloides arborea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Spizelloides,542,542,"{:nil=>504, :B=>1, :E=>18, :S=>11, :T=>8, :Z=>0}"
1151246,Saltator atriceps,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Saltator,1,0,
1151247,Saltator atricollis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Saltator,4,0,
1151248,Saltator atripennis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Saltator,4,0,
1151249,Saltator coerulescens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Saltator,5,0,
1151250,Saltator grossus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Saltator,1,0,
1151251,Saltator maximus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Saltator,8,0,
1151252,Saltator striatipictus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Saltator,1,0,
1152044,Tangara gyrola,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,2,0,
1152045,Tangara heinei,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,1,0,
1152046,Tangara labradorides,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,2,0,
1152047,Tangara larvata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,2,0,
1152048,Tangara mexicana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,3,0,
1152049,Tangara nigroviridis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,3,0,
1152050,Tangara ruficervix,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,1,0,
1152051,Tangara schrankii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,1,0,
1152052,Tangara velia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,2,0,
1152053,Tangara vitriolina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,5,0,
1152054,Tangara xanthocephala,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,2,0,
1168836,Tangara vassorii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tangara,1,0,
1152056,Tersina viridis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Tersina,17,0,
1152058,Thraupis abbas,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Thraupis,1,0,
1152059,Thraupis episcopus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Thraupis,8,0,
1152060,Thraupis palmarum,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Thraupis,7,0,
1152061,Thraupis sayaca,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Thraupis,7,0,
1152027,Ramphocelus costaricensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Ramphocelus,2,0,
1152028,Ramphocelus dimidiatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Ramphocelus,1,0,
1152030,Ramphocelus sanguinolentus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Ramphocelus,1,0,
1152025,Ramphocelus bresilius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Ramphocelus,1,0,
1152026,Ramphocelus carbo,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Ramphocelus,13,0,
1168826,Ramphocelus flammigerus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Ramphocelus,1,0,
1151972,Anisognathus lacrymosus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Anisognathus,1,0,
1168828,Anisognathus igniventris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Anisognathus,1,0,
1168829,Anisognathus somptuosus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Anisognathus,1,0,
1151975,Buthraupis montana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Buthraupis,1,0,
1151977,Chlorophanes spiza,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Chlorophanes,2,0,
1151995,Dacnis lineata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Dacnis,2,0,
1151997,Diglossa albilatera,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Diglossa,1,0,
1151998,Diglossa carbonaria,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Diglossa,2,0,
1152000,Eucometis penicillata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Eucometis,2,0,
1152012,Hemithraupis guira,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Hemithraupis,4,0,
1152014,Lamprospiza melanoleuca,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Lamprospiza,1,0,
1152016,Nemosia pileata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Nemosia,6,0,
1152018,Neothraupis fasciata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Neothraupis,6,0,
1151981,Cissopis leverianus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Cissopis,4,0,
1151983,Coereba flaveola,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Coereba,20,0,
1151985,Conirostrum albifrons,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Conirostrum,1,0,
1151986,Conirostrum speciosum,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Conirostrum,4,0,
1151988,Cyanerpes caeruleus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Cyanerpes,3,0,
1151989,Cyanerpes cyaneus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Cyanerpes,20,0,
1151990,Cyanerpes nitidus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Cyanerpes,3,0,
1151992,Cypsnagra hirundinacea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Cypsnagra,3,0,
1151994,Dacnis cayana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Thraupidae; Dacnis,23,0,
1151237,Cyanocompsa cyanoides,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Cyanocompsa,2,0,
1151238,Passerina caerulea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Passerina,4,4,"{:nil=>2, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1151239,Passerina amoena,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Passerina,52,51,"{:nil=>49, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1151240,Passerina ciris,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Passerina,5,4,"{:nil=>3, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151241,Passerina cyanea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Passerina,145,144,"{:nil=>118, :B=>3, :E=>10, :S=>8, :T=>5, :Z=>0}"
1151242,Passerina leclancherii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Passerina,1,0,
1151812,Oreothlypis ruficapilla,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Oreothlypis,337,331,"{:nil=>257, :B=>1, :E=>17, :S=>52, :T=>4, :Z=>0}"
1151813,Oreothlypis virginiae,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Oreothlypis,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151808,Oreothlypis celata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Oreothlypis,322,321,"{:nil=>312, :B=>0, :E=>8, :S=>1, :T=>0, :Z=>0}"
1151810,Oreothlypis peregrina,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Oreothlypis,1080,1078,"{:nil=>930, :B=>1, :E=>14, :S=>128, :T=>5, :Z=>0}"
1151409,Passerculus sandwichensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Passerculus,1771,1767,"{:nil=>1618, :B=>1, :E=>79, :S=>65, :T=>4, :Z=>0}"
1151410,Passerculus sandwichensis princeps,,subspecies,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Emberizidae; Passerculus; Passerculus sandwichensis,22,22,"{:nil=>19, :B=>0, :E=>1, :S=>2, :T=>0, :Z=>0}"
1152009,Habia fuscicauda,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Habia,1,0,
1152010,Habia rubica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Habia,1,0,
1152020,Piranga flava,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Piranga,8,0,
1152021,Piranga ludoviciana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Piranga,146,145,"{:nil=>141, :B=>1, :E=>2, :S=>1, :T=>0, :Z=>0}"
1152022,Piranga olivacea,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Piranga,155,154,"{:nil=>130, :B=>2, :E=>4, :S=>10, :T=>8, :Z=>0}"
1152023,Piranga rubra,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Piranga,23,21,"{:nil=>16, :B=>1, :E=>4, :S=>0, :T=>0, :Z=>0}"
1151253,Spiza americana,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Spiza,28,26,"{:nil=>22, :B=>0, :E=>3, :S=>0, :T=>1, :Z=>0}"
1151244,Pheucticus ludovicianus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Pheucticus,448,446,"{:nil=>379, :B=>2, :E=>13, :S=>40, :T=>12, :Z=>0}"
1151245,Pheucticus melanocephalus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Pheucticus,38,38,"{:nil=>33, :B=>0, :E=>3, :S=>0, :T=>2, :Z=>0}"
1151234,Cardinalis cardinalis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Cardinalis,85,61,"{:nil=>45, :B=>1, :E=>6, :S=>3, :T=>6, :Z=>0}"
1151235,Cardinalis sinuatus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Cardinalis,1,1,"{:nil=>1, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151236,Caryothraustes poliogaster,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cardinalidae; Caryothraustes,2,0,
1151775,Setophaga fusca,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,1073,1071,"{:nil=>924, :B=>2, :E=>7, :S=>133, :T=>5, :Z=>0}"
1151776,Setophaga kirtlandii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,6,6,"{:nil=>5, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1151777,Setophaga magnolia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,1348,1344,"{:nil=>1020, :B=>1, :E=>60, :S=>260, :T=>3, :Z=>0}"
1151778,Setophaga nigrescens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,30,30,"{:nil=>30, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151779,Setophaga occidentalis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,2,2,"{:nil=>2, :B=>0, :E=>0, :S=>0, :T=>0, :Z=>0}"
1151780,Setophaga palmarum,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,223,222,"{:nil=>215, :B=>0, :E=>4, :S=>3, :T=>0, :Z=>0}"
1151782,Setophaga pensylvanica,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,466,464,"{:nil=>357, :B=>3, :E=>37, :S=>65, :T=>2, :Z=>0}"
1151783,Setophaga petechia,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,871,869,"{:nil=>748, :B=>2, :E=>68, :S=>44, :T=>7, :Z=>0}"
1151784,Setophaga pinus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,35,35,"{:nil=>31, :B=>2, :E=>1, :S=>0, :T=>1, :Z=>0}"
1151785,Setophaga striata,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Parulidae; Setophaga,610,604,"{:nil=>573, :B=>1, :E=>10, :S=>18, :T=>2, :Z=>0}"
1151575,Molothrus ater,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Molothrus,640,616,"{:nil=>374, :B=>3, :E=>95, :S=>136, :T=>8, :Z=>0}"
1151576,Molothrus bonariensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Molothrus,4,0,
1151584,Molothrus oryzivorus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Molothrus,2,0,
502603,Icterus cayanensis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,4,0,
1125333,Icterus graduacauda,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,1,1,"{:nil=>0, :B=>0, :E=>1, :S=>0, :T=>0, :Z=>0}"
1125335,Icterus parisorum,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,2,0,
1151565,Icterus bullockii,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Icterus,35,35,"{:nil=>29, :B=>1, :E=>4, :S=>1, :T=>0, :Z=>0}"
1151563,Gnorimopsar chopi,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Gnorimopsar,3,0,
1151559,Dives dives,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Dives,1,0,
1151561,Euphagus carolinus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Euphagus,454,453,"{:nil=>439, :B=>2, :E=>4, :S=>6, :T=>2, :Z=>0}"
1151562,Euphagus cyanocephalus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Euphagus,84,83,"{:nil=>67, :B=>1, :E=>12, :S=>2, :T=>1, :Z=>0}"
1151580,Quiscalus major,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Quiscalus,11,10,"{:nil=>3, :B=>0, :E=>7, :S=>0, :T=>0, :Z=>0}"
1151581,Quiscalus mexicanus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Quiscalus,9,5,"{:nil=>3, :B=>0, :E=>2, :S=>0, :T=>0, :Z=>0}"
1151582,Quiscalus niger,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Quiscalus,2,0,
1151583,Quiscalus quiscula,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Quiscalus,576,563,"{:nil=>367, :B=>2, :E=>67, :S=>124, :T=>3, :Z=>0}"
1151574,Molothrus aeneus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Molothrus,1,0,
1151556,Cacicus cela,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Cacicus,8,0,
1151557,Cacicus haemorrhous,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Cacicus,3,0,
1151558,Cacicus solitarius,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Cacicus,1,0,
1151577,Psarocolius angustifrons,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Psarocolius,2,0,
1151578,Psarocolius decumanus,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Psarocolius,3,0,
1151579,Psarocolius viridis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Psarocolius,2,0,
1168852,Psarocolius wagleri,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Icteridae; Psarocolius,1,0,
1151923,Cisticola juncidis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,2,0,
1168499,Cisticola erythrops,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,3,0,
1168500,Cisticola cantans,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,7,0,
1168501,Cisticola lateralis,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,5,0,
1168502,Cisticola bulliens,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,1,0,
1168503,Cisticola aberrans,,species,Animalia; Chordata; Vertebrata; Aves; Passeriformes; Cisticolidae; Cisticola,1,0,
