speckey,scientific_name
1108370,xxThelesperma subnudum var. alpinum
1108371,xxThelesperma subnudum var. marginatum
1109095,xxMayaca aubletii
1109912,xxCarex misandra
1107477,xxPetasites warrenii
1108122,xxSolidago uliginosa var. levipes
1108124,xxSolidago uliginosa var. peracuta
1107228,xxMatricaria maritima subsp. phaeocephala
1105698,xxErigeron lonchophyllus var. laurentianus
1105699,xxErigeron lonchophyllus var. lonchophyllus
1105702,xxErigeron maguirei var. maguirei
1108488,xxVernonia fasciculata subsp. fasciculata
1108492,xxVernonia gigantea subsp. gigantea
1108493,xxVernonia gigantea subsp. ovalifolia
1109721,xxCarex franklinii
1131162,xxCynosurus
1131163,xxCynosurus cristatus
1131164,xxDactylis
1131165,xxDactylis glomerata
1131166,xxDeschampsia
1131167,xxDeschampsia caespitosa
1131170,xxDigitaria
1131171,xxDigitaria cf. filiformis
1131172,xxDigitaria sanquinalis
1131189,xxHelictotrichon
1131193,xxHierochloe
1131197,xxHordeum
1131198,xxHordeum jubatum
1131207,xxKoeleria
1131213,xxLolium
1131214,xxLolium multiflorum
1130105,xxScheuchzeriaceae
1130107,xxScheuchzeria palustris
1130108,xxTriuridales
1130115,xxArecidae
1130116,xxArales
1130117,xxAraceae
1130118,xxAcorus
1131489,xxMusaceae
1129516,Zonitoides%
1131498,xxZingiberaceae
1131501,xxLiliidae
1131502,xxLiliales
1131503,xxAgavaceae
1131536,xxNolina
1131537,xxNolina bigelovii
1131552,xxAllium
1131553,xxAllium sp.
1131554,xxAllium ampeloprasum
1131555,xxAllium brevistylum
1114342,xxSisyrinchium farwellii
1114344,xxSisyrinchium fuscatum
1130210,xxArisaema
1130213,xxArisaema dracontium
1130218,xxArisaema triphyllum
1131282,xxStipa
1131556,xxAllium cernum
1131557,xxAllium stellatum
1131558,xxAllium textile
1131559,xxAllium tricoccum
1131564,xxBrodiaea
1131091,xxScirpus americanus
1131092,xxScirpus atrocinctus
1131093,xxScirpus cespitosus
1131094,xxScirpus fluviatilis
1131096,xxScirpus mucronatus
1131097,xxScirpus olneyi
1131099,xxScleria
1131100,xxScleria secans
1131103,xxGramineae
1131319,xxEriocaulon lineare
1131324,xxEriocaulon parkeri
1131325,xxEriocaulon ravenelii
1131332,xxEriocaulon texense
1131116,xxAgropyron
1131117,xxAgropyron repens
1131118,xxAgrostis
1131119,xxAgrostis borealis
1131120,xxAgrostis hyemalis
1131121,xxAgrostis nebulosa
1131122,xxAira
1131123,xxAira caryophyllea
1131124,xxAlopecurus
1130224,xxCalla
1130225,xxCalla palustris
1131443,xxTyphales
1131444,xxSparganiaceae
1131445,xxSparganium
1125505,Scaphiopus/bufo
1125506,Scaphiopus/bufo americanus
1130257,xxLysichiton
1130258,xxLysichiton camtschatcense
1130259,xxLysichiton camtschatense
1131447,xxSparganium angustifolium
1131449,xxSparganium emersum
1131450,xxSparganium erectum
1131455,xxSparganium hyperboreum
1131456,xxSparganium minimum
1131457,xxTyphaceae
1131464,xxCostaceae
1131465,xxCostus
1130023,xxLiliatae
1130024,xxAlismatidae
1130026,xxAlismataceae
1130029,xxAlisma gramineum
1131289,xxTrisetum
1131291,xxTriticum
1131292,xxTriticum aestivum
1131295,xxTriticum compactum
1131296,xxTriticum dicoccoides
1131297,xxTriticum dicoccoides var. spontaneonigrum
1131298,xxTriticum durum
1131299,xxTriticum macha
1131301,xxTriticum polinicum
1131302,xxTriticum spelta
1131307,xxZizania
1131308,xxZizania aquatica
1131309,xxZizania aquatica var. aquatica
1131310,xxEriocaulales
1131311,xxEriocaulaceae
1131312,xxEriocaulon
1131316,xxEriocaulon decangulare
1131370,xxRestionales
1130052,xxSagittaria
1130053,xxSagittaria arifolia
1130055,xxSagittaria cuneata
1131353,xxJuncales
1131354,xxJuncaceae
1131355,xxJuncus
1131356,xxJuncus arcticus
1131358,xxJuncus marginatus
1131360,xxLuzula
1131361,xxLuzula campestris
1131362,xxLuzula confusa
1130298,xxSymplocarpus
1130299,xxSymplocarpus foetidus
1131030,xxCyperales
1131031,xxCyperaceae
1131038,xxCarex
1131039,xxCarex aquatilis
1131040,xxCarex arenaria
1131042,xxCarex eleocharis
1130950,xxCommelinaceae
1130964,xxCommelina
1130994,xxTradescantia
1130999,xxMayacaceae
1131000,xxMayaca
1131001,xxMayaca aubletii
1131003,xxRapateaceae
1131023,xxXyridaceae
1131024,xxXyris
1130056,xxSagittaria engelmanniana
1130057,xxSagittaria graminea
1130059,xxSagittaria lancifolia
1130061,xxSagittaria latifolia
1130062,xxSagittaria longirostra
1130064,xxSagittaria rigida
1131128,xxAlopecurus pratense
1131133,xxAnthoxanthum
1131134,xxAnthoxanthum odoratum
1131135,xxAristida
1131175,xxElymus
1112945,xxSpartina cynosuroides
1130065,xxSagittaria sagittifolia
1130066,xxButomaceae
1130067,xxButomus
1130069,xxLimnocharitaceae
1130076,xxHydrocharitales
1130077,xxHydrocharitaceae
1130080,xxNajadales
1130081,xxAponogetonaceae
1130088,xxCymodoceaceae
1130091,xxJuncaginaceae
1130094,xxTriglochin
1130096,xxTriglochin concinna
1130097,xxTriglochin maritima
1130098,xxTriglochin maritimum
1130099,xxPotamogetonaceae
1130100,xxPotamogeton
1130101,xxPotamogeton amplifolius
1130103,xxPotamogeton pectinatus
1130104,xxPotamogeton richardsonii
1131182,xxFestuca
1131472,xxHeliconiaceae
1131479,xxMarantaceae
1131747,xxIridaceae
1131671,xxDioscoreaceae
1131685,xxHaemodoraceae
1131145,xxBromus
1131146,xxBromus carinatus
1131147,xxBromus inermis
1131148,xxCalamagrostis
1131149,xxCalamagrostis canadensis
1131150,xxCenchrus
1131151,xxCenchrus ciliaris
1131154,xxCoix
1131155,xxCoix lacniuna-jobi
1131156,xxColpodium
1131524,xxDasylirion
1131526,xxDasylirion leiophyllum
1131809,xxIris setosa
1112997,xxSporobolus tharpii
1113008,xxStipa californica
1113026,xxStipa lepida var. andersonii
1113027,xxStipa lepida var. lepida
1113037,xxStipa nelsonii subsp. nelsonii var. nelsonii
1113379,xxPontederia cordata var. cordata
1113380,xxPontederia cordata var. cordata f. angustifolia
1113381,xxPontederia cordata var. lancifolia
1113382,xxZosterella
1113383,xxZosterella dubia
1113386,xxLachnanthes caroliana
1113435,xxAllium cernuum var. cernuum
1113437,xxAllium cernuum var. obtusum
1114027,xxStreptopus amplexifolius var. americanus
1114028,xxStreptopus amplexifolius var. chalazatus
1113074,xxTorreyochloa pauciflora var. holmii
1113075,xxTorreyochloa pauciflora var. microtheca
1113076,xxTorreyochloa pauciflora var. pauciflora
1113143,xxTriticum dicoccoides
1113144,xxTriticum dicoccum
1113528,xxAllium sibiricum
1114906,xxPlatanthera albida var. straminea
1110972,xxAndropogon gerardii var. chrysocomus
1113215,xxSparganium emersum
1113216,xxSparganium emersum var. multipedunculatum
1132935,xxCampanula americana
1132936,xxCampanula rapunculoides
1133651,xxSwertia
1133653,xxSwertia perennis
1136022,xxDraba
1136023,xxDraba alpina
1136024,xxDraba aurea
1136027,xxDraba glabella
1136028,xxDraba incerta
1136031,xxDraba nemorosa
1136032,xxDraba nivalis
1134977,xxBuddlejaceae
1135730,xxPhytolaccaceae
1131973,xxClintonia borealis
1132693,xxGymnolomia
1132694,xxGymnolomia multiflora
1132695,xxHelenium
1132697,xxHelenium microcephalum
1132698,xxHelianthella
1132699,xxHelianthella quinquenervis
1135842,xxRumex obtusifolius
1135843,xxRumex sp.
1135859,xxOxyria digyna
1137474,xxPopulus balsamifera
1137475,xxPopulus deltoides
1137478,xxPopulus grandidentata
1137479,xxPopulus heterophylla
1137481,xxPopulus sp.
1137482,xxPopulus tacamahaca
1137483,xxPopulus tremuloides
1137485,xxPopulus tricocarpa
1137486,xxSalix amygdaloides
1135313,xxPedicularis
1135314,xxPedicularis arctica
1135315,xxPedicularis bracteosa
1135316,xxPedicularis capitata
1135317,xxPedicularis flammea
1135318,xxPedicularis groenlandica
1135319,xxPedicularis hirsuta
1135320,xxPedicularis labradorica
1135321,xxPedicularis lanata
1132700,xxHemizonia
1132701,xxHemizonia corymbosa
1132702,xxHemizonia fasciculata
1133616,xxLomatogonium saccatum
1133625,xxPagaea
1133633,xxSabatia
1133635,xxSabatia capitata
1133636,xxSabatia gentianoides
1133637,xxSabatia kennedyana
1133638,xxSabatia stellaris
1133641,xxSchultesia
1133645,xxSchultesia peckiana
1133646,xxSchultesia stenophylla
1135868,xxDilleniidae
1135874,xxCapparales
1135875,xxCapparidaceae
1135696,xxBoerhavia difusa
1135697,xxBoerhavia gracillima
1136511,xxArctostaphylos
1136512,xxArctostaphylos alpina
1135322,xxPedicularis lapponica
1135323,xxPedicularis parviflora
1135324,xxPedicularis sudetica
1135325,xxPedicularis sudetica albolabiata
1135326,xxPedicularis verticellata
1135327,xxPenstemon
1135328,xxPenstemon albidus
1135329,xxPenstemon calycosus
1135333,xxPenstemon procerus
1136077,xxNeslia paniculata
1136375,xxSymplocaceae
1137615,xxElatinaceae
1135242,xxCastilleja elegans
1135244,xxCastilleja occidentalis
1135245,xxCastilleja pallida
1135249,xxCymbalaria
1135250,xxCymbalaria muralis
1137450,xxAndrosace filiformis
1137460,xx
1137462,xxPrimula incana
1137466,xxTheophrastaceae
1137469,xxSalicales
1137470,xxSalicaceae
1137471,xxSalix
1137472,xxSalix sp.
1137473,xxPopulus
1135086,xxPinguicula lutea
1135087,xxPinguicula vulgaris
1135088,xxUtricularia
1137921,xxCitrullus
1137922,xxCitrullus vulgaris
1137923,xxCoccinia
1137924,xxCoccinia grandis
1133036,xxLinnaea
1133037,xxLinnaea borealis
1133039,xxLonicera
1133043,xxLonicera utahensis
1133044,xxSymphoricarpos
1133045,xxSymphoricarpos albus
1133046,xxSymphoricarpos occidentalis
1133049,xxViburnum
1134056,xxNymphoides peltata
1134068,xxPolemoniaceae
1134070,xxCollomia linearis
1134077,xxPhlox
1134078,xxPhlox divaricata
1134079,xxPhlox hoodii
1134080,xxPhlox paniculata
1134081,xxPhlox pilosa
1134082,xxPolemonium
1134083,xxPolemonium acutiflorum
1135098,xxUtricularia foliosa
1136042,xxEutrema
1136043,xxEutrema edwardsii
1136396,xxEricales
1136397,xxClethraceae
1136402,xxCyrillaceae
1135749,xxPortulacaceae
1135752,xxClaytonia
1135755,xxClaytonia megarrhiza
1134085,xxPolemonium pulcherrimum
1134086,xxSolanaceae
1132705,xxHymenoxys
1132706,xxHymenoxys odorata
1137014,xxMalva
1137016,xxMalva alcea
1137019,xxMalva moschata
1137020,xxMalva neglecta
1137021,xxMalva niceaensis
1137022,xxMalva parviflora
1137023,xxMalvastrum
1137026,xxMalvaviscus
1137027,xxMalvaviscus arboreus
1137028,xxMalvaviscus arboreus var. mexicanus
1137783,xxTheaceae
1137494,xxSalix candida
1137495,xxSalix caroliniana
1137496,xxSalix chilensis
1137497,xxSalix commutata
1137498,xxSalix cordata
1137499,xxSalix daphnoides
1137501,xxSalix eriocephala
1137505,xxSalix herbacea
1137506,xxSalix hookeriana
1137507,xxSalix humboldtiana
1137508,xxSalix humilis
1137512,xxSalix laevigata
1137513,xxSalix lanata
1137514,xxSalix lanata richardsonii
1137515,xxSalix lasiandra
1137516,xxSalix lasiolepis
1137517,xxSalix lucida
1137518,xxSalix lutea
1137519,xxSalix myricoides
1135138,xxOleaceae
1132729,xxSpilanthes
1132734,xxTetraneuris
1132736,xxThelesperma
1132737,xxThelesperma megapotamicum
1132739,xxThelesperma trifidum
1132742,xxVerbesina
1133469,xxCentaurium
1133472,xxCentaurium pulchellum
1135438,xxAmaranthus hybridus
1135440,xxAmaranthus retroflexus
1135442,xxAmaranthus spinosus
1135444,xxAmaranthus viridis
1137872,xxCistus
1137874,xxCistus sp.
1137875,xxHelianthemum
1137879,xxHelianthemum canadense
1137882,xxHelianthemum corymbosum
1136528,xxCassandra
1136529,xxCassandra calyculata
1136530,xxCassiope
1136532,xxCassiope hypnoides
1136533,xxCassiope tetragona
1135169,xxMenodora
1132163,xxPontederiaceae
1132167,xxHeteranthera
1133051,xxViburnum dentatum
1133052,xxViburnum edule
1133054,xxViburnum nudum
1133058,xxDipsacaceae
1136225,xxEbenaceae
1136546,xxGaylussacia
1136547,xxGaylussacia baccata
1136548,xxKalmia
1136549,xxKalmia angustifolia
1136550,xxKalmia latifolia
1136551,xxKalmia polifolia
1136554,xxLedum
1136555,xxLedum decumbens
1135100,xxUtricularia intermedia
1135756,xxClaytonia sarmentosa
1135758,xxMontia fontana
1135763,xxTalinum
1135764,xxTalinum triangulare
1135768,xxPlumbaginales
1136558,xxLedum palustre
1136559,xxLedum palustre var. decumbens
1136567,xxMenziesia
1136568,xxMenziesia ferruginea
1136569,xxMenziesia ferruginea subsp. ferruginea
1137490,xxSalix barclayi
1137491,xxSalix bebbiana
1137492,xxSalix bonplandiana
1137493,xxSalix brachycarpa
1133067,xxKnautia arvensis
1133799,xxCallitriche
1133802,xxCallitriche heterophylla
1136226,xxDiospyros
1136228,xxDiospyros ferrea
1136232,xxDiospyros sp.
1136233,xxDiospyros virginiana
1135116,xxUtricularia simulans
1135126,xxMartyniaceae
1135127,xxProboscidea
1135129,xxMyoporaceae
1136097,xxRorippa
1136098,xxRorippa hispida
1136099,xxRorippa islandica
1136110,xxSmelowskia
1136112,xxSmelowskia calycina var. americana
1136892,xxAbutilon glabriflorum
1136893,xxAbutilon hulseanum
1136895,xxAbutilon incanum
1136896,xxAbutilon indicum
1136897,xxAbutilon malacum
1136901,xxAbutilon permolle
1131849,xxSisyrinchium montanum
1132559,xxSolidago altissima
1132560,xxSolidago bicolor
1133474,xxCentaurium spicatum
1133477,xxCentaurium umbellatum
1133479,xxChelonanthus acutangulus
1137040,xxPavonia
1136875,xxHuaceae
1136878,xxMalvaceae
1136883,xxAbutilon
1137886,xxHelianthemum propinquum
1137887,xxHelianthemum scoparium
1137888,xxHelianthemum scoparium var. vulgare
1137889,xxHudsonia
1137890,xxHudsonia ericoides
1137891,xxHudsonia tomentosa
1137931,xxCucumis
1136578,xxPhyllodoce
1136579,xxPhyllodoce coerulea
1136580,xxPhyllodoce empetriformis
1136581,xxPhyllodoce glanduliflora
1136587,xxRhododendron
1136588,xxRhododendron arborescens
1136589,xxRhododendron canadense
1136591,xxRhododendron lapponicum
1136597,xxVaccinium
1136598,xxVaccinium angustifolium
1136603,xxVaccinium sp.
1133480,xxChelonanthus alatus
1133483,xxChelonanthus grandiflorus
1133484,xxChelonanthus iridiflorus
1133486,xxChelonanthus viridiflorus
1132169,xxHeteranthera limosa
1137846,xxAchariaceae
1137849,xxAncistrocladaceae
1137853,xxBegoniaceae
1137854,xxBegonia
1137861,xxCaricaceae
1137862,xxCarica
1137864,xxCarica papaya
1137865,xxCarica sp.
1137892,xxLechea
1137893,xxLechea intermedia
1137894,xxLechea maritima
1137895,xxLechea maritima var. subcylindrica
1137896,xxLechea minor
1137897,xxLechea minor var. maritima
1137898,xxLechea racemulosa
1137899,xxCochlospermaceae
1137900,xxCochlospermum
1137901,xxCochlospermum hibiscoides
1137902,xxCochlospermum vitifolium
1137906,xxAnguria
1137908,xxApodanthera
1137912,xxBryonia
1137913,xxBryonia dioica
1137914,xxCayaponia
1137916,xxCayaponia racemosa
1135537,xxCerastium arcticum
1135540,xxCerastium vulgatum
1132538,xxGymnosperma
1132539,xxGymnosperma glutinosum
1132542,xxHaplopappus
1132543,xxHaplopappus arborescens
1132544,xxHaplopappus fremontii
1132545,xxHaplopappus parishii
1132546,xxHaplopappus spinulosus (Ktze.) DC.
1132547,xxHaplopappus venetus
1133281,xxPlectaneia elastica var. inutilis
1133285,xxPlumeria
1133287,xxPrestonia
1132175,xxPontederia
1132176,xxPontederia cordata
1132177,xxPontederia cordata var. coradata
1132180,xxSmilacaceae
1132187,xxTaccaceae
1132891,xxCichorium
1132892,xxCichorium intybus
1132893,xxHedypnois
1132895,xxHieracium
1132896,xxHieracium aurantiacum
1132897,xxHieracium florentinum
1132898,xxHieracium pilosella
1137871,xxCistaceae
1135490,xxBasellaceae
1135499,xxCactaceae
1135511,xxMammillaria
1135513,xxOpuntia
1131964,xxChamaelirium luteum
1132852,xxPetasites
1132853,xxPetasites sp.
1132864,xxTussilago
1132865,xxTussilago farfara
1132899,xxLactuca
1132901,xxPrenanthes
1133805,xxCallitriche stagnalis
1133806,xxCallitriche verna
1133810,xxLabiatae
1133816,xxAgastache foeniculum
1134587,xxRandia
1135524,xxArenaria conjesta
1135525,xxArenaria humifusa
1135526,xxArenaria lateriflora
1135527,xxArenaria obtusiloba
1135528,xxArenaria peploides
1135529,xxArenaria peploides var. diffusa
1135530,xxArenaria rubella
1135896,xxCapparis
1132869,xxCentratherum
1132871,xxElephantopus
1132872,xxElephantopus carolinianus
1132873,xxElephantopus scaber
1133603,xxLisianthius caerulescens
1133610,xxLomatogonium
1133612,xxLomatogonium carinthiacum var. stelleriana
1134591,xxRandia densiflora
1132566,xxDimorphotheca
1132573,xxAmberboa
1132575,xxArctium
1132576,xxArctium minus
1132577,xxCarduus
1132578,xxCarduus crispus
1132579,xxCarduus nutans
1132580,xxCentaurea
1132582,xxCentaurea diffusa
1132583,xxSaussurea
1132587,xxAgeratum
1132591,xxBrickellia
1132592,xxBrickellia californica
1132593,xxBrickellia grandiflora
1132595,xxEupatorium album
1132596,xxEupatorium purpureum
1132597,xxEupatorium rugosum
1133322,xxTabernaemontana coronaria
1137645,xxHypericum
1137654,xxHypericum perforatum
1132304,xxCypripedium calceolus var. parviflorum
1132305,xxCypripedium candidum
1133325,xxTabernaemontana oppositifolia
1133333,xxThevetia
1135691,xxNyctaginaceae
1135694,xxBoerhavia
1135296,xxMimulus
1135297,xxMimulus glutinosum
1135299,xxMimulus lewisii
1135300,xxMimulus ringens
1135554,xxHonkenya
1135555,xxHonkenya peploides
1135560,xxLychnis
1135561,xxLychnis affinis
1135562,xxLychnis alba
1135563,xxLychnis alpina
1135564,xxLychnis drummondii
1135565,xxLychnis taylorae
1135566,xxMelandrium
1135567,xxMelandrium apetalum
1135569,xxMinuartia
1135570,xxMinuartia arctica
1135577,xxSagina
1135578,xxSagina procumbens
1133294,xxRauvolfia
1133303,xxRhabdadenia biflora
1133319,xxTabernaemontana
1134041,xxLennoaceae
1134044,xxMenyanthaceae
1134047,xxMenyanthes
1134048,xxMenyanthes trifoliata
1134049,xxNymphoides
1134050,xxNymphoides aquatica
1134051,xxNymphoides cordata
1134055,xxNymphoides indica
1132902,xxPrenanthes racemosa
1132903,xxPrenanthes sp.
1132904,xxSonchus
1132905,xxSonchus arvensis
1132906,xxTaraxacum
1132909,xxTaraxacum officinale
1132912,xxTaraxacum pumilum
1132916,xxAmbrosia tennuifolium
1132918,xxArtemisia sp.
1132920,xxChrysothamnus sp.
1132923,xxFacelis
1132924,xxFacelis retusa
1132928,xxCampanulales
1135257,xxEuphrasia
1135583,xxSilene
1136367,xxStyracaceae
1133128,xxAllemanda
1133129,xxAllemanda cathartica
1133845,xxLamium
1133846,xxLamium amplexicaule
1133856,xxLycopus uniflorus
1132611,xxAgarista
1132613,xxAmblyolepis
1132614,xxAmblyolepis setigera
1132616,xxAmbrosia aptera
1132617,xxAmbrosia artemisifolia
1132618,xxAmbrosia bidentata
1132619,xxAmbrosia elatior
1132620,xxAmbrosia hispida
1132621,xxAmbrosia trifida
1132622,xxBaeria
1132623,xxBaeria chrysostoma
1132624,xxBaeria chrysostoma var. gracilis
1132626,xxBahia
1132627,xxBahia absinthifolia
1132628,xxBahia bigelovii
1132629,xxBahia biternata
1132630,xxBahia dissecta
1132631,xxBahia nudicaulis
1132632,xxBaileya
1132633,xxBaileya multiradiata
1132634,xxBaileya pleniradiata
1132635,xxBidens
1132636,xxBidens cernua
1132637,xxBidens pilosa
1132638,xxBidens trichosperma
1132639,xxChrysactinia
1132640,xxChrysactinia mexicana
1132642,xxClappia
1132644,xxClibadium
1133368,xxCynanchum barbigarum
1132288,xxCalypso
1132289,xxCalypso bulbosa
1132301,xxCypripedium
1132302,xxCypripedium acaule
1132303,xxCypripedium calceolus
1131565,xxBrodiaea californica
1131566,xxBrodiaea coronaria
1131567,xxBrodiaea douglasii
1133369,xxCynanchum cubense
1134023,xxCuscutaceae
1134025,xxCuscuta europaea
1134026,xxHydrophyllaceae
1132657,xxDyssodia hartwegii
1132658,xxDyssodia micropoides
1132660,xxDyssodia papposa
1132661,xxDyssodia pentachaeta
1132663,xxDyssodia polychaeta
1132664,xxDyssodia setifolia
1131239,xxPennisetum
1131246,xxPhleum alpinum
1131247,xxPhleum pratense
1131250,xxPoa annua
1131253,xxPoa pratensis
1131256,xxPuccinellia
1131257,xxPuccinellia pumila
1132411,xxSpiranthes
1132413,xxSpiranthes cinnabarina
1132414,xxSpiranthes costaricensis
1132416,xxSpiranthes grayii
1132418,xxSpiranthes michuacana
1132419,xxSpiranthes ochroleuca
1132420,xxSpiranthes praecox
1132058,xxLloydia
1132059,xxLloydia serotina
1132062,xxMaianthemum
1132063,xxMaianthemum canadense
1132951,xxLobelia dortmanna
1132952,xxLobelia inflata
1132954,xxLobelia puberula
1132968,xxGoodeniaceae
1132665,xxDyssodia tenuilobo
1132666,xxDyssodia thurberi
1132667,xxDyssodia treculii
1132668,xxEatonella
1132669,xxEatonella congdoni
1132670,xxEchinacea
1132672,xxEclipta
1132673,xxEclipta alba
1132674,xxEncelia
1132675,xxEncelia californica
1132676,xxEncelia farinosa
1132677,xxEngelmannia
1132678,xxEngelmannia pinnatifida
1132679,xxEriophyllum
1132680,xxEriophyllum ambiguum
1132681,xxEriophyllum confertiflorum
1132683,xxFlaveria
1132684,xxFlaveria linearis
1132687,xxFranseria
1132688,xxFranseria acanthi
1132689,xxFranseria deltoidea
1132690,xxFranseria dumosa
1132691,xxGalinsoga
1132692,xxGalinsoga parviflora
1133419,xxSarcostemma
1133421,xxSarcostemma clausum
1132427,xxAsteridae
1132428,xxAsterales
1132429,xxCompositae
1132430,xxAsteroideae
1132432,xxAchillea millefolium
1132433,xxAster
1132434,xxAster acuminatus
1132435,xxAster cordifolius
1132436,xxAster novae-angliae
1132437,xxAster umbellatus
1132441,xxEupatorium perfoliatum
1132443,xxGnaphalium sp.
1132444,xxHelianthus
1132445,xxHelianthus annus
1132446,xxHelianthus decapetalus
1132447,xxHelianthus laetiflorus
1132448,xxHelianthus maximiliani
1132449,xxRudbeckia
1132450,xxRudbeckia hirta
1132452,xxSenecio pauperculus
1133137,xxAlyxia
1133139,xxAmsonia
1133140,xxAmsonia ilustris
1133144,xxApocynum
1133145,xxApocynum androsaemifolium
1133146,xxApocynum cannabinum
1133147,xxApocynum medium
1133703,xxLabordia
1133704,xxLabordia cyrtandrae
1133705,xxLabordia hirtella
1134378,xxGalium asprellum
1134379,xxGalium boreale
1134380,xxGalium circaezans
1134381,xxGalium mollugo
1134382,xxGalium palustre
1134383,xxGalium sp.
1132111,xxSmilacina racemosa
1132112,xxSmilacina stellata
1132115,xxStreptopus
1132116,xxStreptopus roseus
1131581,xxTriteleia
1133148,xxApocynum medium var. floribundum
1133154,xxAspidosperma cruentum
1133166,xxCabucala madagascariensis var. madagascariensis
1133175,xxCarissa
1133178,xxCarissa grandiflora
1133179,xxCarissa madagascariensis
1132455,xxSolidago neomoralis
1132456,xxSolidago puberuba
1132462,xxAchillea sp.
1132463,xxAnthemus
1132464,xxAnthemus cotula
1132467,xxArtemisia annua
1132468,xxArtemisia biennis
1133389,xxGonolobus
1133393,xxHoya
1133394,xxHoya carnosa
1132840,xxChaenactis glabriuscula
1132841,xxChaenactis glabriusculus
1132842,xxChaenactis sterroides
1132843,xxEmilia
1132844,xxEmilia flammea
1132845,xxEmilia sonchifolia
1132846,xxErichtites
1132847,xxErichtites minima
1133770,xxLithospermum croceum
1133771,xxLithospermum ruderale
1133772,xxMertensia
1133898,xxPhrymataceae
1133899,xxPhryma
1133900,xxPhryma leptostachya
1133926,xxVerbena
1133934,xxPlantaginales
1133401,xxMarsdenia
1133404,xxMarsdenia maculata
1133021,xxDipsacales
1133022,xxAdoxaceae
1133024,xxAdoxa moschatellina
1133028,xxCalyceraceae
1133031,xxCaprifoliaceae
1133741,xxSpigelia
1133742,xxSpigelia anthelmia
1133743,xxStrychnaceae
1130313,xxLemnaceae
1130314,xxLemna
1130315,xxLemna aequinoctialis
1130316,xxLemna gibba
1130317,xxLemna minor
1130318,xxSpirodela
1134689,xxScrophulariales
1134690,xxAcanthaceae
1133180,xxCarissa paucinervia
1132088,xxPolygonatum
1132102,xxSchoenocaulon
1132103,xxSchoenocaulon dubium
1132796,xxAntennaria
1132797,xxAntennaria alpina
1132798,xxAntennaria plantaginifolia
1132803,xxBlumea
1133706,xxLabordia tinifolia
1133707,xxLabordia tinifolia var. tinifolia
1132507,xxChrysothamnus graveolens
1132511,xxConyza
1132512,xxConyza apurensis
1132513,xxConyza bonariensis
1132514,xxConyza lyrata
1133446,xxVincetoxicum fuscatum fuscatum
1133452,xxGentianaceae
1133455,xxBartonia
1133456,xxBartonia virginica
1130668,sp.
1130669,xxCyclanthales
1133730,xxPotaliaceae
1133736,xxSpigeliaceae
1133737,xxMitreola
1133739,xxMitreola sessilifolia
1132470,xxArtemisia californica
1132471,xxArtemisia frigida
1132472,xxArtemisia heterophylla
1132474,xxArtemisia ludoviciana
1132475,xxArtemisia suksdorfii
1132518,xxErigeron divergens
1132520,xxErigeron eatoni
1132521,xxErigeron elagantulus
1132522,xxErigeron engelmanni
1132523,xxErigeron filifolius
1132524,xxErigeron filifolius var. typicus
1132525,xxErigeron floribundus
1132526,xxErigeron foliosus
1132527,xxErigeron geiseri
1132528,xxErigeron inornatus
1132530,xxErigeron pulchellus
1132531,xxErigeron unalaschkensis
1132532,xxGrindelia
1132533,xxGrindelia squarrosa
1132534,xxGutierrezia
1132535,xxGutierrezia sarothrae
1132536,xxGutierrezia sphaerocephala
1132537,xxGutierrezia texana
1130690,xxPandanaceae
1132777,xxXanthium strumarium
1132476,xxArtemisia tridentata
1132477,xxArtemisia vulgaris
1132478,xxCentipeda
1132479,xxCentipeda orbicularis
1132480,xxChrysanthemum
1132481,xxChrysanthemum coronarium
1132483,xxCotula
1132484,xxCotula coronopifolia
1132485,xxMatricaria
1132486,xxMatricaria ambigua
1132491,xxArctotis
1132493,xxBerkheya
1132494,xxBerkheya heterophylla
1132500,xxBaccharis
1133228,xxLochnera
1133229,xxLochnera rosea
1133238,xxMascarenhasia elastica
1134159,xxSolanum tuberosum
1134819,xxRuellia
1134821,xxRuellia tuberosa
1132502,xxBaccharis pilularis
1132503,xxBaccharis viminea
1130008,xxAnthocerotales
1130009,xxAnthocerotaceae
1130010,xxAnthoceros
1130011,xxAnthoceros erectus
1130012,xxAnthoceros fusiformis
1130013,xxAnthoceros husnoti
1130014,xxAnthoceros multifidus
1130015,xxAnthoceros nagasakiensis
1130016,xxAnthoceros punctatus
1130322,xxArecales
1133510,xxCoutoubea densiflora
1134173,xxRubiales
1131921,xxAsparagus
1131084,xxRhynchospora
1131085,xxRhynchospora alba
1131090,xxScirpus
1133202,xxEchites
1133207,xxErvatamia divaricata
1132812,xxGnaphalium luteo-album
1132813,xxGnaphalium purpureum
1132814,xxHelichrysum
1132829,xxArnica
1132830,xxArnica alpina
1132831,xxArnica cordifolia
1132834,xxCacalia
1132835,xxCacalia atriplicifolia
1132836,xxChaenactis
1132837,xxChaenactis alpina
1132838,xxChaenactis angustifolia
1132839,xxChaenactis fremonti
1133556,xxGentiana glauca
1133559,xxGentiana nivalis
1133560,xxGentiana prostrata
1131395,xxJoinvilleaceae
1133335,xxThevetia merriifolia
1133338,xxTrachelospermum
1133339,xxTrachelospermum jasminoiodes
1133349,xxAsclepiadaceae
1133352,xxAsclepias
1133353,xxAsclepias curvassavica
1133354,xxAsclepiodora
1133355,xxAsclepiodora decumbens
1133359,xxCalotropis procera
